epoch,train_loss
0,0.749736553407128
1,0.7107969224230848
2,0.6968650400420809
3,0.6816480576779019
4,0.6691041886597393
5,0.6681369721680703
6,0.6659626185685898
7,0.6588563799652201
8,0.6600851118358328
9,0.6514192521368545
10,0.6526596963201653
11,0.6427454471387276
12,0.6445678114689625
13,0.6434535205163148
14,0.6467151105201802
15,0.6414535999097641
16,0.6504928529059264
17,0.6486902951991498
18,0.6511834203993435
19,0.6403029858865915
20,0.6441750228203694
21,0.6457965254581819
22,0.6452645003593979
23,0.6460278153217611
24,0.6464077055252252
25,0.6374501764575119
26,0.6428066909112324
27,0.6364608645240254
28,0.6450784504212017
29,0.6445176541603855
30,0.6453637003696945
31,0.6437526404656463
32,0.6427655219830873
33,0.648398226479295
34,0.6472388446128762
35,0.6377245962420492
36,0.6412523627080797
37,0.6455491781033007
38,0.6395734011927056
39,0.6420994221963497
40,0.6378699719706519
41,0.6425097882546865
42,0.6476733684337397
43,0.6457961261070619
44,0.6411860644616981
45,0.6456881642139836
46,0.6397678315439568
47,0.6460129976070704
48,0.6461100995338709
49,0.6474174439704756
50,0.6462704360283117
51,0.6417516767778121
52,0.646623045185863
53,0.6433839142121482
54,0.6468028187549644
55,0.651347523907334
56,0.6467912792957362
57,0.6532373130117366
58,0.6396672844686884
59,0.6422102510728417
