epoch,train_loss,val_loss,train_acc,val_acc
0,0.7058688085482839,0.7050801147615646,0.45,0.35
1,0.7037867118502482,0.7038893660863506,0.5,0.4
2,0.7018318386148161,0.7026605750462398,0.5,0.4
3,0.7000140997725524,0.7013137452859591,0.5,0.4
4,0.6980770362141271,0.7000554429925337,0.5,0.4
5,0.695893019719685,0.6981445730034496,0.5,0.45
6,0.6935902770603624,0.6960472515065587,0.6,0.5
7,0.6906544873840286,0.6932232749369609,0.6,0.6
8,0.6864201664690424,0.6901725219641516,0.65,0.6
9,0.6822502582254467,0.6864261790278317,0.7,0.6
10,0.6774222269659074,0.6830172110596272,0.7,0.6
11,0.6722038104312996,0.6796020218272527,0.75,0.6
12,0.6670021147529355,0.6769989963683368,0.8,0.7
13,0.6616534974744738,0.6744692571149647,0.8,0.65
14,0.6569212757691618,0.6725898352310079,0.8,0.65
15,0.6512051579307302,0.6713221848736757,0.85,0.65
16,0.6470705018138994,0.67045180052915,0.85,0.65
17,0.6428429100071088,0.669795115954141,0.85,0.7
18,0.6393652657256865,0.6693213290769527,0.85,0.65
19,0.6371644539118417,0.6690932236120213,0.85,0.65
20,0.6357406050203116,0.6693502377898058,0.85,0.65
21,0.6336272613749478,0.6678960405396424,0.85,0.65
22,0.6326812509711806,0.6682430647760442,0.85,0.65
23,0.6313761220296775,0.6669669377982628,0.85,0.65
24,0.6306463834071452,0.6670521925451824,0.85,0.65
25,0.6297542892941183,0.6658686011749699,0.85,0.7
26,0.6304604114829624,0.6657200684154396,0.85,0.65
27,0.6292494123436599,0.6639466910952929,0.85,0.7
28,0.6283492406308975,0.6639512292454764,0.85,0.7
29,0.6283488803920297,0.6630036996353394,0.85,0.75
30,0.6273598988232141,0.6625421206931562,0.85,0.75
31,0.6280199022997064,0.6622318408389066,0.85,0.75
32,0.6271653221600056,0.6610159776240968,0.85,0.75
33,0.626402636075806,0.6606621877699264,0.85,0.75
34,0.6268612528363742,0.659254621245591,0.85,0.85
35,0.626932790030666,0.6590660243974912,0.85,0.85
36,0.6258365015436668,0.6586272139062557,0.85,0.85
37,0.6259042008681162,0.6578220971512809,0.85,0.85
38,0.6258177043055848,0.6576627187241958,0.85,0.85
39,0.6258741834460656,0.6571261743790869,0.85,0.85
