dataset,N,seed,p_err,non_equivariance,reps,val_acc,val_aug_acc,training_time,epoch_time,convergence_epoch
sat_data,320,2,0,4,3,0.6749999999789063,0.6749999999789063,9227.608920097351,153.79348200162252,48
sat_data,40,8,0,3,1,0.7999999998,0.52499999986875,908.4392158985138,15.140653598308564,39
sat_data,40,8,0,3,2,0.7999999998,0.52499999986875,851.7490541934967,14.195817569891611,10
sat_data,80,7,0,4,1,0.7374999999078126,0.7374999999078126,2005.1181745529175,33.41863624254862,12
sat_data,80,7,0,4,2,0.7624999999046875,0.7624999999046875,2016.5588369369507,33.60931394894918,13
sat_data,320,5,0,3,2,0.6624999999792969,0.6468749999797851,5487.51006937027,91.45850115617117,33
sat_data,40,8,0,4,2,0.6499999998375,0.6499999998375,929.4798345565796,15.491330575942992,10










sat_data,40,8,0,4,1,0.62499999984375,0.62499999984375,1015.2767698764801,16.921279497941335,17
sat_data,40,8,0,4,3,0.72499999981875,0.72499999981875,1076.358067035675,17.93930111726125,17
sat_data,320,4,0,4,2,0.5843749999817383,0.5843749999817383,6948.968919277191,115.81614865461985,33
sat_data,80,7,0,4,3,0.6749999999156251,0.6749999999156251,2393.8228516578674,39.89704752763112,33
sat_data,80,8,0,3,2,0.5999999999250001,0.5249999999343751,1164.327989578247,19.405466492970785,6
sat_data,160,6,0,4,1,0.7999999999499999,0.7999999999499999,3935.4107043743134,65.59017840623855,17
sat_data,80,8,0,3,1,0.7749999999031251,0.6749999999156251,1325.9457728862762,22.099096214771272,55
sat_data,20,9,0,3,1,0.8499999995749999,0.749999999625,311.7976818084717,5.196628030141195,25
sat_data,20,9,0,3,2,0.6999999996499999,0.6999999996499999,357.7577271461487,5.9626287857691445,28
sat_data,320,3,0,4,2,0.6312499999802734,0.6312499999802734,8998.448318481445,149.97413864135743,33
sat_data,20,9,0,3,3,0.749999999625,0.6999999996499999,449.4068305492401,7.490113842487335,28
sat_data,160,7,0,3,1,0.7999999999499999,0.69999999995625,2886.760920524597,48.112682008743285,50
sat_data,80,8,0,3,3,0.8374999998953125,0.574999999928125,1575.3888597488403,26.256480995814005,33
