dataset,N,seed,p_err,non_equivariance,reps,val_acc,val_aug_acc,training_time,epoch_time
mnist,640,6,0,4,2,0.8968749999859863,0.8968749999859863,19035.542347192764,317.2590391198794
mnist,640,6,0,4,3,0.8890624999861084,0.8890624999861084,19358.155038118362,322.6359173019727
mnist,640,6,0,4,3,0.8890624999861084,0.8890624999861084,19358.155038118362,322.6359173019727
mnist,640,7,0,3,1,0.9562499999850586,0.7921874999876221,12301.526552438736,205.0254425406456
mnist,640,7,0,3,1,0.9562499999850586,0.7921874999876221,12301.526552438736,205.0254425406456
mnist,640,7,0,3,2,0.9578124999850341,0.7421874999884033,14131.952825069427,235.53254708449046
mnist,640,7,0,3,2,0.9578124999850341,0.7421874999884033,14131.952825069427,235.53254708449046
mnist,640,7,0,3,3,0.9718749999848144,0.8031249999874511,12993.410115480423,216.55683525800706
mnist,640,7,0,3,3,0.9718749999848144,0.8031249999874511,12993.410115480423,216.55683525800706
mnist,640,7,0,4,1,0.5984374999906494,0.5984374999906494,17547.18600320816,292.4531000534693
mnist,640,7,0,4,1,0.5984374999906494,0.5984374999906494,17547.18600320816,292.4531000534693
mnist,640,7,0,4,2,0.8953124999860107,0.8953124999860107,18985.098455667496,316.41830759445827
mnist,640,7,0,4,2,0.8953124999860107,0.8953124999860107,18985.098455667496,316.41830759445827
mnist,640,7,0,4,3,0.8937499999860351,0.8937499999860351,20068.511126041412,334.47518543402356
mnist,640,7,0,4,3,0.8937499999860351,0.8937499999860351,20068.511126041412,334.47518543402356
mnist,640,8,0,3,1,0.9562499999850586,0.7921874999876221,11350.852276325226,189.1808712720871
mnist,640,8,0,3,1,0.9562499999850586,0.7921874999876221,11350.852276325226,189.1808712720871
mnist,640,8,0,3,2,0.8890624999861084,0.7593749999881347,13049.039654970169,217.4839942495028
mnist,640,8,0,3,2,0.8890624999861084,0.7593749999881347,13049.039654970169,217.4839942495028
mnist,640,8,0,3,3,0.9609374999849853,0.8031249999874511,13156.34979557991,219.2724965929985
mnist,640,8,0,3,3,0.9609374999849853,0.8031249999874511,13156.34979557991,219.2724965929985
mnist,640,8,0,4,1,0.5984374999906494,0.5984374999906494,16735.86521935463,278.93108698924385
mnist,640,8,0,4,1,0.5984374999906494,0.5984374999906494,16735.86521935463,278.93108698924385
mnist,640,8,0,4,2,0.9015624999859131,0.9015624999859131,16683.402389526367,278.0567064921061
mnist,640,8,0,4,2,0.9015624999859131,0.9015624999859131,16683.402389526367,278.0567064921061
mnist,640,8,0,4,3,0.8890624999861084,0.8890624999861084,18160.601035118103,302.67668391863504
mnist,640,8,0,4,3,0.8890624999861084,0.8890624999861084,18160.601035118103,302.67668391863504
mnist,640,9,0,3,1,0.9406249999853027,0.7453124999883545,11734.203707456589,195.57006179094316
mnist,640,9,0,3,1,0.9406249999853027,0.7453124999883545,11734.203707456589,195.57006179094316
mnist,640,9,0,3,2,0.9578124999850341,0.7421874999884033,11110.992181062698,185.18320301771163
mnist,640,9,0,3,2,0.9578124999850341,0.7421874999884033,11110.992181062698,185.18320301771163
mnist,640,9,0,3,3,0.9796874999846924,0.818749999987207,11874.575138807297,197.9095856467883
mnist,640,9,0,3,3,0.9796874999846924,0.818749999987207,11874.575138807297,197.9095856467883
mnist,640,9,0,4,1,0.5984374999906494,0.5984374999906494,14316.165521621704,238.60275869369508
mnist,640,9,0,4,1,0.5984374999906494,0.5984374999906494,14316.165521621704,238.60275869369508
mnist,640,9,0,4,2,0.9015624999859131,0.9015624999859131,14594.649304628372,243.24415507713954
mnist,640,9,0,4,2,0.9015624999859131,0.9015624999859131,14594.649304628372,243.24415507713954
mnist,640,9,0,4,3,0.8937499999860351,0.8937499999860351,18264.237564325333,304.4039594054222
mnist,640,9,0,4,3,0.8937499999860351,0.8937499999860351,18264.237564325333,304.4039594054222
mnist,80,10,0,3,1,0.7874999999015626,0.6624999999171876,721.3874619007111,12.023124365011851
mnist,80,10,0,3,1,0.7874999999015626,0.6624999999171876,721.3874619007111,12.023124365011851
mnist,80,10,0,3,2,0.9249999998843751,0.7124999999109376,899.1724004745483,14.986206674575806
mnist,80,10,0,3,2,0.9249999998843751,0.7124999999109376,899.1724004745483,14.986206674575806
mnist,80,10,0,3,3,0.9249999998843751,0.7749999999031251,862.5577411651611,14.375962352752685
mnist,80,10,0,3,3,0.9249999998843751,0.7749999999031251,862.5577411651611,14.375962352752685
mnist,80,10,0,4,1,0.4874999999390625,0.4874999999390625,952.023708820343,15.867061813672384
mnist,80,10,0,4,1,0.4874999999390625,0.4874999999390625,952.023708820343,15.867061813672384
mnist,80,10,0,4,2,0.5999999999250001,0.5999999999250001,1157.7365260124207,19.295608766873677
mnist,80,10,0,4,2,0.5999999999250001,0.5999999999250001,1157.7365260124207,19.295608766873677
mnist,80,10,0,4,3,0.54999999993125,0.54999999993125,1155.103439092636,19.25172398487727
mnist,80,10,0,4,3,0.54999999993125,0.54999999993125,1155.103439092636,19.25172398487727
mnist,80,1,0,3,1,0.7874999999015626,0.6624999999171876,684.2978231906891,11.404963719844819
mnist,80,1,0,3,1,0.7874999999015626,0.6624999999171876,684.2978231906891,11.404963719844819
mnist,80,1,0,3,2,0.9624999998796876,0.7874999999015626,705.8277144432068,11.763795240720112
mnist,80,1,0,3,2,0.9624999998796876,0.7874999999015626,705.8277144432068,11.763795240720112
mnist,80,1,0,3,3,0.9249999998843751,0.7749999999031251,895.9983558654785,14.933305931091308
mnist,80,1,0,3,3,0.9249999998843751,0.7749999999031251,895.9983558654785,14.933305931091308
mnist,80,1,0,4,1,0.4874999999390625,0.4874999999390625,1175.6883108615875,19.59480518102646
mnist,80,1,0,4,1,0.4874999999390625,0.4874999999390625,1175.6883108615875,19.59480518102646
mnist,80,1,0,4,2,0.5874999999265625,0.5874999999265625,1093.2560877799988,18.220934796333314
mnist,80,1,0,4,2,0.5874999999265625,0.5874999999265625,1093.2560877799988,18.220934796333314
mnist,80,1,0,4,3,0.54999999993125,0.54999999993125,1214.0520205497742,20.234200342496237
mnist,80,1,0,4,3,0.54999999993125,0.54999999993125,1214.0520205497742,20.234200342496237
mnist,80,2,0,3,1,0.7874999999015626,0.6624999999171876,809.1109681129456,13.485182801882425
mnist,80,2,0,3,1,0.7874999999015626,0.6624999999171876,809.1109681129456,13.485182801882425
mnist,80,2,0,3,2,0.9249999998843751,0.7124999999109376,757.0727303028107,12.617878838380177
mnist,80,2,0,3,2,0.9249999998843751,0.7124999999109376,757.0727303028107,12.617878838380177
mnist,80,2,0,3,3,0.7124999999109376,0.624999999921875,808.252875328064,13.470881255467733
mnist,80,2,0,3,3,0.7124999999109376,0.624999999921875,808.252875328064,13.470881255467733
mnist,80,2,0,4,1,0.4874999999390625,0.4874999999390625,1036.5325355529785,17.27554225921631
mnist,80,2,0,4,1,0.4874999999390625,0.4874999999390625,1036.5325355529785,17.27554225921631
mnist,80,2,0,4,2,0.5999999999250001,0.5999999999250001,1050.4419331550598,17.50736555258433
mnist,80,2,0,4,2,0.5999999999250001,0.5999999999250001,1050.4419331550598,17.50736555258433
mnist,80,2,0,4,3,0.5124999999359375,0.5124999999359375,1273.3966653347015,21.22327775557836
mnist,80,2,0,4,3,0.5124999999359375,0.5124999999359375,1273.3966653347015,21.22327775557836
mnist,80,3,0,3,1,0.7874999999015626,0.6624999999171876,1730.827955007553,28.847132583459217
mnist,80,3,0,3,1,0.7874999999015626,0.6624999999171876,1730.827955007553,28.847132583459217
mnist,80,3,0,3,2,0.9249999998843751,0.7124999999109376,1802.0105793476105,30.03350965579351
mnist,80,3,0,3,2,0.9249999998843751,0.7124999999109376,1802.0105793476105,30.03350965579351
mnist,80,3,0,3,3,0.9249999998843751,0.7749999999031251,2023.638611793518,33.72731019655863
mnist,80,3,0,3,3,0.9249999998843751,0.7749999999031251,2023.638611793518,33.72731019655863
mnist,80,3,0,4,1,0.4874999999390625,0.4874999999390625,1952.7634835243225,32.54605805873871
mnist,80,3,0,4,1,0.4874999999390625,0.4874999999390625,1952.7634835243225,32.54605805873871
mnist,80,3,0,4,2,0.5999999999250001,0.5999999999250001,2829.0802562236786,47.151337603727974
mnist,80,3,0,4,2,0.5999999999250001,0.5999999999250001,2829.0802562236786,47.151337603727974
mnist,80,3,0,4,3,0.54999999993125,0.54999999993125,2842.0264818668365,47.36710803111394
mnist,80,3,0,4,3,0.54999999993125,0.54999999993125,2842.0264818668365,47.36710803111394
mnist,80,4,0,3,1,0.7874999999015626,0.6624999999171876,1485.7788445949554,24.76298074324926
mnist,80,4,0,3,1,0.7874999999015626,0.6624999999171876,1485.7788445949554,24.76298074324926
mnist,80,4,0,3,2,0.9249999998843751,0.7124999999109376,1581.7071387767792,26.361785646279653
mnist,80,4,0,3,2,0.9249999998843751,0.7124999999109376,1581.7071387767792,26.361785646279653
mnist,80,4,0,3,3,0.9374999998828126,0.8124999998984376,1540.308201789856,25.671803363164265
mnist,80,4,0,3,3,0.9374999998828126,0.8124999998984376,1540.308201789856,25.671803363164265
mnist,80,4,0,4,1,0.4874999999390625,0.4874999999390625,2715.612741470337,45.260212357838945
mnist,80,4,0,4,1,0.4874999999390625,0.4874999999390625,2715.612741470337,45.260212357838945
mnist,80,4,0,4,2,0.5999999999250001,0.5999999999250001,2351.8219408988953,39.19703234831492
mnist,80,4,0,4,2,0.5999999999250001,0.5999999999250001,2351.8219408988953,39.19703234831492
mnist,80,4,0,4,3,0.54999999993125,0.54999999993125,2496.18990278244,41.603165046374
mnist,80,4,0,4,3,0.54999999993125,0.54999999993125,2496.18990278244,41.603165046374
mnist,80,5,0,3,1,0.7874999999015626,0.6624999999171876,832.5980787277222,13.876634645462037
mnist,80,5,0,3,1,0.7874999999015626,0.6624999999171876,832.5980787277222,13.876634645462037
mnist,80,5,0,3,2,0.8624999998921876,0.7874999999015626,954.5238199234009,15.908730332056681
mnist,80,5,0,3,2,0.8624999998921876,0.7874999999015626,954.5238199234009,15.908730332056681
mnist,80,5,0,3,3,0.6874999999140625,0.5874999999265625,995.4036870002747,16.590061450004576
mnist,80,5,0,3,3,0.6874999999140625,0.5874999999265625,995.4036870002747,16.590061450004576
mnist,80,5,0,4,1,0.4874999999390625,0.4874999999390625,1121.394070148468,18.689901169141134
mnist,80,5,0,4,1,0.4874999999390625,0.4874999999390625,1121.394070148468,18.689901169141134
mnist,80,5,0,4,2,0.5999999999250001,0.5999999999250001,1239.055657863617,20.65092763106028
mnist,80,5,0,4,2,0.5999999999250001,0.5999999999250001,1239.055657863617,20.65092763106028
mnist,80,5,0,4,3,0.5874999999265625,0.5874999999265625,1314.541109085083,21.909018484751382
mnist,80,5,0,4,3,0.5874999999265625,0.5874999999265625,1314.541109085083,21.909018484751382
mnist,80,6,0,3,1,0.7874999999015626,0.6624999999171876,941.9707612991333,15.699512688318888
mnist,80,6,0,3,1,0.7874999999015626,0.6624999999171876,941.9707612991333,15.699512688318888
mnist,80,6,0,3,2,0.9374999998828126,0.7624999999046875,902.2669517993927,15.037782529989878
mnist,80,6,0,3,2,0.9374999998828126,0.7624999999046875,902.2669517993927,15.037782529989878
mnist,80,6,0,3,3,0.9124999998859376,0.7749999999031251,979.1012215614319,16.318353692690533
mnist,80,6,0,3,3,0.9124999998859376,0.7749999999031251,979.1012215614319,16.318353692690533
mnist,80,6,0,4,1,0.4874999999390625,0.4874999999390625,1033.108913898468,17.2184818983078
mnist,80,6,0,4,1,0.4874999999390625,0.4874999999390625,1033.108913898468,17.2184818983078
mnist,80,6,0,4,2,0.5624999999296876,0.5624999999296876,1268.8021717071533,21.14670286178589
mnist,80,6,0,4,2,0.5624999999296876,0.5624999999296876,1268.8021717071533,21.14670286178589
mnist,80,6,0,4,3,0.54999999993125,0.54999999993125,1132.899026632309,18.881650443871816
mnist,80,6,0,4,3,0.54999999993125,0.54999999993125,1132.899026632309,18.881650443871816
mnist,80,7,0,3,1,0.7874999999015626,0.6624999999171876,807.8689503669739,13.464482506116232
mnist,80,7,0,3,1,0.7874999999015626,0.6624999999171876,807.8689503669739,13.464482506116232
mnist,80,7,0,3,2,0.9249999998843751,0.7124999999109376,923.7282204627991,15.395470341046652
mnist,80,7,0,3,2,0.9249999998843751,0.7124999999109376,923.7282204627991,15.395470341046652
mnist,80,7,0,3,3,0.9374999998828126,0.7374999999078126,970.4672017097473,16.174453361829123
mnist,80,7,0,3,3,0.9374999998828126,0.7374999999078126,970.4672017097473,16.174453361829123
mnist,80,7,0,4,1,0.4874999999390625,0.4874999999390625,1076.4927685260773,17.941546142101288
mnist,80,7,0,4,1,0.4874999999390625,0.4874999999390625,1076.4927685260773,17.941546142101288
mnist,80,7,0,4,2,0.5874999999265625,0.5874999999265625,1241.7228338718414,20.69538056453069
mnist,80,7,0,4,2,0.5874999999265625,0.5874999999265625,1241.7228338718414,20.69538056453069
mnist,80,7,0,4,3,0.54999999993125,0.54999999993125,1179.3297460079193,19.655495766798655
mnist,80,7,0,4,3,0.54999999993125,0.54999999993125,1179.3297460079193,19.655495766798655
mnist,80,8,0,3,1,0.7874999999015626,0.6624999999171876,835.3984279632568,13.923307132720947
mnist,80,8,0,3,1,0.7874999999015626,0.6624999999171876,835.3984279632568,13.923307132720947
mnist,80,8,0,3,2,0.9249999998843751,0.7124999999109376,925.5237057209015,15.425395095348359
mnist,80,8,0,3,2,0.9249999998843751,0.7124999999109376,925.5237057209015,15.425395095348359
mnist,80,8,0,3,3,0.9249999998843751,0.7749999999031251,943.048017501831,15.71746695836385
mnist,80,8,0,3,3,0.9249999998843751,0.7749999999031251,943.048017501831,15.71746695836385
mnist,80,8,0,4,1,0.4874999999390625,0.4874999999390625,1089.558364391327,18.15930607318878
mnist,80,8,0,4,1,0.4874999999390625,0.4874999999390625,1089.558364391327,18.15930607318878
mnist,80,8,0,4,2,0.5999999999250001,0.5999999999250001,1211.0329818725586,20.18388303120931
mnist,80,8,0,4,2,0.5999999999250001,0.5999999999250001,1211.0329818725586,20.18388303120931
mnist,80,8,0,4,3,0.54999999993125,0.54999999993125,1105.8200669288635,18.430334448814392
mnist,80,8,0,4,3,0.54999999993125,0.54999999993125,1105.8200669288635,18.430334448814392
mnist,80,9,0,3,1,0.8499999998937501,0.7624999999046875,860.6666581630707,14.344444302717845
mnist,80,9,0,3,1,0.8499999998937501,0.7624999999046875,860.6666581630707,14.344444302717845
mnist,80,9,0,3,2,0.8874999998890626,0.7999999999,861.7226984500885,14.36204497416814
mnist,80,9,0,3,2,0.8874999998890626,0.7999999999,861.7226984500885,14.36204497416814
mnist,80,9,0,3,3,0.9124999998859376,0.7624999999046875,909.9987115859985,15.166645193099976
mnist,80,9,0,3,3,0.9124999998859376,0.7624999999046875,909.9987115859985,15.166645193099976
mnist,80,9,0,4,1,0.4874999999390625,0.4874999999390625,972.2558619976044,16.204264366626738
mnist,80,9,0,4,1,0.4874999999390625,0.4874999999390625,972.2558619976044,16.204264366626738
mnist,80,9,0,4,2,0.5999999999250001,0.5999999999250001,1154.9491753578186,19.24915292263031
mnist,80,9,0,4,2,0.5999999999250001,0.5999999999250001,1154.9491753578186,19.24915292263031
mnist,80,9,0,4,3,0.54999999993125,0.54999999993125,1088.2871763706207,18.13811960617701
mnist,80,9,0,4,3,0.54999999993125,0.54999999993125,1088.2871763706207,18.13811960617701
nwpu,1280,10,0,3,1,0.719999999964,0.719999999964,11958.795597553253,199.3132599592209
nwpu,1280,10,0,3,1,0.719999999964,0.719999999964,11958.795597553253,199.3132599592209
nwpu,1280,10,0,3,2,0.59999999997,0.5799999999709999,11696.842697620392,194.9473782936732
nwpu,1280,10,0,3,2,0.59999999997,0.5799999999709999,11696.842697620392,194.9473782936732
nwpu,1280,10,0,3,3,0.5699999999715,0.5699999999715,11894.954767465591,198.24924612442652
nwpu,1280,10,0,3,3,0.5699999999715,0.5699999999715,11894.954767465591,198.24924612442652
nwpu,1280,10,0,4,1,0.71499999996425,0.71499999996425,14534.86153626442,242.24769227107365
nwpu,1280,10,0,4,1,0.71499999996425,0.71499999996425,14534.86153626442,242.24769227107365
nwpu,1280,10,0,4,2,0.499999999975,0.499999999975,15286.061253070831,254.76768755118053
nwpu,1280,10,0,4,2,0.499999999975,0.499999999975,15286.061253070831,254.76768755118053
nwpu,1280,10,0,4,3,0.679999999966,0.679999999966,16087.23372721672,268.1205621202787
nwpu,1280,10,0,4,3,0.679999999966,0.679999999966,16087.23372721672,268.1205621202787
nwpu,1280,1,0,3,1,0.52499999997375,0.55499999997225,11098.524649858475,184.97541083097457
nwpu,1280,1,0,3,1,0.52499999997375,0.55499999997225,11098.524649858475,184.97541083097457
nwpu,1280,1,0,3,2,0.6499999999675,0.6699999999665,10929.29626750946,182.15493779182435
nwpu,1280,1,0,3,2,0.6499999999675,0.6699999999665,10929.29626750946,182.15493779182435
nwpu,1280,1,0,3,3,0.5699999999715,0.58499999997075,13899.08761882782,231.651460313797
nwpu,1280,1,0,3,3,0.5699999999715,0.58499999997075,13899.08761882782,231.651460313797
nwpu,1280,1,0,4,1,0.6149999999692499,0.6149999999692499,18232.662048101425,303.8777008016904
nwpu,1280,1,0,4,1,0.6149999999692499,0.6149999999692499,18232.662048101425,303.8777008016904
nwpu,1280,1,0,4,2,0.6899999999655,0.6899999999655,21103.933363437653,351.7322227239609
nwpu,1280,1,0,4,2,0.6899999999655,0.6899999999655,21103.933363437653,351.7322227239609
nwpu,1280,1,0,4,3,0.68499999996575,0.68499999996575,22581.558527946472,376.35930879910785
nwpu,1280,1,0,4,3,0.68499999996575,0.68499999996575,22581.558527946472,376.35930879910785
nwpu,1280,2,0,3,1,0.63499999996825,0.6449999999677499,29311.685178995132,488.52808631658553
nwpu,1280,2,0,3,1,0.63499999996825,0.6449999999677499,29311.685178995132,488.52808631658553
nwpu,1280,2,0,3,2,0.51499999997425,0.499999999975,23819.007625818253,396.9834604303042
nwpu,1280,2,0,3,2,0.51499999997425,0.499999999975,23819.007625818253,396.9834604303042
nwpu,1280,2,0,3,3,0.6149999999692499,0.6149999999692499,25858.539878606796,430.9756646434466
nwpu,1280,2,0,3,3,0.6149999999692499,0.6149999999692499,25858.539878606796,430.9756646434466
nwpu,1280,2,0,4,1,0.7099999999644999,0.7099999999644999,36232.302536726,603.8717089454333
nwpu,1280,2,0,4,1,0.7099999999644999,0.7099999999644999,36232.302536726,603.8717089454333
nwpu,1280,2,0,4,2,0.58499999997075,0.58499999997075,37844.808429956436,630.7468071659406
nwpu,1280,2,0,4,2,0.58499999997075,0.58499999997075,37844.808429956436,630.7468071659406
nwpu,1280,2,0,4,3,0.71499999996425,0.71499999996425,39647.61849451065,660.7936415751775
nwpu,1280,2,0,4,3,0.71499999996425,0.71499999996425,39647.61849451065,660.7936415751775
nwpu,1280,3,0,3,1,0.559999999972,0.559999999972,21410.044096708298,356.83406827847165
nwpu,1280,3,0,3,1,0.559999999972,0.559999999972,21410.044096708298,356.83406827847165
nwpu,1280,3,0,3,1,0.559999999972,0.559999999972,28073.892257213593,467.8982042868932
nwpu,1280,3,0,3,1,0.559999999972,0.559999999972,28073.892257213593,467.8982042868932
nwpu,1280,3,0,3,2,0.5499999999724999,0.54499999997275,23495.577614307404,391.5929602384567
nwpu,1280,3,0,3,2,0.5499999999724999,0.54499999997275,23495.577614307404,391.5929602384567
nwpu,1280,3,0,3,2,0.5499999999724999,0.54499999997275,24682.965923786163,411.38276539643607
nwpu,1280,3,0,3,2,0.5499999999724999,0.54499999997275,24682.965923786163,411.38276539643607
nwpu,1280,3,0,3,3,0.5699999999715,0.57499999997125,23886.79118990898,398.113186498483
nwpu,1280,3,0,3,3,0.5699999999715,0.57499999997125,23886.79118990898,398.113186498483
nwpu,1280,3,0,3,3,0.5699999999715,0.57499999997125,25069.126123428345,417.81876872380576
nwpu,1280,3,0,3,3,0.5699999999715,0.57499999997125,25069.126123428345,417.81876872380576
nwpu,1280,3,0,4,1,0.56499999997175,0.56499999997175,29782.7680914402,496.37946819067
nwpu,1280,3,0,4,1,0.56499999997175,0.56499999997175,29782.7680914402,496.37946819067
nwpu,1280,3,0,4,2,0.5299999999735,0.5299999999735,30478.502074718475,507.97503457864127
nwpu,1280,3,0,4,2,0.5299999999735,0.5299999999735,30478.502074718475,507.97503457864127
nwpu,1280,3,0,4,3,0.499999999975,0.499999999975,32976.11533546448,549.6019222577413
nwpu,1280,3,0,4,3,0.499999999975,0.499999999975,32976.11533546448,549.6019222577413
nwpu,1280,4,0,3,1,0.66499999996675,0.63499999996825,23853.29872226715,397.55497870445254
nwpu,1280,4,0,3,1,0.66499999996675,0.63499999996825,23853.29872226715,397.55497870445254
nwpu,1280,4,0,3,2,0.6749999999662499,0.6749999999662499,23188.46815419197,386.47446923653285
nwpu,1280,4,0,3,2,0.6749999999662499,0.6749999999662499,23188.46815419197,386.47446923653285
nwpu,1280,4,0,3,3,0.65499999996725,0.6399999999679999,22073.1021630764,367.88503605127335
nwpu,1280,4,0,3,3,0.65499999996725,0.6399999999679999,22073.1021630764,367.88503605127335
nwpu,1280,4,0,4,1,0.6449999999677499,0.6449999999677499,27514.380494832993,458.57300824721653
nwpu,1280,4,0,4,1,0.6449999999677499,0.6449999999677499,27514.380494832993,458.57300824721653
nwpu,1280,4,0,4,2,0.7049999999647499,0.7049999999647499,31884.84651851654,531.4141086419423
nwpu,1280,4,0,4,2,0.7049999999647499,0.7049999999647499,31884.84651851654,531.4141086419423
nwpu,1280,4,0,4,3,0.6899999999655,0.6899999999655,32783.172442913055,546.3862073818842
nwpu,1280,4,0,4,3,0.6899999999655,0.6899999999655,32783.172442913055,546.3862073818842
nwpu,1280,5,0,3,1,0.60499999996975,0.59499999997025,23375.56056857109,389.59267614285153
nwpu,1280,5,0,3,1,0.60499999996975,0.59499999997025,23375.56056857109,389.59267614285153
nwpu,1280,5,0,3,2,0.699999999965,0.69499999996525,22720.8215007782,378.6803583463033
nwpu,1280,5,0,3,2,0.699999999965,0.69499999996525,22720.8215007782,378.6803583463033
nwpu,1280,5,0,3,3,0.6299999999685,0.6299999999685,23264.885177850723,387.74808629751203
nwpu,1280,5,0,3,3,0.6299999999685,0.6299999999685,23264.885177850723,387.74808629751203
nwpu,1280,5,0,4,1,0.6699999999665,0.6699999999665,31298.217987775803,521.63696646293
nwpu,1280,5,0,4,1,0.6699999999665,0.6699999999665,31298.217987775803,521.63696646293
nwpu,1280,5,0,4,2,0.7099999999644999,0.7099999999644999,31629.590950250626,527.1598491708438
nwpu,1280,5,0,4,2,0.7099999999644999,0.7099999999644999,31629.590950250626,527.1598491708438
nwpu,1280,5,0,4,3,0.699999999965,0.699999999965,30902.0605533123,515.0343425552051
nwpu,1280,5,0,4,3,0.699999999965,0.699999999965,30902.0605533123,515.0343425552051
nwpu,1280,6,0,3,1,0.63499999996825,0.6399999999679999,23925.01382279396,398.75023037989934
nwpu,1280,6,0,3,1,0.63499999996825,0.6399999999679999,23925.01382279396,398.75023037989934
nwpu,1280,6,0,3,2,0.499999999975,0.50499999997475,23278.33178448677,387.97219640811284
nwpu,1280,6,0,3,2,0.499999999975,0.50499999997475,23278.33178448677,387.97219640811284
nwpu,1280,6,0,3,3,0.5699999999715,0.559999999972,26169.18722343445,436.15312039057414
nwpu,1280,6,0,3,3,0.5699999999715,0.559999999972,26169.18722343445,436.15312039057414
nwpu,1280,6,0,4,1,0.7349999999632499,0.7349999999632499,30783.382330179214,513.0563721696536
nwpu,1280,6,0,4,1,0.7349999999632499,0.7349999999632499,30783.382330179214,513.0563721696536
nwpu,1280,6,0,4,2,0.499999999975,0.499999999975,32346.23135614395,539.1038559357326
nwpu,1280,6,0,4,2,0.499999999975,0.499999999975,32346.23135614395,539.1038559357326
nwpu,1280,6,0,4,3,0.68499999996575,0.68499999996575,33551.10423231125,559.1850705385208
nwpu,1280,6,0,4,3,0.68499999996575,0.68499999996575,33551.10423231125,559.1850705385208
nwpu,1280,7,0,3,1,0.57499999997125,0.5799999999709999,14827.628134965897,247.12713558276494
nwpu,1280,7,0,3,1,0.57499999997125,0.5799999999709999,14827.628134965897,247.12713558276494
nwpu,1280,7,0,3,2,0.50499999997475,0.50499999997475,15676.50183057785,261.2750305096308
nwpu,1280,7,0,3,2,0.50499999997475,0.50499999997475,15676.50183057785,261.2750305096308
nwpu,1280,7,0,3,3,0.5799999999709999,0.58499999997075,16094.01133608818,268.23352226813637
nwpu,1280,7,0,3,3,0.5799999999709999,0.58499999997075,16094.01133608818,268.23352226813637
nwpu,1280,7,0,4,1,0.71499999996425,0.71499999996425,19197.350120067596,319.95583533445995
nwpu,1280,7,0,4,1,0.71499999996425,0.71499999996425,19197.350120067596,319.95583533445995
nwpu,1280,7,0,4,2,0.5099999999745,0.5099999999745,20386.65940260887,339.7776567101479
nwpu,1280,7,0,4,2,0.5099999999745,0.5099999999745,20386.65940260887,339.7776567101479
nwpu,1280,7,0,4,3,0.6749999999662499,0.6749999999662499,20462.049862146378,341.0341643691063
nwpu,1280,7,0,4,3,0.6749999999662499,0.6749999999662499,20462.049862146378,341.0341643691063
nwpu,1280,8,0,3,1,0.4899999999755,0.49499999997524996,13982.330538749695,233.03884231249492
nwpu,1280,8,0,3,1,0.4899999999755,0.49499999997524996,13982.330538749695,233.03884231249492
nwpu,1280,8,0,3,2,0.63499999996825,0.6499999999675,14852.575741767883,247.54292902946472
nwpu,1280,8,0,3,2,0.63499999996825,0.6499999999675,14852.575741767883,247.54292902946472
nwpu,1280,8,0,3,3,0.55499999997225,0.5699999999715,14299.046903133392,238.31744838555653
nwpu,1280,8,0,3,3,0.55499999997225,0.5699999999715,14299.046903133392,238.31744838555653
nwpu,1280,8,0,4,1,0.499999999975,0.499999999975,20633.44286608696,343.89071443478264
nwpu,1280,8,0,4,1,0.499999999975,0.499999999975,20633.44286608696,343.89071443478264
nwpu,1280,8,0,4,2,0.71499999996425,0.71499999996425,19418.552178621292,323.64253631035484
nwpu,1280,8,0,4,2,0.71499999996425,0.71499999996425,19418.552178621292,323.64253631035484
nwpu,1280,8,0,4,3,0.69499999996525,0.69499999996525,18911.6969165802,315.19494860967
nwpu,1280,8,0,4,3,0.69499999996525,0.69499999996525,18911.6969165802,315.19494860967
nwpu,1280,9,0,3,1,0.559999999972,0.52499999997375,13402.862576007843,223.38104293346404
nwpu,1280,9,0,3,1,0.559999999972,0.52499999997375,13402.862576007843,223.38104293346404
nwpu,1280,9,0,3,2,0.6149999999692499,0.6099999999694999,12603.768618106842,210.0628103017807
nwpu,1280,9,0,3,2,0.6149999999692499,0.6099999999694999,12603.768618106842,210.0628103017807
nwpu,1280,9,0,3,3,0.4699999999765,0.48499999997575,11750.896083593369,195.84826805988948
nwpu,1280,9,0,3,3,0.4699999999765,0.48499999997575,11750.896083593369,195.84826805988948
nwpu,1280,9,0,4,1,0.499999999975,0.499999999975,15880.206995248795,264.6701165874799
nwpu,1280,9,0,4,1,0.499999999975,0.499999999975,15880.206995248795,264.6701165874799
nwpu,1280,9,0,4,2,0.66499999996675,0.66499999996675,15966.128620624542,266.10214367707573
nwpu,1280,9,0,4,2,0.66499999996675,0.66499999996675,15966.128620624542,266.10214367707573
nwpu,1280,9,0,4,3,0.7099999999644999,0.7099999999644999,16196.970532655716,269.9495088775953
nwpu,1280,9,0,4,3,0.7099999999644999,0.7099999999644999,16196.970532655716,269.9495088775953
nwpu,160,10,0,3,1,0.5062499999683594,0.4687499999707031,1638.6937367916107,27.31156227986018
nwpu,160,10,0,3,1,0.5062499999683594,0.4687499999707031,1638.6937367916107,27.31156227986018
nwpu,160,10,0,3,2,0.5374999999664062,0.49999999996875,1638.7050108909607,27.31175018151601
nwpu,160,10,0,3,2,0.5374999999664062,0.49999999996875,1638.7050108909607,27.31175018151601
nwpu,160,10,0,3,3,0.549999999965625,0.5312499999667969,1722.163372039795,28.702722867329914
