dataset,N,seed,p_err,non_equivariance,reps,val_acc,val_aug_acc,training_time,epoch_time
mnist,20,2,0,4,1,0.549999999725,0.549999999725,245.10847997665405,4.085141332944234
mnist,20,2,0,4,2,0.549999999725,0.549999999725,272.7985489368439,4.546642482280731
mnist,20,2,0,4,2,0.549999999725,0.549999999725,272.7985489368439,4.546642482280731
mnist,20,2,0,4,3,0.549999999725,0.549999999725,279.2841727733612,4.654736212889353
mnist,20,2,0,4,3,0.549999999725,0.549999999725,279.2841727733612,4.654736212889353
mnist,20,3,0,3,1,0.549999999725,0.549999999725,443.9882969856262,7.399804949760437
mnist,20,3,0,3,1,0.549999999725,0.549999999725,443.9882969856262,7.399804949760437
mnist,20,3,0,3,2,0.649999999675,0.649999999675,386.14801812171936,6.435800302028656
mnist,20,3,0,3,2,0.649999999675,0.649999999675,386.14801812171936,6.435800302028656
mnist,20,3,0,3,3,0.5999999997,0.5999999997,502.4548125267029,8.374246875445047
mnist,20,3,0,3,3,0.5999999997,0.5999999997,502.4548125267029,8.374246875445047
mnist,20,3,0,4,1,0.549999999725,0.549999999725,591.1341710090637,9.852236183484395
mnist,20,3,0,4,1,0.549999999725,0.549999999725,591.1341710090637,9.852236183484395
mnist,20,3,0,4,2,0.549999999725,0.549999999725,571.0048017501831,9.516746695836385
mnist,20,3,0,4,2,0.549999999725,0.549999999725,571.0048017501831,9.516746695836385
mnist,20,3,0,4,3,0.549999999725,0.549999999725,633.8320541381836,10.563867568969727
mnist,20,3,0,4,3,0.549999999725,0.549999999725,633.8320541381836,10.563867568969727
mnist,20,4,0,3,1,0.549999999725,0.549999999725,336.2625949382782,5.604376582304637
mnist,20,4,0,3,1,0.549999999725,0.549999999725,336.2625949382782,5.604376582304637
mnist,20,4,0,3,2,0.549999999725,0.549999999725,447.4937677383423,7.458229462305705
mnist,20,4,0,3,2,0.549999999725,0.549999999725,447.4937677383423,7.458229462305705
mnist,20,4,0,3,3,0.5999999997,0.549999999725,329.3665261268616,5.489442102114359
mnist,20,4,0,3,3,0.5999999997,0.549999999725,329.3665261268616,5.489442102114359
mnist,20,4,0,4,1,0.549999999725,0.549999999725,530.1623303890228,8.836038839817046
mnist,20,4,0,4,1,0.549999999725,0.549999999725,530.1623303890228,8.836038839817046
mnist,20,4,0,4,2,0.549999999725,0.549999999725,625.9062571525574,10.431770952542623
mnist,20,4,0,4,2,0.549999999725,0.549999999725,625.9062571525574,10.431770952542623
mnist,20,4,0,4,3,0.549999999725,0.549999999725,690.531681060791,11.508861351013184
mnist,20,4,0,4,3,0.549999999725,0.549999999725,690.531681060791,11.508861351013184
mnist,20,5,0,3,1,0.549999999725,0.549999999725,263.04410910606384,4.384068485101064
mnist,20,5,0,3,1,0.549999999725,0.549999999725,263.04410910606384,4.384068485101064
mnist,20,5,0,3,2,0.649999999675,0.649999999675,262.3885135650635,4.373141892751058
mnist,20,5,0,3,2,0.649999999675,0.649999999675,262.3885135650635,4.373141892751058
mnist,20,5,0,3,3,0.6999999996499999,0.6999999996499999,255.7881007194519,4.263135011990865
mnist,20,5,0,3,3,0.6999999996499999,0.6999999996499999,255.7881007194519,4.263135011990865
mnist,20,5,0,4,1,0.549999999725,0.549999999725,305.4482853412628,5.090804755687714
mnist,20,5,0,4,1,0.549999999725,0.549999999725,305.4482853412628,5.090804755687714
mnist,20,5,0,4,2,0.549999999725,0.549999999725,318.4250407218933,5.307084012031555
mnist,20,5,0,4,2,0.549999999725,0.549999999725,318.4250407218933,5.307084012031555
mnist,20,5,0,4,3,0.549999999725,0.549999999725,342.2447290420532,5.704078817367554
mnist,20,5,0,4,3,0.549999999725,0.549999999725,342.2447290420532,5.704078817367554
mnist,20,6,0,3,1,0.549999999725,0.549999999725,236.54357933998108,3.9423929889996847
mnist,20,6,0,3,1,0.549999999725,0.549999999725,236.54357933998108,3.9423929889996847
mnist,20,6,0,3,2,0.5999999997,0.549999999725,213.5367341041565,3.558945568402608
mnist,20,6,0,3,2,0.5999999997,0.549999999725,213.5367341041565,3.558945568402608
mnist,20,6,0,3,3,0.649999999675,0.6999999996499999,251.96788358688354,4.199464726448059
mnist,20,6,0,3,3,0.649999999675,0.6999999996499999,251.96788358688354,4.199464726448059
mnist,20,6,0,4,1,0.549999999725,0.549999999725,297.12193059921265,4.952032176653544
mnist,20,6,0,4,1,0.549999999725,0.549999999725,297.12193059921265,4.952032176653544
mnist,20,6,0,4,2,0.549999999725,0.549999999725,250.74668264389038,4.179111377398173
mnist,20,6,0,4,2,0.549999999725,0.549999999725,250.74668264389038,4.179111377398173
mnist,20,6,0,4,3,0.549999999725,0.549999999725,332.9713702201843,5.549522837003072
mnist,20,6,0,4,3,0.549999999725,0.549999999725,332.9713702201843,5.549522837003072
mnist,20,7,0,3,1,0.549999999725,0.549999999725,234.2508900165558,3.90418150027593
mnist,20,7,0,3,1,0.549999999725,0.549999999725,234.2508900165558,3.90418150027593
mnist,20,7,0,3,2,0.5999999997,0.5999999997,190.3362193107605,3.172270321846008
mnist,20,7,0,3,2,0.5999999997,0.5999999997,190.3362193107605,3.172270321846008
mnist,20,7,0,3,3,0.549999999725,0.549999999725,195.8009638786316,3.2633493979771933
mnist,20,7,0,3,3,0.549999999725,0.549999999725,195.8009638786316,3.2633493979771933
mnist,20,7,0,4,1,0.549999999725,0.549999999725,283.3393931388855,4.722323218981425
mnist,20,7,0,4,1,0.549999999725,0.549999999725,283.3393931388855,4.722323218981425
mnist,20,7,0,4,2,0.549999999725,0.549999999725,253.57016396522522,4.22616939942042
mnist,20,7,0,4,2,0.549999999725,0.549999999725,253.57016396522522,4.22616939942042
mnist,20,7,0,4,3,0.549999999725,0.549999999725,298.0522484779358,4.967537474632263
mnist,20,7,0,4,3,0.549999999725,0.549999999725,298.0522484779358,4.967537474632263
mnist,20,8,0,3,1,0.549999999725,0.549999999725,224.38661098480225,3.739776849746704
mnist,20,8,0,3,1,0.549999999725,0.549999999725,224.38661098480225,3.739776849746704
mnist,20,8,0,3,2,0.549999999725,0.549999999725,265.60546374320984,4.426757729053497
mnist,20,8,0,3,2,0.549999999725,0.549999999725,265.60546374320984,4.426757729053497
mnist,20,8,0,3,3,0.749999999625,0.6999999996499999,238.88872385025024,3.981478730837504
mnist,20,8,0,3,3,0.749999999625,0.6999999996499999,238.88872385025024,3.981478730837504
mnist,20,8,0,4,1,0.549999999725,0.549999999725,294.10867285728455,4.901811214288076
mnist,20,8,0,4,1,0.549999999725,0.549999999725,294.10867285728455,4.901811214288076
mnist,20,8,0,4,2,0.549999999725,0.549999999725,330.5780119895935,5.509633533159891
mnist,20,8,0,4,2,0.549999999725,0.549999999725,330.5780119895935,5.509633533159891
mnist,20,8,0,4,3,0.549999999725,0.549999999725,322.0138170719147,5.366896951198578
mnist,20,8,0,4,3,0.549999999725,0.549999999725,322.0138170719147,5.366896951198578
mnist,20,9,0,3,1,0.549999999725,0.549999999725,187.82193040847778,3.130365506807963
mnist,20,9,0,3,1,0.549999999725,0.549999999725,187.82193040847778,3.130365506807963
mnist,20,9,0,3,2,0.649999999675,0.649999999675,239.33496379852295,3.9889160633087157
mnist,20,9,0,3,2,0.649999999675,0.649999999675,239.33496379852295,3.9889160633087157
mnist,20,9,0,3,3,0.8499999995749999,0.6999999996499999,190.94284391403198,3.182380731900533
mnist,20,9,0,3,3,0.8499999995749999,0.6999999996499999,190.94284391403198,3.182380731900533
mnist,20,9,0,4,1,0.549999999725,0.549999999725,313.7041108608246,5.22840184768041
mnist,20,9,0,4,1,0.549999999725,0.549999999725,313.7041108608246,5.22840184768041
mnist,20,9,0,4,2,0.549999999725,0.549999999725,312.3642704486847,5.2060711741447445
mnist,20,9,0,4,2,0.549999999725,0.549999999725,312.3642704486847,5.2060711741447445
mnist,20,9,0,4,3,0.549999999725,0.549999999725,326.62620854377747,5.443770142396291
mnist,20,9,0,4,3,0.549999999725,0.549999999725,326.62620854377747,5.443770142396291
mnist,2560,10,0,3,1,0.9573293172642705,0.8042168674658423,22446.401309013367,374.1066884835561
mnist,2560,10,0,3,1,0.9573293172642705,0.8042168674658423,22446.401309013367,374.1066884835561
mnist,2560,10,0,3,2,0.9066265060195451,0.7791164658595426,25695.497391223907,428.2582898537318
mnist,2560,10,0,3,2,0.9066265060195451,0.7791164658595426,25695.497391223907,428.2582898537318
mnist,2560,10,0,3,3,0.9708835341316723,0.8062248995943463,25069.625673532486,417.82709455887476
mnist,2560,10,0,3,3,0.9708835341316723,0.8062248995943463,25069.625673532486,417.82709455887476
mnist,2560,10,0,4,1,0.585843373491035,0.585843373491035,33527.03533744812,558.783922290802
mnist,2560,10,0,4,1,0.585843373491035,0.585843373491035,33527.03533744812,558.783922290802
mnist,2560,10,0,4,2,0.8805220883489934,0.8805220883489934,37328.084738731384,622.134745645523
mnist,2560,10,0,4,2,0.8805220883489934,0.8805220883489934,37328.084738731384,622.134745645523
mnist,2560,10,0,4,3,0.8689759036100956,0.8689759036100956,37136.09004402161,618.9348340670268
mnist,2560,10,0,4,3,0.8689759036100956,0.8689759036100956,37136.09004402161,618.9348340670268
mnist,2560,1,0,3,1,0.9573293172642705,0.8042168674658423,25177.17137813568,419.61952296892804
mnist,2560,1,0,3,1,0.9573293172642705,0.8042168674658423,25177.17137813568,419.61952296892804
mnist,2560,1,0,3,2,0.9553212851357665,0.7570281124459989,27405.41593694687,456.7569322824478
mnist,2560,1,0,3,2,0.9553212851357665,0.7570281124459989,27405.41593694687,456.7569322824478
mnist,2560,1,0,3,3,0.9563253012000185,0.7971887550160784,24083.164288520813,401.3860714753469
mnist,2560,1,0,3,3,0.9563253012000185,0.7971887550160784,24083.164288520813,401.3860714753469
mnist,2560,1,0,4,1,0.585843373491035,0.585843373491035,33523.5572013855,558.725953356425
mnist,2560,1,0,4,1,0.585843373491035,0.585843373491035,33523.5572013855,558.725953356425
mnist,2560,1,0,4,2,0.8805220883489934,0.8805220883489934,35702.16370129585,595.0360616882642
mnist,2560,1,0,4,2,0.8805220883489934,0.8805220883489934,35702.16370129585,595.0360616882642
mnist,2560,1,0,4,3,0.8529116465820638,0.8529116465820638,38656.14125299454,644.2690208832423
mnist,2560,1,0,4,3,0.8529116465820638,0.8529116465820638,38656.14125299454,644.2690208832423
mnist,2560,2,0,3,1,0.9573293172642705,0.8042168674658423,25838.0423913002,430.6340398550034
mnist,2560,2,0,3,1,0.9573293172642705,0.8042168674658423,25838.0423913002,430.6340398550034
mnist,2560,2,0,3,2,0.7590361445745029,0.6470883534104063,26519.78222680092,441.99637044668196
mnist,2560,2,0,3,2,0.7590361445745029,0.6470883534104063,26519.78222680092,441.99637044668196
mnist,2560,2,0,3,3,0.9568273092321445,0.7971887550160784,25280.588267326355,421.3431377887726
mnist,2560,2,0,3,3,0.9568273092321445,0.7971887550160784,25280.588267326355,421.3431377887726
mnist,2560,2,0,4,1,0.585843373491035,0.585843373491035,33930.09086036682,565.501514339447
mnist,2560,2,0,4,1,0.585843373491035,0.585843373491035,33930.09086036682,565.501514339447
mnist,2560,2,0,4,2,0.8805220883489934,0.8805220883489934,35073.523826122284,584.5587304353714
mnist,2560,2,0,4,2,0.8805220883489934,0.8805220883489934,35073.523826122284,584.5587304353714
mnist,2560,2,0,4,3,0.8815261044132454,0.8815261044132454,37247.905980587006,620.7984330097835
mnist,2560,2,0,4,3,0.8815261044132454,0.8815261044132454,37247.905980587006,620.7984330097835
mnist,2560,3,0,3,1,0.9573293172642705,0.8042168674658423,29929.20650601387,498.8201084335645
mnist,2560,3,0,3,1,0.9573293172642705,0.8042168674658423,29929.20650601387,498.8201084335645
mnist,2560,3,0,3,2,0.7590361445745029,0.6470883534104063,23945.44023323059,399.09067055384315
mnist,2560,3,0,3,2,0.7590361445745029,0.6470883534104063,23945.44023323059,399.09067055384315
mnist,2560,3,0,3,3,0.9708835341316723,0.8062248995943463,23564.980690717697,392.7496781786283
mnist,2560,3,0,3,3,0.9708835341316723,0.8062248995943463,23564.980690717697,392.7496781786283
mnist,2560,3,0,4,1,0.585843373491035,0.585843373491035,34159.860694885254,569.3310115814209
mnist,2560,3,0,4,1,0.585843373491035,0.585843373491035,34159.860694885254,569.3310115814209
mnist,2560,3,0,4,2,0.8805220883489934,0.8805220883489934,34088.42663812637,568.1404439687728
mnist,2560,3,0,4,2,0.8805220883489934,0.8805220883489934,34088.42663812637,568.1404439687728
mnist,2560,3,0,4,3,0.7143574297152894,0.7143574297152894,37347.82725954056,622.4637876590093
mnist,2560,3,0,4,3,0.7143574297152894,0.7143574297152894,37347.82725954056,622.4637876590093
mnist,2560,4,0,3,1,0.9573293172642705,0.8042168674658423,23217.528767347336,386.95881278912225
mnist,2560,4,0,3,1,0.9573293172642705,0.8042168674658423,23217.528767347336,386.95881278912225
mnist,2560,4,0,3,2,0.9553212851357665,0.7570281124459989,23416.63294649124,390.277215774854
mnist,2560,4,0,3,2,0.9553212851357665,0.7570281124459989,23416.63294649124,390.277215774854
mnist,2560,4,0,3,3,0.9708835341316723,0.8062248995943463,24136.00923871994,402.26682064533236
mnist,2560,4,0,3,3,0.9708835341316723,0.8062248995943463,24136.00923871994,402.26682064533236
mnist,2560,4,0,4,1,0.585843373491035,0.585843373491035,36298.47315979004,604.9745526631673
mnist,2560,4,0,4,1,0.585843373491035,0.585843373491035,36298.47315979004,604.9745526631673
mnist,2560,4,0,4,2,0.9046184738910411,0.9046184738910411,35307.430027484894,588.4571671247483
mnist,2560,4,0,4,2,0.9046184738910411,0.9046184738910411,35307.430027484894,588.4571671247483
mnist,2560,4,0,4,3,0.8739959839313555,0.8739959839313555,44018.50675034523,733.6417791724205
mnist,2560,4,0,4,3,0.8739959839313555,0.8739959839313555,44018.50675034523,733.6417791724205
mnist,2560,5,0,3,1,0.9573293172642705,0.8042168674658423,27776.84804558754,462.947467426459
mnist,2560,5,0,3,1,0.9573293172642705,0.8042168674658423,27776.84804558754,462.947467426459
mnist,2560,5,0,3,2,0.9553212851357665,0.7570281124459989,25142.861406087875,419.0476901014646
mnist,2560,5,0,3,2,0.9553212851357665,0.7570281124459989,25142.861406087875,419.0476901014646
mnist,2560,5,0,3,3,0.9708835341316723,0.8062248995943463,27765.318150043488,462.7553025007248
mnist,2560,5,0,3,3,0.9708835341316723,0.8062248995943463,27765.318150043488,462.7553025007248
mnist,2560,5,0,4,1,0.585843373491035,0.585843373491035,32976.55816888809,549.6093028148015
mnist,2560,5,0,4,1,0.585843373491035,0.585843373491035,32976.55816888809,549.6093028148015
mnist,2560,5,0,4,2,0.9046184738910411,0.9046184738910411,39028.085270404816,650.4680878400802
mnist,2560,5,0,4,2,0.9046184738910411,0.9046184738910411,39028.085270404816,650.4680878400802
mnist,2560,5,0,4,3,0.8739959839313555,0.8739959839313555,48253.42000603676,804.2236667672793
mnist,2560,5,0,4,3,0.8739959839313555,0.8739959839313555,48253.42000603676,804.2236667672793
mnist,2560,6,0,3,1,0.9573293172642705,0.8042168674658423,35104.075052022934,585.0679175337156
mnist,2560,6,0,3,1,0.9573293172642705,0.8042168674658423,35104.075052022934,585.0679175337156
mnist,2560,6,0,3,2,0.9553212851357665,0.7570281124459989,24361.21195244789,406.0201992074648
mnist,2560,6,0,3,2,0.9553212851357665,0.7570281124459989,24361.21195244789,406.0201992074648
mnist,2560,6,0,3,3,0.9708835341316723,0.8062248995943463,24508.953226804733,408.4825537800789
mnist,2560,6,0,3,3,0.9708835341316723,0.8062248995943463,24508.953226804733,408.4825537800789
mnist,2560,6,0,4,1,0.585843373491035,0.585843373491035,33633.11444759369,560.5519074598948
mnist,2560,6,0,4,1,0.585843373491035,0.585843373491035,33633.11444759369,560.5519074598948
mnist,2560,6,0,4,2,0.8810240963811194,0.8810240963811194,35934.09996151924,598.9016660253207
mnist,2560,6,0,4,2,0.8810240963811194,0.8810240963811194,35934.09996151924,598.9016660253207
mnist,2560,6,0,4,3,0.8644578313209617,0.8644578313209617,37947.89620637894,632.4649367729822
mnist,2560,6,0,4,3,0.8644578313209617,0.8644578313209617,37947.89620637894,632.4649367729822
mnist,2560,7,0,3,1,0.9573293172642705,0.8042168674658423,23800.35919237137,396.67265320618947
mnist,2560,7,0,3,1,0.9573293172642705,0.8042168674658423,23800.35919237137,396.67265320618947
mnist,2560,7,0,3,2,0.9553212851357665,0.7570281124459989,27365.67128920555,456.09452148675916
mnist,2560,7,0,3,2,0.9553212851357665,0.7570281124459989,27365.67128920555,456.09452148675916
mnist,2560,7,0,3,3,0.9769076305171842,0.8182730923653702,25389.565875530243,423.1594312588374
mnist,2560,7,0,3,3,0.9769076305171842,0.8182730923653702,25389.565875530243,423.1594312588374
mnist,2560,7,0,4,1,0.585843373491035,0.585843373491035,34538.66723203659,575.6444538672765
mnist,2560,7,0,4,1,0.585843373491035,0.585843373491035,34538.66723203659,575.6444538672765
mnist,2560,7,0,4,2,0.8800200803168674,0.8800200803168674,35283.92789101601,588.0654648502667
mnist,2560,7,0,4,2,0.8800200803168674,0.8800200803168674,35283.92789101601,588.0654648502667
mnist,2560,7,0,4,3,0.8815261044132454,0.8815261044132454,42159.89021611214,702.6648369352023
mnist,2560,7,0,4,3,0.8815261044132454,0.8815261044132454,42159.89021611214,702.6648369352023
mnist,2560,8,0,3,1,0.9573293172642705,0.8042168674658423,23001.477318286896,383.35795530478157
mnist,2560,8,0,3,1,0.9573293172642705,0.8042168674658423,23001.477318286896,383.35795530478157
mnist,2560,8,0,3,2,0.9553212851357665,0.7570281124459989,24200.79333639145,403.34655560652413
mnist,2560,8,0,3,2,0.9553212851357665,0.7570281124459989,24200.79333639145,403.34655560652413
mnist,2560,8,0,3,3,0.9563253012000185,0.7971887550160784,28134.352790117264,468.90587983528775
mnist,2560,8,0,3,3,0.9563253012000185,0.7971887550160784,28134.352790117264,468.90587983528775
mnist,2560,8,0,4,1,0.585843373491035,0.585843373491035,36180.48465394974,603.008077565829
mnist,2560,8,0,4,1,0.585843373491035,0.585843373491035,36180.48465394974,603.008077565829
mnist,2560,8,0,4,2,0.8810240963811194,0.8810240963811194,37871.54595351219,631.1924325585366
mnist,2560,8,0,4,2,0.8810240963811194,0.8810240963811194,37871.54595351219,631.1924325585366
mnist,2560,8,0,4,3,0.8739959839313555,0.8739959839313555,36937.29450106621,615.6215750177702
mnist,2560,8,0,4,3,0.8739959839313555,0.8739959839313555,36937.29450106621,615.6215750177702
mnist,2560,9,0,3,1,0.9623493975855304,0.7821285140522986,25938.441591262817,432.3073598543803
mnist,2560,9,0,3,1,0.9623493975855304,0.7821285140522986,25938.441591262817,432.3073598543803
mnist,2560,9,0,3,2,0.9553212851357665,0.7570281124459989,26091.340678930283,434.85567798217136
mnist,2560,9,0,3,2,0.9553212851357665,0.7570281124459989,26091.340678930283,434.85567798217136
mnist,2560,9,0,3,3,0.9708835341316723,0.8062248995943463,23598.269971609116,393.3044995268186
mnist,2560,9,0,3,3,0.9708835341316723,0.8062248995943463,23598.269971609116,393.3044995268186
mnist,2560,9,0,4,1,0.585843373491035,0.585843373491035,30612.768296718597,510.21280494531
mnist,2560,9,0,4,1,0.585843373491035,0.585843373491035,30612.768296718597,510.21280494531
mnist,2560,9,0,4,2,0.8805220883489934,0.8805220883489934,38411.20130109787,640.1866883516311
mnist,2560,9,0,4,2,0.8805220883489934,0.8805220883489934,38411.20130109787,640.1866883516311
mnist,2560,9,0,4,3,0.8082329317228503,0.8082329317228503,40771.029645204544,679.517160753409
mnist,2560,9,0,4,3,0.8082329317228503,0.8082329317228503,40771.029645204544,679.517160753409
mnist,320,10,0,3,1,0.9406249999706054,0.809374999974707,3254.6038851737976,54.24339808622996
mnist,320,10,0,3,1,0.9406249999706054,0.809374999974707,3254.6038851737976,54.24339808622996
mnist,320,10,0,3,2,0.9374999999707031,0.809374999974707,2820.765708208084,47.01276180346807
mnist,320,10,0,3,2,0.9374999999707031,0.809374999974707,2820.765708208084,47.01276180346807
mnist,320,10,0,3,3,0.9624999999699219,0.8312499999740234,2883.304321050644,48.05507201751073
mnist,320,10,0,3,3,0.9624999999699219,0.8312499999740234,2883.304321050644,48.05507201751073
mnist,320,10,0,4,1,0.5749999999820312,0.5749999999820312,3610.0305886268616,60.16717647711436
mnist,320,10,0,4,1,0.5749999999820312,0.5749999999820312,3610.0305886268616,60.16717647711436
mnist,320,10,0,4,2,0.818749999974414,0.818749999974414,3865.552337408066,64.42587229013444
mnist,320,10,0,4,2,0.818749999974414,0.818749999974414,3865.552337408066,64.42587229013444
mnist,320,10,0,4,3,0.8156249999745117,0.8156249999745117,3809.2380130290985,63.48730021715164
mnist,320,10,0,4,3,0.8156249999745117,0.8156249999745117,3809.2380130290985,63.48730021715164
mnist,320,1,0,3,1,0.9406249999706054,0.809374999974707,3004.946347951889,50.08243913253148
mnist,320,1,0,3,1,0.9406249999706054,0.809374999974707,3004.946347951889,50.08243913253148
mnist,320,1,0,3,2,0.9437499999705078,0.7593749999762696,3048.8301265239716,50.81383544206619
mnist,320,1,0,3,2,0.9437499999705078,0.7593749999762696,3048.8301265239716,50.81383544206619
mnist,320,1,0,3,3,0.9656249999698242,0.8312499999740234,3337.158402442932,55.6193067073822
mnist,320,1,0,3,3,0.9656249999698242,0.8312499999740234,3337.158402442932,55.6193067073822
mnist,320,1,0,4,1,0.5749999999820312,0.5749999999820312,4293.531506538391,71.55885844230652
mnist,320,1,0,4,1,0.5749999999820312,0.5749999999820312,4293.531506538391,71.55885844230652
mnist,320,1,0,4,2,0.818749999974414,0.818749999974414,4556.755003452301,75.94591672420502
mnist,320,1,0,4,2,0.818749999974414,0.818749999974414,4556.755003452301,75.94591672420502
mnist,320,1,0,4,3,0.8156249999745117,0.8156249999745117,4836.03963136673,80.60066052277882
mnist,320,1,0,4,3,0.8156249999745117,0.8156249999745117,4836.03963136673,80.60066052277882
mnist,320,2,0,3,1,0.9406249999706054,0.809374999974707,3069.891333580017,51.164855559666954
mnist,320,2,0,3,1,0.9406249999706054,0.809374999974707,3069.891333580017,51.164855559666954
mnist,320,2,0,3,2,0.9406249999706054,0.8124999999746093,3270.7397985458374,54.512329975763954
mnist,320,2,0,3,2,0.9406249999706054,0.8124999999746093,3270.7397985458374,54.512329975763954
mnist,320,2,0,3,3,0.9593749999700195,0.818749999974414,3373.3544640541077,56.22257440090179
mnist,320,2,0,3,3,0.9593749999700195,0.818749999974414,3373.3544640541077,56.22257440090179
mnist,320,2,0,4,1,0.5749999999820312,0.5749999999820312,4002.7067461013794,66.71177910168966
mnist,320,2,0,4,1,0.5749999999820312,0.5749999999820312,4002.7067461013794,66.71177910168966
mnist,320,2,0,4,2,0.8374999999738281,0.8374999999738281,4825.09184718132,80.418197453022
mnist,320,2,0,4,2,0.8374999999738281,0.8374999999738281,4825.09184718132,80.418197453022
mnist,320,2,0,4,3,0.8499999999734374,0.8499999999734374,5871.7643122673035,97.86273853778839
mnist,320,2,0,4,3,0.8499999999734374,0.8499999999734374,5871.7643122673035,97.86273853778839
mnist,320,3,0,3,1,0.9406249999706054,0.809374999974707,7391.524049520493,123.1920674920082
mnist,320,3,0,3,1,0.9406249999706054,0.809374999974707,7391.524049520493,123.1920674920082
mnist,320,3,0,3,2,0.9437499999705078,0.7624999999761719,7621.409036159515,127.02348393599192
mnist,320,3,0,3,2,0.9437499999705078,0.7624999999761719,7621.409036159515,127.02348393599192
mnist,320,3,0,3,3,0.9593749999700195,0.818749999974414,7128.378909826279,118.80631516377132
mnist,320,3,0,3,3,0.9593749999700195,0.818749999974414,7128.378909826279,118.80631516377132
mnist,320,3,0,4,1,0.5749999999820312,0.5749999999820312,9907.881645441055,165.13136075735093
mnist,320,3,0,4,1,0.5749999999820312,0.5749999999820312,9907.881645441055,165.13136075735093
mnist,320,3,0,4,2,0.8218749999743163,0.8218749999743163,9414.786640644073,156.91311067740122
mnist,320,3,0,4,2,0.8218749999743163,0.8218749999743163,9414.786640644073,156.91311067740122
mnist,320,3,0,4,3,0.6156249999807617,0.6156249999807617,10049.065238237381,167.48442063728967
mnist,320,3,0,4,3,0.6156249999807617,0.6156249999807617,10049.065238237381,167.48442063728967
mnist,320,4,0,3,1,0.9406249999706054,0.809374999974707,7266.883080482483,121.11471800804138
mnist,320,4,0,3,1,0.9406249999706054,0.809374999974707,7266.883080482483,121.11471800804138
mnist,320,4,0,3,2,0.9374999999707031,0.809374999974707,6710.237905025482,111.83729841709138
mnist,320,4,0,3,2,0.9374999999707031,0.809374999974707,6710.237905025482,111.83729841709138
mnist,320,4,0,3,3,0.9531249999702148,0.8218749999743163,7100.174740314484,118.33624567190806
mnist,320,4,0,3,3,0.9531249999702148,0.8218749999743163,7100.174740314484,118.33624567190806
mnist,320,5,0,3,1,0.9406249999706054,0.809374999974707,3114.9342505931854,51.915570843219754
mnist,320,5,0,3,1,0.9406249999706054,0.809374999974707,3114.9342505931854,51.915570843219754
mnist,320,5,0,3,2,0.9437499999705078,0.7593749999762696,3155.613226413727,52.593553773562114
mnist,320,5,0,3,2,0.9437499999705078,0.7593749999762696,3155.613226413727,52.593553773562114
mnist,320,5,0,3,3,0.9531249999702148,0.8218749999743163,3102.773766517639,51.71289610862732
mnist,320,5,0,3,3,0.9531249999702148,0.8218749999743163,3102.773766517639,51.71289610862732
mnist,320,5,0,4,1,0.5687499999822265,0.5687499999822265,4403.64159321785,73.39402655363082
mnist,320,5,0,4,1,0.5687499999822265,0.5687499999822265,4403.64159321785,73.39402655363082
mnist,320,5,0,4,2,0.818749999974414,0.818749999974414,4548.993169784546,75.81655282974243
mnist,320,5,0,4,2,0.818749999974414,0.818749999974414,4548.993169784546,75.81655282974243
mnist,320,5,0,4,3,0.7437499999767578,0.7437499999767578,4689.988255977631,78.16647093296051
mnist,320,5,0,4,3,0.7437499999767578,0.7437499999767578,4689.988255977631,78.16647093296051
mnist,320,6,0,3,1,0.9406249999706054,0.809374999974707,3521.977457046509,58.69962428410848
mnist,320,6,0,3,1,0.9406249999706054,0.809374999974707,3521.977457046509,58.69962428410848
mnist,320,6,0,3,2,0.9406249999706054,0.809374999974707,3136.4204518795013,52.27367419799169
mnist,320,6,0,3,2,0.9406249999706054,0.809374999974707,3136.4204518795013,52.27367419799169
mnist,320,6,0,3,3,0.9531249999702148,0.8249999999742187,3528.241630792618,58.80402717987696
mnist,320,6,0,3,3,0.9531249999702148,0.8249999999742187,3528.241630792618,58.80402717987696
mnist,320,6,0,4,1,0.5749999999820312,0.5749999999820312,4263.0773339271545,71.05128889878591
mnist,320,6,0,4,1,0.5749999999820312,0.5749999999820312,4263.0773339271545,71.05128889878591
mnist,320,6,0,4,2,0.8218749999743163,0.8218749999743163,4874.590079069138,81.24316798448562
mnist,320,6,0,4,2,0.8218749999743163,0.8218749999743163,4874.590079069138,81.24316798448562
mnist,320,6,0,4,3,0.818749999974414,0.818749999974414,4842.325264215469,80.70542107025783
mnist,320,6,0,4,3,0.818749999974414,0.818749999974414,4842.325264215469,80.70542107025783
mnist,320,7,0,3,1,0.9406249999706054,0.809374999974707,3512.244854450226,58.537414240837094
mnist,320,7,0,3,1,0.9406249999706054,0.809374999974707,3512.244854450226,58.537414240837094
mnist,320,7,0,3,2,0.9437499999705078,0.7593749999762696,3097.03724360466,51.617287393411
mnist,320,7,0,3,2,0.9437499999705078,0.7593749999762696,3097.03724360466,51.617287393411
mnist,320,7,0,3,3,0.9687499999697265,0.8312499999740234,3024.861743450165,50.41436239083608
mnist,320,7,0,3,3,0.9687499999697265,0.8312499999740234,3024.861743450165,50.41436239083608
mnist,320,7,0,4,1,0.5749999999820312,0.5749999999820312,4498.502132892609,74.97503554821014
mnist,320,7,0,4,1,0.5749999999820312,0.5749999999820312,4498.502132892609,74.97503554821014
mnist,320,7,0,4,2,0.8249999999742187,0.8249999999742187,4744.472172498703,79.07453620831171
