dataset,N,seed,p_err,non_equivariance,val_acc,val_aug_acc,training_time,epoch_time
nwpu,1280,2,0,3,0.659999999967,0.659999999967,14452.64801979065,180.65810024738312
mnist,160,3,0,3,0.8624999999460937,0.7124999999554688,2308.0425384044647,28.85053173005581
eurosat,160,3,0,3,0.5374999999664062,0.5249999999671875,2296.113124847412,28.70141406059265
nwpu,160,3,0,4,0.5562499999652344,0.5562499999652344,2534.6077058315277,31.682596322894096
mnist,1280,2,0,3,0.959374999992505,0.7914062499938173,15277.13646531105,190.96420581638813
mnist,160,3,0,4,0.5124999999679687,0.5124999999679687,2920.5925011634827,36.50740626454353
mnist,1280,2,0,3,0.7234374999943483,0.611718749995221,14902.578293085098,186.28222866356373
eurosat,1280,2,0,3,0.48666666666261116,0.48583333332928474,15010.065464019775,187.6258183002472
eurosat,160,3,0,4,0.4749999999703125,0.4749999999703125,2864.692014694214,35.80865018367767
mnist,160,3,0,4,0.5249999999671875,0.5249999999671875,2499.83678150177,31.247959768772127
eurosat,160,3,0,4,0.49999999996875,0.49999999996875,2528.415107727051,31.605188846588135
eurosat,1280,2,0,3,0.4824999999959792,0.48166666666265284,15165.373130559921,189.56716413199902
nwpu,160,3,0,4,0.5562499999652344,0.5562499999652344,2700.541694164276,33.75677117705345
eurosat,160,3,0,4,0.4749999999703125,0.4749999999703125,2719.1726908683777,33.989658635854724
mnist,160,3,0,4,0.5437499999660156,0.5437499999660156,3123.865445613861,39.048318070173266
nwpu,160,3,0,4,0.5562499999652344,0.5562499999652344,3212.573388338089,40.15716735422611
nwpu,1280,2,0,3,0.6149999999692499,0.6099999999694999,15619.56246471405,195.24453080892562
nwpu,320,3,0,3,0.59499999997025,0.6149999999692499,3618.321309328079,45.22901636660099
mnist,320,3,0,3,0.9499999999703125,0.818749999974414,3759.590941429138,46.99488676786423
eurosat,320,3,0,3,0.4656249999854492,0.46249999998554686,3977.451117515564,49.71813896894455
nwpu,320,3,0,3,0.6099999999694999,0.59499999997025,3867.8826129436493,48.348532661795616
eurosat,1280,2,0,3,0.499166666662507,0.4924999999958959,16201.615994215012,202.52019992768766
mnist,320,3,0,3,0.9249999999710937,0.7468749999766602,4496.675179719925,56.20843974649906
eurosat,320,3,0,3,0.4156249999870117,0.3843749999879883,3855.1433074474335,48.18929134309292
mnist,1280,2,0,3,0.9609374999924928,0.8093749999936768,17226.50790333748,215.33134879171848
eurosat,320,3,0,3,0.5531249999827148,0.5499999999828125,4406.988578081131,55.087357226014134
mnist,320,3,0,3,0.9624999999699219,0.8218749999743163,4368.260976791382,54.60326220989227
nwpu,320,3,0,3,0.59499999997025,0.57499999997125,4582.802819013596,57.285035237669945
eurosat,320,3,0,4,0.4499999999859375,0.4499999999859375,4627.731274604797,57.846640932559964
mnist,320,3,0,4,0.5937499999814453,0.5937499999814453,5207.14307975769,65.08928849697114
nwpu,320,3,0,4,0.6749999999662499,0.6749999999662499,5667.577799320221,70.84472249150276
nwpu,320,3,0,4,0.699999999965,0.699999999965,5349.276325702667,66.86595407128334
mnist,320,3,0,4,0.8468749999735351,0.8468749999735351,5662.900713443756,70.78625891804695
eurosat,320,3,0,4,0.5499999999828125,0.5499999999828125,5693.238294839859,71.16547868549824
nwpu,1280,2,0,4,0.7049999999647499,0.7049999999647499,19080.14182806015,238.50177285075188
mnist,320,3,0,4,0.6312499999802734,0.6312499999802734,5964.202442884445,74.55253053605557
nwpu,320,3,0,4,0.7049999999647499,0.7049999999647499,5893.857803821564,73.67322254776954
eurosat,320,3,0,4,0.4499999999859375,0.4499999999859375,6331.99960231781,79.14999502897263
eurosat,1280,2,0,4,0.5233333333289722,0.5233333333289722,20028.563178539276,250.35703973174094
mnist,1280,2,0,4,0.6156249999951905,0.6156249999951905,20970.664315462112,262.1333039432764
mnist,640,3,0,3,0.9562499999850586,0.7749999999878906,7145.2884838581085,89.31610604822636
eurosat,640,3,0,3,0.5124999999919921,0.5140624999919677,7013.554497718811,87.66943122148514
nwpu,640,3,0,3,0.6149999999692499,0.65499999996725,7427.601494312286,92.84501867890359
nwpu,1280,2,0,4,0.65499999996725,0.65499999996725,21973.8127682209,274.67265960276126
mnist,1280,2,0,4,0.8921874999930298,0.8921874999930298,22427.478222370148,280.3434777796268
nwpu,640,3,0,3,0.6749999999662499,0.69499999996525,7644.163976430893,95.55204970538617
nwpu,1280,2,0,4,0.68499999996575,0.68499999996575,22809.224342107773,285.11530427634716
eurosat,1280,2,0,4,0.479999999996,0.479999999996,22681.885618925095,283.52357023656367
eurosat,640,3,0,3,0.599999999990625,0.581249999990918,7639.036092758179,95.48795115947723
eurosat,640,3,0,3,0.5062499999920899,0.49843749999221193,7300.661471605301,91.25826839506627
nwpu,640,3,0,3,0.5899999999705,0.59499999997025,7705.084511756897,96.31355639696122
mnist,640,3,0,3,0.6468749999898926,0.5624999999912109,8308.986804962158,103.86233506202697
mnist,1280,2,0,4,0.9132812499928651,0.9132812499928651,23406.415905714035,292.5801988214254
mnist,20,4,0,3,0.5999999997,0.549999999725,264.28006887435913,3.303500860929489
mnist,640,3,0,3,0.9796874999846924,0.8062499999874023,8761.77035498619,109.52212943732738
nwpu,20,4,0,3,0.49999999975,0.449999999775,255.40961289405823,3.1926201611757277
eurosat,20,4,0,3,0.3999999998,0.3999999998,281.4228558540344,3.5177856981754303
mnist,20,4,0,3,0.5999999997,0.5999999997,266.4966251850128,3.33120781481266
nwpu,20,4,0,3,0.449999999775,0.249999999875,285.9239706993103,3.574049633741379
eurosat,1280,2,0,4,0.6599999999945001,0.6599999999945001,24057.314207553864,300.7164275944233
eurosat,20,4,0,3,0.3999999998,0.3999999998,255.7672336101532,3.197090420126915
nwpu,20,4,0,3,0.649999999675,0.5999999997,247.22974467277527,3.090371808409691
mnist,20,4,0,3,0.649999999675,0.5999999997,287.6470947265625,3.5955886840820312
eurosat,20,4,0,3,0.3999999998,0.3999999998,258.51420974731445,3.231427621841431
mnist,20,4,0,4,0.549999999725,0.549999999725,327.42383432388306,4.092797929048539
nwpu,20,4,0,4,0.3999999998,0.3999999998,359.83032155036926,4.497879019379615
eurosat,20,4,0,4,0.3999999998,0.3999999998,331.51285791397095,4.143910723924637
mnist,20,4,0,4,0.549999999725,0.549999999725,333.74843883514404,4.1718554854393
nwpu,20,4,0,4,0.49999999975,0.49999999975,377.64604353904724,4.72057554423809
eurosat,20,4,0,4,0.3999999998,0.3999999998,353.53242444992065,4.419155305624008
mnist,20,4,0,4,0.549999999725,0.549999999725,385.6239712238312,4.82029964029789
eurosat,20,4,0,4,0.3999999998,0.3999999998,369.47493147850037,4.618436643481255
nwpu,20,4,0,4,0.449999999775,0.449999999775,398.2085635662079,4.977607044577598
mnist,40,4,0,3,0.499999999875,0.499999999875,564.3984265327454,7.054980331659317
nwpu,40,4,0,3,0.37499999990625,0.37499999990625,553.8906178474426,6.923632723093033
eurosat,40,4,0,3,0.499999999875,0.499999999875,568.3254971504211,7.104068714380264
eurosat,640,3,0,4,0.5218749999918457,0.5218749999918457,10766.406578302383,134.5800822287798
mnist,40,4,0,3,0.52499999986875,0.52499999986875,563.6578345298767,7.045722931623459
nwpu,40,4,0,3,0.37499999990625,0.37499999990625,558.1075851917267,6.976344814896583
nwpu,640,3,0,4,0.6099999999694999,0.6099999999694999,11515.628264188766,143.9453533023596
eurosat,40,4,0,3,0.499999999875,0.499999999875,575.3824326992035,7.192280408740044
mnist,40,4,0,3,0.92499999976875,0.8499999997875,527.9138295650482,6.598922869563102
mnist,640,3,0,4,0.9046874999858643,0.9046874999858643,10710.360953569412,133.87951191961764
nwpu,640,3,0,4,0.7049999999647499,0.7049999999647499,10888.848437070847,136.11060546338558
nwpu,40,4,0,3,0.37499999990625,0.37499999990625,556.3058505058289,6.953823131322861
eurosat,40,4,0,3,0.499999999875,0.499999999875,560.9575004577637,7.011968755722046
mnist,640,3,0,4,0.618749999990332,0.618749999990332,12077.495714902878,150.96869643628597
mnist,40,4,0,4,0.499999999875,0.499999999875,686.4158334732056,8.58019791841507
nwpu,40,4,0,4,0.37499999990625,0.37499999990625,725.9539759159088,9.07442469894886
mnist,40,4,0,4,0.499999999875,0.499999999875,609.9180018901825,7.623975023627281
eurosat,40,4,0,4,0.499999999875,0.499999999875,639.5680921077728,7.99460115134716
nwpu,40,4,0,4,0.37499999990625,0.37499999990625,664.2502496242523,8.303128120303153
eurosat,40,4,0,4,0.499999999875,0.499999999875,726.57088804245,9.082136100530624
mnist,40,4,0,4,0.499999999875,0.499999999875,792.7129275798798,9.908911594748497
nwpu,40,4,0,4,0.37499999990625,0.37499999990625,754.6324326992035,9.432905408740044
eurosat,40,4,0,4,0.499999999875,0.499999999875,763.0362238883972,9.537952798604966
eurosat,640,3,0,4,0.5046874999921143,0.5046874999921143,11228.730742454529,140.35913428068162
nwpu,640,3,0,4,0.6149999999692499,0.6149999999692499,11036.150661230087,137.9518832653761
nwpu,80,4,0,3,0.54999999993125,0.5124999999359375,860.8128306865692,10.760160383582114
mnist,80,4,0,3,0.7874999999015626,0.64999999991875,1132.748055934906,14.159350699186325
eurosat,80,4,0,3,0.42499999994687504,0.42499999994687504,1136.5485756397247,14.206857195496559
mnist,640,3,0,4,0.818749999987207,0.818749999987207,11763.804498672485,147.04755623340606
mnist,80,4,0,3,0.9249999998843751,0.724999999909375,1018.1053612232208,12.72631701529026
nwpu,80,4,0,3,0.5624999999296876,0.5374999999328125,1129.19993019104,14.114999127388
eurosat,80,4,0,3,0.42499999994687504,0.42499999994687504,1094.4135687351227,13.680169609189033
eurosat,80,4,0,3,0.42499999994687504,0.42499999994687504,1018.8164300918579,12.735205376148224
mnist,80,4,0,3,0.9249999998843751,0.7999999999,1081.3705186843872,13.51713148355484
nwpu,80,4,0,3,0.5874999999265625,0.5249999999343751,1090.885485649109,13.636068570613862
eurosat,640,3,0,4,0.5234374999918213,0.5234374999918213,11747.091809749603,146.83864762187005
mnist,80,4,0,4,0.4874999999390625,0.4874999999390625,1161.734526872635,14.521681585907936
nwpu,80,4,0,4,0.4874999999390625,0.4874999999390625,1172.498699426651,14.656233742833138
eurosat,80,4,0,4,0.42499999994687504,0.42499999994687504,1460.0225148200989,18.250281435251235
nwpu,80,4,0,4,0.5249999999343751,0.5249999999343751,1273.240539073944,15.915506738424302
eurosat,80,4,0,4,0.42499999994687504,0.42499999994687504,1337.3249914646149,16.716562393307687
mnist,80,4,0,4,0.6124999999234375,0.6124999999234375,1553.611897468567,19.420148718357087
eurosat,80,4,0,4,0.42499999994687504,0.42499999994687504,1463.3310685157776,18.29163835644722
mnist,80,4,0,4,0.574999999928125,0.574999999928125,1619.8277251720428,20.247846564650537
nwpu,80,4,0,4,0.5124999999359375,0.5124999999359375,1547.4834306240082,19.3435428828001
mnist,160,4,0,3,0.7812499999511718,0.6249999999609375,1756.650096654892,21.95812620818615
eurosat,160,4,0,3,0.48749999996953125,0.48749999996953125,1979.431334733963,24.742891684174538
mnist,160,4,0,3,0.7124999999554688,0.5937499999628906,2067.7572662830353,25.84696582853794
nwpu,160,4,0,3,0.5249999999671875,0.4937499999691406,1758.6338636875153,21.98292329609394
nwpu,160,4,0,3,0.5249999999671875,0.48749999996953125,2113.593987226486,26.419924840331078
nwpu,1280,3,0,3,0.6299999999685,0.6499999999675,13806.606476783752,172.5825809597969
mnist,160,4,0,3,0.8624999999460937,0.7124999999554688,1909.6887485980988,23.871109357476236
eurosat,160,4,0,3,0.4687499999707031,0.4749999999703125,2324.695848941803,29.058698111772536
nwpu,160,4,0,3,0.49999999996875,0.44999999997187495,2348.9600105285645,29.362000131607054
eurosat,160,4,0,3,0.4749999999703125,0.4749999999703125,2338.061809539795,29.225772619247437
mnist,1280,3,0,3,0.959374999992505,0.7914062499938173,15095.898372411728,188.6987296551466
mnist,160,4,0,4,0.5124999999679687,0.5124999999679687,2598.7341001033783,32.484176251292226
eurosat,160,4,0,4,0.4749999999703125,0.4749999999703125,2723.202132701874,34.04002665877342
nwpu,160,4,0,4,0.549999999965625,0.549999999965625,2881.4034419059753,36.01754302382469
mnist,160,4,0,4,0.5249999999671875,0.5249999999671875,2461.4086759090424,30.76760844886303
nwpu,1280,3,0,3,0.66499999996675,0.66499999996675,14595.909474849701,182.44886843562125
eurosat,160,4,0,4,0.4749999999703125,0.4749999999703125,2687.1415598392487,33.58926949799061
mnist,1280,3,0,3,0.7234374999943483,0.611718749995221,15060.44946861267,188.2556183576584
mnist,160,4,0,4,0.5437499999660156,0.5437499999660156,2667.6874001026154,33.34609250128269
nwpu,1280,3,0,3,0.6099999999694999,0.6099999999694999,13705.67323923111,171.32091549038887
nwpu,160,4,0,4,0.549999999965625,0.549999999965625,2990.4608731269836,37.3807609140873
nwpu,160,4,0,4,0.5562499999652344,0.5562499999652344,3017.861464738846,37.72326830923557
eurosat,160,4,0,4,0.4749999999703125,0.4749999999703125,2764.6995697021484,34.55874462127686
mnist,320,4,0,3,0.9499999999703125,0.818749999974414,3746.318760871887,46.82898451089859
eurosat,1280,3,0,3,0.48166666666265284,0.48166666666265284,16105.31472325325,201.31643404066563
eurosat,320,4,0,3,0.48124999998496093,0.4656249999854492,3741.163313627243,46.764541420340535
eurosat,1280,3,0,3,0.48583333332928474,0.48166666666265284,15501.443853855133,193.76804817318916
eurosat,1280,3,0,3,0.499166666662507,0.49583333332920143,18297.97472333908,228.7246840417385
nwpu,320,4,0,3,0.54499999997275,0.559999999972,4345.892648458481,54.32365810573101
mnist,320,4,0,3,0.918749999971289,0.7874999999753906,4152.969785451889,51.91212231814861
mnist,1280,3,0,3,0.9757812499923768,0.8148437499936341,16327.753467321396,204.09691834151744
eurosat,320,4,0,3,0.5531249999827148,0.509374999984082,3526.327226638794,44.079090332984926
nwpu,320,4,0,3,0.6099999999694999,0.60499999996975,4225.818780899048,52.822734761238095
eurosat,320,4,0,3,0.4499999999859375,0.4499999999859375,4094.491329431534,51.18114161789417
mnist,320,4,0,3,0.9531249999702148,0.828124999974121,4128.5672516822815,51.60709064602852
nwpu,320,4,0,3,0.59499999997025,0.5799999999709999,4426.107600927353,55.32634501159191
mnist,320,4,0,4,0.5937499999814453,0.5937499999814453,4985.001297235489,62.31251621544361
nwpu,320,4,0,4,0.6499999999675,0.6499999999675,4975.123283624649,62.189041045308116
nwpu,320,4,0,4,0.6299999999685,0.6299999999685,5087.074234485626,63.58842793107033
mnist,320,4,0,4,0.8468749999735351,0.8468749999735351,5189.9073650836945,64.87384206354618
nwpu,1280,3,0,4,0.6499999999675,0.6499999999675,18154.23720884323,226.92796511054038
eurosat,320,4,0,4,0.4499999999859375,0.4499999999859375,5561.82333779335,69.52279172241688
eurosat,320,4,0,4,0.4499999999859375,0.4499999999859375,5757.768050432205,71.97210063040257
nwpu,320,4,0,4,0.52499999997375,0.52499999997375,5681.210757017136,71.0151344627142
mnist,320,4,0,4,0.8374999999738281,0.8374999999738281,6367.926477432251,79.59908096790313
mnist,1280,3,0,4,0.6156249999951905,0.6156249999951905,19675.684067487717,245.94605084359645
eurosat,320,4,0,4,0.4499999999859375,0.4499999999859375,5733.3444056510925,71.66680507063866
nwpu,1280,3,0,4,0.69499999996525,0.69499999996525,20657.781777381897,258.2222722172737
mnist,640,4,0,3,0.9562499999850586,0.7749999999878906,7278.092459440231,90.97615574300289
eurosat,1280,3,0,4,0.4508333333295764,0.4508333333295764,21459.999185323715,268.2499898165464
eurosat,640,4,0,3,0.5265624999917724,0.5187499999918945,7124.245107412338,89.05306384265423
nwpu,1280,3,0,4,0.62499999996875,0.62499999996875,21332.385792016983,266.6548224002123
nwpu,640,4,0,3,0.5899999999705,0.5899999999705,7684.643640756607,96.05804550945759
nwpu,640,4,0,3,0.5899999999705,0.58499999997075,7045.494542360306,88.06868177950382
mnist,640,4,0,3,0.8109374999873291,0.7124999999888671,8171.69139456749,102.14614243209363
eurosat,640,4,0,3,0.5031249999921387,0.509374999992041,8002.770137786865,100.03462672233582
nwpu,640,4,0,3,0.6899999999655,0.69499999996525,8925.78300690651,111.57228758633137
mnist,640,4,0,3,0.9781249999847168,0.8046874999874267,9186.889265060425,114.8361158132553
eurosat,640,4,0,3,0.5203124999918701,0.5187499999918945,9474.579077720642,118.43223847150803
mnist,1280,3,0,4,0.8929687499930238,0.8929687499930238,24854.91117453575,310.6863896816969
eurosat,1280,3,0,4,0.479999999996,0.479999999996,24704.971683502197,308.8121460437775
mnist,20,5,0,3,0.5999999997,0.549999999725,259.7104878425598,3.2463810980319976
nwpu,20,5,0,3,0.49999999975,0.449999999775,238.69997477531433,2.9837496846914293
eurosat,20,5,0,3,0.3999999998,0.3999999998,236.0098741054535,2.950123426318169
nwpu,640,4,0,4,0.71499999996425,0.71499999996425,10544.461458444595,131.80576823055745
mnist,20,5,0,3,0.749999999625,0.649999999675,252.20364212989807,3.152545526623726
nwpu,20,5,0,3,0.49999999975,0.449999999775,269.1072437763214,3.363840547204018
eurosat,20,5,0,3,0.3999999998,0.3999999998,241.7474808692932,3.021843510866165
mnist,20,5,0,3,0.9499999995249999,0.749999999625,293.30003023147583,3.666250377893448
nwpu,20,5,0,3,0.449999999775,0.449999999775,243.29518127441406,3.041189765930176
mnist,640,4,0,4,0.618749999990332,0.618749999990332,11378.525629281998,142.23157036602498
eurosat,20,5,0,3,0.3999999998,0.3999999998,269.61123609542847,3.3701404511928557
mnist,20,5,0,4,0.549999999725,0.549999999725,312.14248728752136,3.901781091094017
nwpu,20,5,0,4,0.3999999998,0.3999999998,320.12123107910156,4.0015153884887695
eurosat,20,5,0,4,0.3999999998,0.3999999998,347.2922384738922,4.341152980923653
mnist,640,4,0,4,0.8468749999867675,0.8468749999867675,10543.942442178726,131.7992805272341
mnist,20,5,0,4,0.549999999725,0.549999999725,317.20056891441345,3.965007111430168
mnist,1280,3,0,4,0.8429687499934144,0.8429687499934144,26751.058970928192,334.3882371366024
nwpu,20,5,0,4,0.49999999975,0.49999999975,337.91409516334534,4.2239261895418165
mnist,20,5,0,4,0.549999999725,0.549999999725,335.36024713516235,4.192003089189529
nwpu,20,5,0,4,0.29999999985,0.29999999985,336.54187297821045,4.206773412227631
eurosat,20,5,0,4,0.3999999998,0.3999999998,354.51259779930115,4.431407472491264
eurosat,640,4,0,4,0.5218749999918457,0.5218749999918457,10357.174908399582,129.46468635499477
eurosat,20,5,0,4,0.3999999998,0.3999999998,332.29461884498596,4.153682735562325
eurosat,1280,3,0,4,0.5258333333289514,0.5258333333289514,27229.90580677986,340.37382258474827
nwpu,640,4,0,4,0.72499999996375,0.72499999996375,11074.403975963593,138.4300496995449
eurosat,640,4,0,4,0.5187499999918945,0.5187499999918945,11951.268298864365,149.39085373580457
nwpu,40,5,0,3,0.37499999990625,0.37499999990625,441.01509618759155,5.512688702344894
eurosat,40,5,0,3,0.499999999875,0.499999999875,443.6981644630432,5.54622705578804
mnist,40,5,0,3,0.52499999986875,0.52499999986875,448.4751195907593,5.605938994884491
mnist,40,5,0,3,0.499999999875,0.499999999875,521.9769299030304,6.52471162378788
nwpu,40,5,0,3,0.3999999999,0.3999999999,444.5105528831482,5.556381911039352
eurosat,40,5,0,3,0.499999999875,0.499999999875,442.5547561645508,5.531934452056885
mnist,40,5,0,3,0.92499999976875,0.8499999997875,490.7146303653717,6.133932879567146
nwpu,40,5,0,3,0.4499999998875,0.3999999999,455.44644379615784,5.693080547451973
nwpu,640,4,0,4,0.619999999969,0.619999999969,10920.719113349915,136.50898891687393
eurosat,40,5,0,3,0.499999999875,0.499999999875,541.503556728363,6.768794459104538
mnist,40,5,0,4,0.499999999875,0.499999999875,584.713472366333,7.308918404579162
nwpu,40,5,0,4,0.37499999990625,0.37499999990625,596.0360388755798,7.450450485944748
eurosat,40,5,0,4,0.499999999875,0.499999999875,592.2982285022736,7.40372785627842
nwpu,40,5,0,4,0.3999999999,0.3999999999,624.8650863170624,7.8108135789632795
eurosat,40,5,0,4,0.499999999875,0.499999999875,634.1366763114929,7.926708453893662
mnist,40,5,0,4,0.499999999875,0.499999999875,712.9983141422272,8.91247892677784
nwpu,40,5,0,4,0.37499999990625,0.37499999990625,675.7539219856262,8.446924024820328
mnist,40,5,0,4,0.499999999875,0.499999999875,697.7300474643707,8.721625593304633
eurosat,40,5,0,4,0.499999999875,0.499999999875,668.4299747943878,8.355374684929847
mnist,640,4,0,4,0.9109374999857666,0.9109374999857666,11823.665785551071,147.79582231938838
eurosat,80,5,0,3,0.42499999994687504,0.42499999994687504,896.2828278541565,11.203535348176956
nwpu,80,5,0,3,0.5374999999328125,0.46249999994218755,924.869157075882,11.560864463448524
nwpu,80,5,0,3,0.574999999928125,0.5374999999328125,891.5190253257751,11.143987816572189
eurosat,80,5,0,3,0.42499999994687504,0.42499999994687504,897.4517149925232,11.21814643740654
mnist,80,5,0,3,0.9124999998859376,0.7124999999109376,1047.0718364715576,13.08839795589447
mnist,80,5,0,3,0.7874999999015626,0.64999999991875,1136.5538582801819,14.206923228502273
eurosat,640,4,0,4,0.5218749999918457,0.5218749999918457,12136.023020982742,151.7002877622843
mnist,80,5,0,3,0.8874999998890626,0.7874999999015626,1102.2244892120361,13.777806115150451
eurosat,80,5,0,3,0.42499999994687504,0.42499999994687504,923.5598022937775,11.544497528672219
nwpu,80,5,0,3,0.5999999999250001,0.5249999999343751,955.9806199073792,11.94975774884224
mnist,80,5,0,4,0.4874999999390625,0.4874999999390625,1171.9013435840607,14.648766794800759
nwpu,80,5,0,4,0.5124999999359375,0.5124999999359375,1166.7231013774872,14.58403876721859
eurosat,80,5,0,4,0.42499999994687504,0.42499999994687504,1182.8260776996613,14.785325971245765
mnist,80,5,0,4,0.5999999999250001,0.5999999999250001,1289.8719947338104,16.12339993417263
nwpu,80,5,0,4,0.5249999999343751,0.5249999999343751,1272.983318567276,15.91229148209095
eurosat,80,5,0,4,0.42499999994687504,0.42499999994687504,1269.5770342350006,15.869712927937508
mnist,80,5,0,4,0.5874999999265625,0.5874999999265625,1459.4518563747406,18.243148204684257
nwpu,80,5,0,4,0.5124999999359375,0.5124999999359375,1518.034842967987,18.975435537099838
eurosat,80,5,0,4,0.42499999994687504,0.42499999994687504,1557.873775959015,19.473422199487686
eurosat,160,5,0,3,0.4687499999707031,0.4749999999703125,1857.2350115776062,23.215437644720076
nwpu,160,5,0,3,0.5437499999660156,0.5374999999664062,1883.9916608333588,23.549895760416984
mnist,160,5,0,3,0.7812499999511718,0.6562499999589844,2083.489998817444,26.04362498521805
mnist,160,5,0,3,0.7812499999511718,0.6249999999609375,1786.8006958961487,22.33500869870186
nwpu,160,5,0,3,0.5312499999667969,0.49999999996875,1780.3617143630981,22.254521429538727
nwpu,1280,4,0,3,0.68499999996575,0.6749999999662499,14187.830390691757,177.34787988364695
eurosat,160,5,0,3,0.48124999996992185,0.48749999996953125,1808.64293384552,22.608036673069
nwpu,160,5,0,3,0.48749999996953125,0.4687499999707031,1851.595163822174,23.144939547777177
eurosat,160,5,0,3,0.5062499999683594,0.5187499999675781,1799.02876329422,22.487859541177748
mnist,160,5,0,3,0.8312499999480468,0.69999999995625,1894.6945481300354,23.683681851625444
mnist,1280,4,0,3,0.959374999992505,0.7914062499938173,14713.6555519104,183.92069439888002
eurosat,1280,4,0,3,0.4924999999958959,0.4849999999959584,14363.037446260452,179.53796807825566
nwpu,1280,4,0,3,0.68499999996575,0.6749999999662499,14151.954992294312,176.8994374036789
mnist,160,5,0,4,0.5124999999679687,0.5124999999679687,2615.4469594955444,32.69308699369431
nwpu,160,5,0,4,0.5124999999679687,0.5124999999679687,2736.2053484916687,34.20256685614586
eurosat,160,5,0,4,0.4749999999703125,0.4749999999703125,2656.267322540283,33.20334153175354
mnist,1280,4,0,3,0.9007812499929627,0.7609374999940552,14768.953078269958,184.61191347837448
nwpu,160,5,0,4,0.5562499999652344,0.5562499999652344,2658.302269220352,33.2287783652544
eurosat,160,5,0,4,0.4749999999703125,0.4749999999703125,2693.1634538173676,33.664543172717096
mnist,160,5,0,4,0.5437499999660156,0.5437499999660156,2654.5916063785553,33.18239507973194
mnist,160,5,0,4,0.5249999999671875,0.5249999999671875,2840.118353366852,35.50147941708565
nwpu,160,5,0,4,0.5624999999648437,0.5624999999648437,2649.3187084198,33.116483855247495
eurosat,160,5,0,4,0.6562499999589844,0.6562499999589844,2790.943779706955,34.88679724633694
nwpu,1280,4,0,3,0.6099999999694999,0.59999999997,14623.251125097275,182.79063906371593
eurosat,320,5,0,3,0.5062499999841796,0.49687499998447265,3559.4174835681915,44.4927185446024
nwpu,320,5,0,3,0.5799999999709999,0.57499999997125,3648.314884185791,45.60393605232239
mnist,320,5,0,3,0.9499999999703125,0.818749999974414,3879.9709780216217,48.49963722527027
mnist,320,5,0,3,0.9249999999710937,0.7468749999766602,3866.8260409832,48.33532551229
mnist,1280,4,0,3,0.9757812499923768,0.8148437499936341,15405.412389993668,192.56765487492083
eurosat,320,5,0,3,0.46874999998535155,0.46249999998554686,3617.4461855888367,45.218077319860456
nwpu,320,5,0,3,0.659999999967,0.679999999966,4143.681983947754,51.796024799346924
mnist,320,5,0,3,0.9531249999702148,0.828124999974121,3894.381308078766,48.67976635098457
eurosat,1280,4,0,3,0.48916666666259034,0.48666666666261116,15825.300773143768,197.8162596642971
nwpu,320,5,0,3,0.56499999997175,0.559999999972,3960.083995819092,49.50104994773865
eurosat,1280,4,0,3,0.48083333332932643,0.48083333332932643,17210.5178129673,215.13147266209126
eurosat,320,5,0,3,0.4656249999854492,0.46249999998554686,4395.331156492233,54.94163945615291
mnist,320,5,0,4,0.5937499999814453,0.5937499999814453,4832.0790412425995,60.40098801553249
nwpu,320,5,0,4,0.679999999966,0.679999999966,4792.790436506271,59.909880456328395
eurosat,320,5,0,4,0.4499999999859375,0.4499999999859375,5058.449595928192,63.230619949102405
nwpu,320,5,0,4,0.699999999965,0.699999999965,5094.493300914764,63.681166261434555
mnist,320,5,0,4,0.8437499999736328,0.8437499999736328,5347.779394865036,66.84724243581294
eurosat,320,5,0,4,0.4499999999859375,0.4499999999859375,5389.300910949707,67.36626138687134
mnist,320,5,0,4,0.7874999999753906,0.7874999999753906,5681.692289113998,71.02115361392498
nwpu,320,5,0,4,0.7049999999647499,0.7049999999647499,5553.607318162918,69.42009147703648
nwpu,1280,4,0,4,0.679999999966,0.679999999966,19651.616824150085,245.64521030187606
eurosat,320,5,0,4,0.4499999999859375,0.4499999999859375,5905.9343638420105,73.82417954802513
mnist,1280,4,0,4,0.6156249999951905,0.6156249999951905,19992.391091108322,249.90488863885403
eurosat,1280,4,0,4,0.42166666666315283,0.42166666666315283,19996.533378839493,249.95666723549365
nwpu,640,5,0,3,0.66499999996675,0.6499999999675,7419.882328033447,92.7485291004181
nwpu,1280,4,0,4,0.68499999996575,0.68499999996575,20591.700326919556,257.3962540864944
nwpu,640,5,0,3,0.7349999999632499,0.7399999999629999,7267.263358592987,90.84079198241234
mnist,640,5,0,3,0.9562499999850586,0.7749999999878906,7735.523619651794,96.69404524564743
eurosat,640,5,0,3,0.4890624999923584,0.49687499999223633,7212.085469722748,90.15106837153435
eurosat,640,5,0,3,0.5187499999918945,0.5109374999920165,7767.163102149963,97.08953877687455
mnist,1280,4,0,4,0.8937499999930176,0.8937499999930176,21750.359986305237,271.8794998288155
mnist,640,5,0,3,0.8109374999873291,0.7124999999888671,8091.313335180283,101.14141668975353
eurosat,640,5,0,3,0.5078124999920655,0.5046874999921143,7467.69207906723,93.34615098834038
nwpu,640,5,0,3,0.57499999997125,0.58499999997075,7678.421671628952,95.9802708953619
mnist,640,5,0,3,0.9781249999847168,0.8046874999874267,8131.630370616913,101.64537963271141
eurosat,1280,4,0,4,0.479999999996,0.479999999996,21786.96656847,272.337082105875
nwpu,1280,4,0,4,0.63499999996825,0.63499999996825,21856.512061834335,273.2064007729292
