seed,grad_norm
1,0.026692472398281097
2,0.1679122895002365
3,0.7293545007705688
4,0.5924017429351807
5,0.303269624710083
6,0.17253641784191132
7,0.08935745060443878
8,0.32584697008132935
9,0.42499423027038574
10,0.21132124960422516
11,0.12253443896770477
12,0.30057305097579956
13,0.2376312017440796
14,0.32775256037712097
15,0.05400450527667999
16,0.030069435015320778
17,0.13086503744125366
18,0.2522055208683014
19,0.03872085362672806
20,0.07292753458023071
21,0.41244515776634216
22,0.32274821400642395
23,0.1797221451997757
24,0.11091271787881851
25,0.16178764402866364
26,0.264667272567749
27,0.023570923134684563
28,0.24698787927627563
29,0.3025289475917816
30,0.5444724559783936
31,0.3094131350517273
32,0.021594682708382607
33,0.1898566335439682
34,0.08796589821577072
35,0.406100869178772
36,0.2705094516277313
37,0.1380368024110794
38,0.07392363250255585
39,0.2976694703102112
40,0.1415918469429016
41,0.11186344176530838
42,0.3700481653213501
43,0.3047962784767151
44,0.2601096034049988
45,0.13007931411266327
46,0.04518858343362808
47,0.046615518629550934
48,0.17224650084972382
49,0.2546432614326477
50,0.5385226011276245
51,0.2188771665096283
52,0.5050466060638428
53,0.34721264243125916
54,0.39412903785705566
55,0.5184052586555481
56,0.35177233815193176
57,0.38730624318122864
58,0.03660784661769867
59,0.2472068816423416
60,0.13386490941047668
61,0.20886370539665222
62,0.1305713802576065
63,0.03516305238008499
64,0.2649872601032257
65,0.26585912704467773
66,0.07884058356285095
67,0.39838001132011414
68,0.03489246591925621
69,0.07697784155607224
70,0.2841753363609314
71,0.4175373315811157
72,0.18259599804878235
73,0.09443465620279312
74,0.056677430868148804
75,0.22035031020641327
76,0.18579494953155518
77,0.1284022480249405
78,0.048536136746406555
79,0.32767611742019653
80,0.360210657119751
81,0.08277024328708649
82,0.16192172467708588
83,0.12393778562545776
84,0.1204812154173851
85,0.15785032510757446
86,0.2220790833234787
87,0.03364161401987076
88,0.05017779394984245
89,0.07724907249212265
90,0.18538632988929749
91,0.23497804999351501
92,0.22713468968868256
93,0.08523375540971756
94,0.3134343922138214
95,0.4539400339126587
96,0.32217708230018616
97,0.1154164969921112
98,0.6603240370750427
99,0.4542015790939331
100,0.06276877969503403
101,0.37514686584472656
102,0.247271329164505
103,0.14957557618618011
104,0.4486025273799896
105,0.06980782002210617
106,0.08738753944635391
107,0.13439175486564636
108,0.20758242905139923
109,0.09463213384151459
110,0.05824514105916023
111,0.12297211587429047
112,0.144303098320961
113,0.0682777687907219
114,0.10656058043241501
115,0.29507023096084595
116,0.07750362902879715
117,0.16240914165973663
118,0.623356282711029
119,0.07641755044460297
120,0.023055369034409523
121,0.4619714617729187
122,0.11991647630929947
123,0.08961456269025803
124,0.08899297565221786
125,0.15209321677684784
126,0.31427010893821716
127,0.3773849308490753
128,0.13340620696544647
129,0.09469728171825409
130,0.09062772244215012
131,0.30804938077926636
132,0.041452012956142426
133,0.04553661495447159
134,0.4973074197769165
135,0.24263225495815277
136,0.26418250799179077
137,0.11850839108228683
138,0.4125671088695526
139,0.5585409998893738
140,0.4683865010738373
141,0.05628334730863571
142,0.39926162362098694
143,0.07753835618495941
144,0.10822121798992157
145,0.34770897030830383
146,0.029574664309620857
147,0.08179916441440582
148,0.08529610931873322
149,0.2001645565032959
150,0.12754884362220764
151,0.09912817925214767
152,0.18440860509872437
153,0.24272437393665314
154,0.2640383541584015
155,0.5608773827552795
156,0.33265700936317444
157,0.09186895191669464
158,0.22783111035823822
159,0.4214152991771698
160,0.3642734885215759
161,0.5885130763053894
162,0.04802225902676582
163,0.3074316382408142
164,0.04895294830203056
165,0.06311420351266861
166,0.5041527152061462
167,0.13618937134742737
168,0.3398067355155945
169,0.09139435738325119
170,0.303873211145401
171,0.16362790763378143
172,0.3851521909236908
173,0.07259012758731842
174,0.11541276425123215
175,0.04602745175361633
176,0.33068791031837463
177,0.16911064088344574
178,0.09179370850324631
179,0.6934919357299805
180,0.38279205560684204
181,0.2953648865222931
182,0.08085985481739044
183,0.12674544751644135
184,0.026537582278251648
185,0.15378956496715546
186,0.09597558528184891
187,0.6250436902046204
188,0.18932902812957764
189,0.08078689128160477
190,0.10641846060752869
191,0.14612752199172974
192,0.0744883343577385
193,0.36315926909446716
194,0.4133932292461395
195,0.12382865697145462
196,0.15864716470241547
197,0.05776466801762581
198,0.15503211319446564
199,0.23683494329452515
200,0.21516790986061096
201,0.3175760805606842
202,0.21609702706336975
203,0.333477258682251
204,0.1979081630706787
205,0.1601882129907608
206,0.2705889046192169
207,0.33667176961898804
208,0.29390302300453186
209,0.33565065264701843
210,0.08913984149694443
211,0.6544439196586609
212,0.0701240599155426
213,0.15106168389320374
214,0.1707976907491684
215,0.13528090715408325
216,0.06855025142431259
217,0.3269377648830414
218,0.12631981074810028
219,0.03460283949971199
220,0.027515361085534096
221,0.4722869396209717
222,0.17385084927082062
223,0.22582866251468658
224,0.1853436678647995
225,0.32004326581954956
226,0.0949607565999031
227,0.042512960731983185
228,0.08994878828525543
229,0.22260747849941254
230,0.07637446373701096
231,0.16296789050102234
232,0.10368075221776962
233,0.07550462335348129
234,0.06678111851215363
235,0.19960848987102509
236,0.13474854826927185
237,0.1378449946641922
238,0.03336476534605026
239,0.08227608352899551
240,0.2412964403629303
241,0.1263449490070343
242,0.1364513784646988
243,0.21738742291927338
244,0.2073439508676529
245,0.12198761105537415
246,0.4347399175167084
247,0.05447506904602051
248,0.25994494557380676
249,0.08550416678190231
250,0.04217197373509407
251,0.4449760913848877
252,0.090861476957798
253,0.10814817994832993
254,0.3424326479434967
255,0.03600970283150673
256,0.3002951741218567
257,0.05104932188987732
258,0.1423501819372177
259,0.1517513543367386
260,0.2718413472175598
261,0.2075871229171753
262,0.05137290805578232
263,0.2601708471775055
264,0.6858342289924622
265,0.2534928023815155
266,0.039344388991594315
267,0.5513029098510742
268,0.11654645204544067
269,0.048415977507829666
270,0.15770675241947174
271,0.35042762756347656
272,0.19048014283180237
273,0.08299228549003601
274,0.24382001161575317
275,0.07817541807889938
276,0.043273817747831345
277,0.07913372665643692
278,0.39334046840667725
279,0.06455525010824203
280,0.3398318886756897
281,0.06913141906261444
282,0.3771895170211792
283,0.04245234653353691
284,0.43631061911582947
285,0.14178737998008728
286,0.11192002892494202
287,0.18150196969509125
288,0.17095036804676056
289,0.682371199131012
290,0.24576419591903687
291,0.10980047285556793
292,0.035637371242046356
293,0.19841185212135315
294,0.12356557697057724
295,0.278082013130188
296,0.3515532314777374
297,0.20744426548480988
298,0.274141401052475
299,0.3313213586807251
300,0.06577528268098831
301,0.04661938548088074
302,0.08754465728998184
303,0.4728916585445404
304,0.1878717690706253
305,0.5240175724029541
306,0.2520255148410797
307,0.135960191488266
308,0.38592860102653503
309,0.4207775592803955
310,0.16442766785621643
311,0.25615644454956055
312,0.15959478914737701
313,0.42037540674209595
314,0.21937468647956848
315,0.35869547724723816
316,0.18727616965770721
317,0.13351182639598846
318,0.02801414020359516
319,0.050952255725860596
320,0.2505381107330322
321,0.1336485892534256
322,0.224763885140419
323,0.046515338122844696
324,0.14026333391666412
325,0.29085350036621094
326,0.16643613576889038
327,0.06838241964578629
328,0.11746467649936676
329,0.13941305875778198
330,0.16157306730747223
331,0.20835892856121063
332,0.5346145629882812
333,0.04874446615576744
334,0.25658783316612244
335,0.062045104801654816
336,0.11191368848085403
337,0.05670199170708656
338,0.10938796401023865
339,0.07431339472532272
340,0.3933326303958893
341,0.1596105545759201
342,0.1406324952840805
343,0.39061400294303894
344,0.5143198370933533
345,0.2594594359397888
346,0.2859906554222107
347,0.1955924779176712
348,0.10277824103832245
349,0.2954793870449066
350,0.11696122586727142
351,0.13968056440353394
352,0.08644863218069077
353,0.20658017694950104
354,0.19923236966133118
355,0.3662945032119751
356,0.10208053886890411
357,0.48303478956222534
358,0.09047561138868332
359,0.3934227526187897
360,0.2530766427516937
361,0.10899489372968674
362,0.03605117276310921
363,0.10918475687503815
364,0.1916675567626953
365,0.02469547837972641
366,0.15544924139976501
367,0.40259647369384766
368,0.44323107600212097
369,0.3074877858161926
370,0.05796026438474655
371,0.10613100975751877
372,0.46061810851097107
373,0.07457450777292252
374,0.24452120065689087
375,0.12495146691799164
376,0.19547979533672333
377,0.27684372663497925
378,0.36758941411972046
379,0.22312939167022705
380,0.245616614818573
381,0.6768612861633301
382,0.16350430250167847
383,0.14228729903697968
384,0.33646297454833984
385,0.19011282920837402
386,0.5290061235427856
387,0.09797898679971695
388,0.2760615944862366
389,0.3533553183078766
390,0.04761696606874466
391,0.5363376140594482
392,0.0938604548573494
393,0.09339647740125656
394,0.1718338578939438
395,0.42105555534362793
396,0.10996437072753906
397,0.24553708732128143
398,0.22277629375457764
