seed,grad_norm
1,0.07125571370124817
2,0.07420014590024948
3,0.061346519738435745
4,0.06288010627031326
5,0.07270355522632599
6,0.07146202772855759
7,0.07123209536075592
8,0.07529191672801971
9,0.07331591844558716
10,0.06722534447908401
11,0.07425805181264877
12,0.07075098156929016
13,0.06894295662641525
14,0.07683964818716049
15,0.06954486668109894
16,0.07144418358802795
17,0.07157691568136215
18,0.07349421083927155
19,0.07601430267095566
20,0.07049965113401413
21,0.06610450148582458
22,0.06503204256296158
23,0.06640026718378067
24,0.07041561603546143
25,0.07633793354034424
26,0.07731218636035919
27,0.0701599270105362
28,0.0725984051823616
29,0.07637809962034225
30,0.07507157325744629
31,0.06887529790401459
32,0.07506680488586426
33,0.07083634287118912
34,0.07094403356313705
35,0.07432407140731812
36,0.06709155440330505
37,0.07157963514328003
38,0.07016676664352417
39,0.07102074474096298
40,0.07686661928892136
41,0.06875026226043701
42,0.0789673924446106
43,0.07305612415075302
44,0.07635970413684845
45,0.07643995434045792
46,0.07024426758289337
47,0.07080423086881638
48,0.06566622108221054
49,0.07703997194766998
50,0.06596184521913528
51,0.07210821658372879
52,0.07394436001777649
53,0.07835840433835983
54,0.0741058737039566
55,0.0776863619685173
56,0.07938375324010849
57,0.06778595596551895
58,0.0723247230052948
59,0.07119280844926834
60,0.06926412135362625
61,0.0697314590215683
62,0.07445979863405228
63,0.07180582731962204
64,0.07136133313179016
65,0.07035432010889053
66,0.0666809156537056
67,0.06856963783502579
68,0.06969629973173141
69,0.0777650997042656
70,0.06551171094179153
71,0.07277961820363998
72,0.06674943119287491
73,0.0700632780790329
74,0.07391273230314255
75,0.07053779065608978
76,0.06980982422828674
77,0.0655771866440773
78,0.07107403129339218
79,0.07306404411792755
80,0.07049631327390671
81,0.06872300058603287
82,0.07177499681711197
83,0.07375618070363998
84,0.06730338931083679
85,0.07168444246053696
86,0.07199613749980927
87,0.078657366335392
88,0.07127035409212112
89,0.06897802650928497
90,0.06947693228721619
91,0.06798893958330154
92,0.07716848701238632
93,0.07010401785373688
94,0.07250647246837616
95,0.07679269462823868
96,0.07283352315425873
97,0.07121487706899643
98,0.060562729835510254
99,0.08002077043056488
100,0.07502921670675278
101,0.0732617899775505
102,0.07322238385677338
103,0.06988836824893951
104,0.07634046673774719
105,0.07237982749938965
106,0.07601730525493622
107,0.06977786868810654
108,0.07469259947538376
109,0.06937801092863083
110,0.06804563105106354
111,0.07066257297992706
112,0.06616563349962234
113,0.07378076016902924
114,0.07473544776439667
115,0.0719287246465683
116,0.07538183033466339
117,0.06835658103227615
118,0.06756257265806198
119,0.07586529105901718
120,0.07360487431287766
121,0.07266522198915482
122,0.07156156003475189
123,0.0767321065068245
124,0.07340538501739502
125,0.06850577145814896
126,0.07453044503927231
127,0.0608326755464077
128,0.06447430700063705
129,0.07047875225543976
130,0.07373138517141342
131,0.07226882874965668
132,0.06802147626876831
133,0.07202883809804916
134,0.0714380219578743
135,0.07457350194454193
136,0.0752968043088913
137,0.07678771018981934
138,0.0759226456284523
139,0.079072006046772
140,0.07584057003259659
141,0.06521496176719666
142,0.07388941943645477
143,0.06904105842113495
144,0.07645408809185028
145,0.07572351396083832
146,0.06866510212421417
147,0.0655813068151474
148,0.06535250693559647
149,0.07007554173469543
150,0.07555630058050156
151,0.0680951476097107
152,0.07190171629190445
153,0.07788768410682678
154,0.07062163203954697
155,0.07423999905586243
156,0.06566397845745087
157,0.07109688967466354
158,0.07652237266302109
159,0.08016293495893478
160,0.07737131416797638
161,0.07995114475488663
162,0.06972460448741913
163,0.06364624947309494
164,0.06988465040922165
165,0.06855610758066177
166,0.07271698862314224
167,0.07544002681970596
168,0.07251144200563431
169,0.07565315067768097
170,0.07007109373807907
171,0.06571081280708313
172,0.07488942891359329
173,0.0717012956738472
174,0.0673784613609314
175,0.06974301487207413
176,0.06543222069740295
177,0.06482911854982376
178,0.07186003774404526
179,0.06377896666526794
180,0.06368475407361984
181,0.06931678205728531
182,0.07662801444530487
183,0.06805790215730667
184,0.06947702169418335
185,0.07098168879747391
186,0.07126357406377792
187,0.0810551866889
188,0.06765827536582947
189,0.07056326419115067
190,0.07157517969608307
191,0.07349501550197601
192,0.07322846353054047
193,0.07911109924316406
194,0.074647456407547
195,0.07221192866563797
196,0.0716686099767685
197,0.0665351152420044
198,0.07483310997486115
199,0.07246970385313034
200,0.070734903216362
201,0.07043078541755676
202,0.07766101509332657
203,0.06849515438079834
204,0.07494594901800156
205,0.07233095914125443
206,0.06704656034708023
207,0.07114136964082718
208,0.07587194442749023
209,0.07259564846754074
210,0.07791534811258316
211,0.07054316997528076
212,0.07120897620916367
213,0.06558307260274887
214,0.07368229329586029
215,0.06618869304656982
216,0.07599206268787384
217,0.07353580743074417
218,0.07549840956926346
219,0.07340984791517258
220,0.07864218950271606
221,0.0780102089047432
222,0.0711621418595314
223,0.07364927232265472
224,0.07045772671699524
225,0.07067161053419113
226,0.06949561834335327
227,0.07444830983877182
228,0.06932975351810455
229,0.07640693336725235
230,0.07484569400548935
231,0.07347524166107178
232,0.07123339176177979
233,0.07498366385698318
234,0.07200086116790771
235,0.07279173284769058
236,0.07313192635774612
237,0.07152289897203445
238,0.07279220223426819
239,0.07366384565830231
240,0.07500932365655899
241,0.07232319563627243
242,0.07456967979669571
243,0.0709213986992836
244,0.06678638607263565
245,0.07239130139350891
246,0.07198260724544525
247,0.0722765326499939
248,0.06293373554944992
249,0.07235188782215118
250,0.0737510472536087
251,0.0699315071105957
252,0.071481853723526
253,0.06779751926660538
254,0.07571040838956833
255,0.08036297559738159
256,0.06999235600233078
257,0.0702924057841301
258,0.07132143527269363
259,0.07273300737142563
260,0.07025681436061859
261,0.06865186989307404
262,0.0717686116695404
263,0.0708625391125679
264,0.08290921151638031
265,0.07022339105606079
266,0.07132444530725479
267,0.06643955409526825
268,0.0740724429488182
269,0.07584424316883087
270,0.07784128189086914
271,0.06962977349758148
272,0.07683403789997101
273,0.07663481682538986
274,0.07475513964891434
275,0.07000617682933807
276,0.07649824023246765
277,0.06864503771066666
278,0.07416017353534698
279,0.07738108932971954
280,0.0692543089389801
281,0.06843037903308868
282,0.06772878021001816
283,0.07125618308782578
284,0.07202599942684174
285,0.07295399904251099
286,0.06911204010248184
287,0.07494667172431946
288,0.07043930143117905
289,0.069257453083992
290,0.06806118041276932
291,0.06670724600553513
292,0.07457765936851501
293,0.07087455689907074
294,0.07628464698791504
295,0.07508806884288788
296,0.0748528242111206
297,0.06719078123569489
298,0.061452463269233704
299,0.0762418657541275
300,0.0753362774848938
301,0.07311034947633743
302,0.07062596082687378
303,0.06771023571491241
304,0.07376819103956223
305,0.06742191314697266
306,0.0716477707028389
307,0.07480006664991379
308,0.08060145378112793
309,0.07346690446138382
310,0.0761389285326004
311,0.07300767302513123
312,0.06756249070167542
313,0.0777500718832016
314,0.0727732703089714
315,0.07153064757585526
316,0.07125069946050644
317,0.06861801445484161
318,0.0732758492231369
319,0.07025359570980072
320,0.07236813008785248
321,0.0719708725810051
322,0.07188250869512558
323,0.08021422475576401
324,0.07080921530723572
325,0.07461278140544891
326,0.07073213905096054
327,0.072035051882267
328,0.06884919852018356
329,0.07171241194009781
330,0.07316559553146362
331,0.07352683693170547
332,0.06856705248355865
333,0.07102742046117783
334,0.07513968646526337
335,0.07443376630544662
336,0.06836302578449249
337,0.06794460117816925
338,0.06994549185037613
339,0.06707990169525146
340,0.07114388793706894
341,0.07070339471101761
342,0.07051651924848557
343,0.06648506969213486
344,0.07570362091064453
345,0.07643231749534607
346,0.06870048493146896
347,0.07247259467840195
348,0.07084253430366516
349,0.07687201350927353
350,0.07204912602901459
351,0.07113135606050491
352,0.06922124326229095
