epoch,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,param_21,param_22,param_23,phi
0,-0.35505184531211853,0.5251554846763611,-0.15143108367919922,0.5377511978149414,0.3736916780471802,-0.4386138916015625,0.5167170166969299,0.5865390300750732,-0.5701987147331238,-0.4104349911212921,-0.4076257050037384,-0.5193586349487305,0.27771827578544617,-0.5662123560905457,0.5599766969680786,-0.5281966328620911,-0.5348595380783081,0.3463948369026184,0.32106778025627136,0.5355960726737976,0.5395816564559937,0.287262499332428,-0.2989390194416046,0.6053227782249451,0.0
1,-0.4657849073410034,0.6448404788970947,0.18763074278831482,0.5946718454360962,0.38622039556503296,-0.5791009068489075,0.9543131589889526,0.6587323546409607,-0.7838690280914307,0.22636926174163818,-0.6799739003181458,-0.9921563863754272,0.021271245554089546,-0.6474342346191406,1.0746828317642212,-0.6506242156028748,-0.6530803442001343,0.51997971534729,0.3074052631855011,0.8153789043426514,0.688765287399292,0.013354351744055748,-0.35247132182121277,0.96280837059021,0.0
2,-0.37775719165802,0.5703679919242859,0.19957603514194489,0.45173606276512146,0.4263972043991089,-0.89580237865448,1.2276991605758667,0.563190758228302,-0.8819472193717957,0.3763565719127655,-0.7365835905075073,-1.370036244392395,0.1564767062664032,-0.4670410752296448,1.3392870426177979,-0.5791149735450745,-0.6656100749969482,0.5609234571456909,0.26864513754844666,0.8520680665969849,0.6172509789466858,0.26186636090278625,-0.27114763855934143,1.1204770803451538,0.0
3,-0.2982984781265259,0.4005665183067322,0.14704591035842896,0.42023488879203796,0.48153287172317505,-1.1608213186264038,1.3960782289505005,0.4477514624595642,-0.908709704875946,0.41999226808547974,-0.7665559649467468,-1.5586700439453125,0.14026501774787903,-0.3491246998310089,1.45164954662323,-0.42674919962882996,-0.7285670638084412,0.659134566783905,0.2389460951089859,0.7938939332962036,0.5972831845283508,0.20356152951717377,-0.19425541162490845,1.2517672777175903,0.0
4,-0.23477859795093536,0.389248788356781,0.18315546214580536,0.40442466735839844,0.48281240463256836,-1.252582311630249,1.4475129842758179,0.3396798074245453,-0.9276202321052551,0.44313645362854004,-0.7998018860816956,-1.638982892036438,0.16431665420532227,-0.31138908863067627,1.435796856880188,-0.38423651456832886,-0.7355288863182068,0.6228249669075012,0.20677168667316437,0.7631895542144775,0.6374852061271667,0.10416529327630997,-0.13251663744449615,1.431212306022644,0.0
5,-0.2324405461549759,0.3790619671344757,0.20934002101421356,0.34349870681762695,0.41760674118995667,-1.289987325668335,1.4658626317977905,0.2641662657260895,-0.9022862315177917,0.4216911494731903,-0.7947590351104736,-1.6839722394943237,0.1269238442182541,-0.28436771035194397,1.3763785362243652,-0.3526439070701599,-0.756110668182373,0.664758026599884,0.2079179733991623,0.7771044373512268,0.6414753198623657,0.08899394422769547,-0.11603055894374847,1.545173168182373,0.0
6,-0.2401486039161682,0.30833232402801514,0.3126528859138489,0.23999756574630737,0.33125126361846924,-1.3272416591644287,1.4692537784576416,0.21448874473571777,-0.83294278383255,0.3893326222896576,-0.7421081066131592,-1.6884647607803345,0.07565170526504517,-0.2814764380455017,1.344918966293335,-0.33701440691947937,-0.8214185237884521,0.7434539198875427,0.2593883275985718,0.8139712810516357,0.7743535041809082,0.13541637361049652,-0.1151556521654129,1.6543840169906616,0.0
7,-0.19579578936100006,0.08023861795663834,0.6213318109512329,-0.06264084577560425,0.0996597558259964,-1.285237431526184,1.4658626317977905,0.10349506884813309,-0.5640726685523987,0.20109644532203674,-0.7157803177833557,-1.6872496604919434,-0.017166204750537872,-0.39057832956314087,1.393907904624939,-0.18308033049106598,-0.9799496531486511,1.044820785522461,0.4583015739917755,0.8799026608467102,1.0841542482376099,0.3687855303287506,-0.08382225781679153,1.735838770866394,0.0
8,-0.21505360305309296,-0.30580776929855347,1.0483295917510986,-0.2230234593153,-0.2418147474527359,-1.303626298904419,1.2302918434143066,-0.3083740174770355,-0.11524566262960434,0.020596543326973915,-0.8911768794059753,-1.6163328886032104,-0.11012126505374908,-0.5617403388023376,1.5792053937911987,0.45580241084098816,-1.0929360389709473,1.4356201887130737,0.785878598690033,0.5719963908195496,1.2839211225509644,0.5809051990509033,0.03726398944854736,1.9476027488708496,0.0
9,-0.38821837306022644,-0.28516295552253723,1.2461678981781006,-0.3731437623500824,-0.4189256727695465,-1.1748781204223633,0.4353925287723541,-1.2853645086288452,0.26999878883361816,-0.22782571613788605,-1.2320226430892944,-1.492248773574829,-0.535645067691803,-0.5448057651519775,1.2595007419586182,1.2752599716186523,-0.8841733932495117,1.5767383575439453,0.7722247838973999,0.4565802812576294,1.1947892904281616,1.235125184059143,0.10059459507465363,1.6028538942337036,0.0
10,-0.36806589365005493,-0.1558806300163269,1.215969204902649,-0.6207916140556335,-0.33860430121421814,-1.2537997961044312,0.408476322889328,-1.5913134813308716,0.29780343174934387,-0.19655948877334595,-1.3393415212631226,-1.4407285451889038,-0.8045271039009094,-0.8838071823120117,1.3033472299575806,1.2966762781143188,-0.7740235328674316,1.7474216222763062,0.7068279981613159,0.7043707370758057,0.9798951148986816,1.5159339904785156,-0.03970831632614136,1.5405775308609009,0.0
11,-0.23375478386878967,-0.12076952308416367,1.1898412704467773,-0.9955816864967346,-0.3320525288581848,-1.4015167951583862,0.4056294560432434,-1.637444019317627,0.3815906345844269,-0.011138616129755974,-1.6441633701324463,-1.420825719833374,-1.069242000579834,-1.1613223552703857,1.3067466020584106,1.29766047000885,-0.7792719602584839,1.8859715461730957,0.6931114792823792,0.746536135673523,0.8965438604354858,1.6514557600021362,-0.0560305081307888,1.5390527248382568,0.0
12,-0.20158320665359497,-0.07169655710458755,1.1690611839294434,-1.1621249914169312,-0.31229186058044434,-1.4039113521575928,0.3841842710971832,-1.6399831771850586,0.40933433175086975,-0.03122342936694622,-1.7055902481079102,-1.4484950304031372,-1.1207573413848877,-1.2211579084396362,1.3219083547592163,1.2973642349243164,-0.8037813901901245,1.930485725402832,0.6707780361175537,0.7335706949234009,0.8866884708404541,1.6722030639648438,-0.06562954187393188,1.5361860990524292,0.0
13,-0.21678897738456726,-0.09335380792617798,1.1958656311035156,-1.1484055519104004,-0.32199761271476746,-1.4215794801712036,0.38431990146636963,-1.6419211626052856,0.41135916113853455,0.021158438175916672,-1.6993634700775146,-1.460634469985962,-1.1729446649551392,-1.2146965265274048,1.3309634923934937,1.3147934675216675,-0.766864538192749,1.9256067276000977,0.6465205550193787,0.7487285137176514,0.8872928619384766,1.711715817451477,-0.06586190313100815,1.5297191143035889,0.0
14,-0.22244787216186523,-0.06083888188004494,1.1958999633789062,-1.1872272491455078,-0.30521273612976074,-1.4251420497894287,0.3851277530193329,-1.645769715309143,0.3989628851413727,-0.03141571953892708,-1.7162110805511475,-1.452765703201294,-1.1483302116394043,-1.2337007522583008,1.3494422435760498,1.3252382278442383,-0.7614955902099609,1.9563175439834595,0.6440742015838623,0.7645971179008484,0.880975067615509,1.6886534690856934,-0.06689244508743286,1.5280026197433472,0.0
15,-0.23132942616939545,-0.053395554423332214,1.1823680400848389,-1.1893426179885864,-0.27218708395957947,-1.4037047624588013,0.39081230759620667,-1.6464805603027344,0.3852787911891937,-0.012323113158345222,-1.687846064567566,-1.4755316972732544,-1.1749264001846313,-1.2262294292449951,1.3613375425338745,1.348419189453125,-0.7561265826225281,1.9439235925674438,0.6306009888648987,0.7526984810829163,0.8992797136306763,1.6710723638534546,-0.049852944910526276,1.5314873456954956,0.0
16,-0.2174772173166275,-0.0410722941160202,1.1967309713363647,-1.2070748805999756,-0.28921499848365784,-1.3994137048721313,0.38115960359573364,-1.6544113159179688,0.36884647607803345,-0.026407450437545776,-1.713595986366272,-1.4664324522018433,-1.1609692573547363,-1.227245807647705,1.3765089511871338,1.3622809648513794,-0.71284019947052,1.9081307649612427,0.6065886616706848,0.7564092874526978,0.896612823009491,1.6942869424819946,-0.06403226405382156,1.5243570804595947,0.0
17,-0.2577122747898102,-0.0895295962691307,1.1766542196273804,-1.1656945943832397,-0.2787212133407593,-1.4088003635406494,0.37812912464141846,-1.6317312717437744,0.3885290324687958,-0.039179012179374695,-1.7037087678909302,-1.4652680158615112,-1.1330516338348389,-1.2229958772659302,1.4010971784591675,1.3755789995193481,-0.7313753366470337,1.933391809463501,0.6048647165298462,0.7929554581642151,0.8758646249771118,1.6536041498184204,-0.06348223984241486,1.536331295967102,0.0
18,-0.22948876023292542,-0.06500518321990967,1.213912010192871,-1.1957281827926636,-0.3151848614215851,-1.4122425317764282,0.3754388988018036,-1.6503756046295166,0.37596362829208374,0.008915502578020096,-1.7041127681732178,-1.4585342407226562,-1.1705864667892456,-1.2130478620529175,1.4172477722167969,1.3833967447280884,-0.7280596494674683,1.950956106185913,0.6341304779052734,0.7662251591682434,0.8940912485122681,1.7362788915634155,-0.06038732826709747,1.5341962575912476,0.0
19,-0.21882688999176025,-0.02804245613515377,1.1795337200164795,-1.2228814363479614,-0.27887725830078125,-1.4366925954818726,0.37797290086746216,-1.6512099504470825,0.36672988533973694,-0.05748388543725014,-1.7088018655776978,-1.4412938356399536,-1.1198747158050537,-1.2522515058517456,1.4210538864135742,1.4155912399291992,-0.7282686829566956,1.9498368501663208,0.6317641139030457,0.7638574838638306,0.8950367569923401,1.705524206161499,-0.06660380959510803,1.5397071838378906,0.0
20,-0.25363391637802124,-0.05029667913913727,1.1583255529403687,-1.2059400081634521,-0.2731637954711914,-1.4195400476455688,0.38558799028396606,-1.6370632648468018,0.3808605670928955,-0.057237930595874786,-1.6878587007522583,-1.4506508111953735,-1.1237848997116089,-1.25479257106781,1.4475187063217163,1.4240202903747559,-0.733637273311615,1.9164185523986816,0.6246020197868347,0.7801405191421509,0.8680978417396545,1.6708507537841797,-0.07408768683671951,1.5396924018859863,0.0
21,-0.231037899851799,-0.05809241533279419,1.186987042427063,-1.2092491388320923,-0.27412909269332886,-1.4164329767227173,0.38293346762657166,-1.6321783065795898,0.35196295380592346,-0.028776327148079872,-1.7055282592773438,-1.4567155838012695,-1.1520988941192627,-1.235130786895752,1.4783048629760742,1.4242147207260132,-0.730353593826294,1.9387366771697998,0.6104707717895508,0.7852464318275452,0.8780311346054077,1.681130051612854,-0.06679509580135345,1.5374736785888672,0.0
22,-0.2752278447151184,-0.06298276782035828,1.157096028327942,-1.207994818687439,-0.29813119769096375,-1.4285457134246826,0.3566804826259613,-1.6395037174224854,0.3928803503513336,-0.03883136808872223,-1.6972938776016235,-1.4514096975326538,-1.1361353397369385,-1.24460768699646,1.4666502475738525,1.468076467514038,-0.7481223344802856,1.9497146606445312,0.6386041641235352,0.7571201324462891,0.8682202100753784,1.7125951051712036,-0.06752744317054749,1.5502597093582153,0.0
23,-0.22003324329853058,-0.05188411846756935,1.2102779150009155,-1.20148503780365,-0.3234330117702484,-1.4373255968093872,0.3700098991394043,-1.6558265686035156,0.35299625992774963,0.0045664310455322266,-1.706895351409912,-1.4939422607421875,-1.149587869644165,-1.250349760055542,1.4789738655090332,1.486510992050171,-0.7469155192375183,1.9702532291412354,0.6086209416389465,0.7657927870750427,0.852901041507721,1.7222105264663696,-0.07961961627006531,1.5446637868881226,0.0
24,-0.22094464302062988,-0.05556988716125488,1.1944599151611328,-1.2180150747299194,-0.29595643281936646,-1.4189362525939941,0.38515087962150574,-1.6411479711532593,0.3690202236175537,-0.015867363661527634,-1.7038383483886719,-1.4707759618759155,-1.1490278244018555,-1.2369908094406128,1.5104049444198608,1.4861085414886475,-0.7150055170059204,1.9289448261260986,0.5963034629821777,0.7812995910644531,0.8638126254081726,1.7197576761245728,-0.08527663350105286,1.5443623065948486,0.0
25,-0.22373494505882263,-0.03583685681223869,1.2097468376159668,-1.2184269428253174,-0.2578069865703583,-1.4150514602661133,0.3930063545703888,-1.640899419784546,0.3754628598690033,-0.05347048491239548,-1.7114595174789429,-1.4611883163452148,-1.1401259899139404,-1.2473700046539307,1.5257030725479126,1.5035400390625,-0.7069844007492065,1.941526174545288,0.6028858423233032,0.7975976467132568,0.8961196541786194,1.699334740638733,-0.0756472572684288,1.537517786026001,0.0
