epoch,train_loss
0,0.7208840429726548
1,0.6468867242285735
2,0.6262622773598382
3,0.6193552970837843
4,0.6148990571450832
5,0.6112201332998208
6,0.6080774187994181
7,0.6044366717291341
8,0.6033628821325848
9,0.6028059720945949
10,0.6026344001246102
11,0.602106398339336
12,0.6035110235167085
13,0.6028192281675928
14,0.6021258652163195
15,0.6031564116430845
16,0.6025389075232163
17,0.602091568703716
18,0.6026102364016185
19,0.6033205330324722
20,0.6021484613371537
21,0.6022890746546422
22,0.6022182464552561
23,0.6026417314959175
24,0.6023783922148375
25,0.6031000375700564
26,0.602090758080547
27,0.6029972970438578
28,0.6017214536619861
29,0.6036685168695972
30,0.6025242328596727
31,0.6033717155409405
32,0.602253770823542
33,0.6025538802099838
34,0.6025515437079085
35,0.6042027533007149
36,0.6021284520579028
37,0.6024600505781791
38,0.6024389505339287
39,0.6030398189974403
40,0.6036179959726861
41,0.6023475766134888
42,0.6029354095411881
43,0.6020822644186666
44,0.6021860420656843
45,0.6043064832640167
46,0.602758789057791
47,0.6023410499048859
48,0.6023662567091612
49,0.6024507224512718
50,0.6030225872946359
51,0.6027963042212123
52,0.6026036441279063
53,0.6022729992819464
54,0.6038839042139559
55,0.603208720679339
56,0.6026142358732829
57,0.6024538695765159
58,0.602866679425298
59,0.6026521146250373
