epoch,train_loss,val_loss,train_acc,val_acc
0,0.7082117238693834,0.7016666850913111,0.37499999995312505,0.41249999994843756
1,0.7070510421487988,0.700587659047233,0.41249999994843756,0.4374999999453125
2,0.705744488350431,0.6995206092936679,0.41249999994843756,0.4374999999453125
3,0.7044820597851644,0.6982072445849593,0.41249999994843756,0.44999999994375006
4,0.7024018427644071,0.6962152907057235,0.44999999994375006,0.5249999999343751
5,0.6984399907087079,0.6926632999305459,0.54999999993125,0.5874999999265625
6,0.6913934133853414,0.6882583983508463,0.6124999999234375,0.64999999991875
7,0.6826261839687301,0.684241352497887,0.6374999999203126,0.6624999999171876
8,0.6739751586569607,0.681199609685367,0.64999999991875,0.624999999921875
9,0.6666323055685386,0.6784627908381524,0.6624999999171876,0.574999999928125
10,0.6601932135196903,0.6757912018492258,0.6999999999125001,0.5374999999328125
11,0.654503167831312,0.6730090879683437,0.7624999999046875,0.5374999999328125
12,0.6501414635698921,0.670203105906409,0.7749999999031251,0.5874999999265625
13,0.6470595352745203,0.6675566205546654,0.7999999999,0.6124999999234375
14,0.6449352846167969,0.6656171434321403,0.8499999998937501,0.64999999991875
15,0.6435127846543257,0.6634836433286453,0.8374999998953125,0.6624999999171876
16,0.6421537193365366,0.6612577958782089,0.8499999998937501,0.6749999999156251
17,0.6413039181593868,0.6593499915341082,0.8999999998875001,0.6874999999140625
18,0.6409408151352487,0.6573969234630269,0.8999999998875001,0.7124999999109376
19,0.6411110960307047,0.6560196665189564,0.9124999998859376,0.724999999909375
20,0.6398053928174607,0.6552460854356255,0.8999999998875001,0.724999999909375
21,0.6393551352271493,0.653852532032142,0.8999999998875001,0.7374999999078126
22,0.6386956230226346,0.6525399347567316,0.8999999998875001,0.7749999999031251
23,0.6386213441567667,0.650482700580584,0.8999999998875001,0.8249999998968751
24,0.6386255691428151,0.6498949316989229,0.8999999998875001,0.8249999998968751
25,0.6378226252954851,0.6487648014242022,0.9124999998859376,0.8499999998937501
26,0.6375795240105921,0.6486228458347324,0.8999999998875001,0.8499999998937501
27,0.637368541020306,0.6477139418414297,0.9124999998859376,0.8624999998921876
28,0.6371401461159755,0.6472077292715085,0.8999999998875001,0.8624999998921876
29,0.6372828976727511,0.6457028430206992,0.9124999998859376,0.874999999890625
30,0.6369147077622629,0.6452448747562246,0.9124999998859376,0.874999999890625
31,0.6370409874347336,0.6455203865958232,0.9124999998859376,0.874999999890625
32,0.6369093000359545,0.6449561526387816,0.9124999998859376,0.8874999998890626
33,0.6372701524226524,0.6450038539160646,0.9124999998859376,0.8874999998890626
34,0.6371526090833994,0.6444880577196042,0.9249999998843751,0.8874999998890626
35,0.6366623748101748,0.6447029044323175,0.9124999998859376,0.8874999998890626
36,0.637043575353558,0.6448242061050153,0.9124999998859376,0.8874999998890626
37,0.6362722922714494,0.6442668022733276,0.8999999998875001,0.8874999998890626
38,0.6369694075017317,0.6439365264551838,0.9124999998859376,0.8874999998890626
39,0.6363608976042651,0.6443158819875037,0.9124999998859376,0.8874999998890626
