epoch,train_loss,val_loss,train_acc,val_acc
0,0.7358012014403719,0.701287077138474,0.1374999999828125,0.39999999995
1,0.682927936748297,0.6805301637156643,0.574999999928125,0.6124999999234375
2,0.6678189579341269,0.6769927984725352,0.64999999991875,0.6124999999234375
3,0.6659780809547865,0.6832343904046512,0.6374999999203126,0.624999999921875
4,0.6646245614371399,0.6790565920805566,0.6624999999171876,0.6374999999203126
5,0.6631736768263321,0.6701289008229494,0.64999999991875,0.724999999909375
6,0.661397216036825,0.6750014172582197,0.6749999999156251,0.6374999999203126
7,0.6596496882596118,0.6706865001565155,0.6874999999140625,0.7124999999109376
8,0.6579682052801955,0.6713696873156134,0.6999999999125001,0.5874999999265625
9,0.6560215219377054,0.6776584960759522,0.7124999999109376,0.64999999991875
10,0.6538100325054473,0.6689333125955811,0.7374999999078126,0.724999999909375
11,0.6512476457350356,0.660757643318692,0.7499999999062501,0.7374999999078126
12,0.6481486495490381,0.670237175525523,0.7624999999046875,0.64999999991875
13,0.6445948150143719,0.6758252342421657,0.7749999999031251,0.624999999921875
14,0.6411032598987048,0.6759359645770359,0.7999999999,0.5999999999250001
15,0.6383266960457953,0.6729241820464738,0.8124999998984376,0.624999999921875
16,0.6366726112006389,0.6514308502264314,0.7999999999,0.6749999999156251
17,0.6359033498897236,0.6541270183369164,0.8124999998984376,0.724999999909375
18,0.6354816110709943,0.6642501038068664,0.7999999999,0.64999999991875
19,0.6352267794308163,0.6553686370603629,0.7999999999,0.6749999999156251
20,0.6350661203015453,0.6488586748040449,0.7999999999,0.7124999999109376
21,0.6353179354221148,0.678891936591743,0.7999999999,0.5624999999296876
22,0.6350689681214171,0.661690984542887,0.8124999998984376,0.64999999991875
23,0.6351338825748043,0.6565593327333654,0.7999999999,0.6999999999125001
24,0.6351917438308206,0.671551579213273,0.8249999998968751,0.6374999999203126
25,0.6349138273334968,0.6569239847386525,0.8249999998968751,0.6874999999140625
26,0.634949391189157,0.6752181454925956,0.8249999998968751,0.64999999991875
27,0.634796517261257,0.6693760695180291,0.8124999998984376,0.624999999921875
28,0.6348061149784633,0.6491940636485143,0.8249999998968751,0.6999999999125001
29,0.6346862378595313,0.6660484298359644,0.8124999998984376,0.6124999999234375
30,0.6347125551119169,0.654704378025188,0.8249999998968751,0.6874999999140625
31,0.6346334563522869,0.6677724726159002,0.8249999998968751,0.6374999999203126
32,0.6344422383162212,0.6523155910897654,0.8124999998984376,0.7124999999109376
33,0.6342893955244883,0.6598503679754405,0.8249999998968751,0.6624999999171876
34,0.6341321312568863,0.6649032970024636,0.8249999998968751,0.6624999999171876
35,0.6341303677006778,0.6697763504985778,0.8249999998968751,0.574999999928125
36,0.633912802905817,0.6642840230834792,0.8249999998968751,0.6374999999203126
37,0.633629578019438,0.65599554054218,0.8249999998968751,0.64999999991875
38,0.6335059956401965,0.6582340066503015,0.8249999998968751,0.6749999999156251
39,0.6333069108631829,0.6446627929619823,0.8249999998968751,0.7124999999109376
