epoch,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,phi
0,-0.4303320050239563,-0.45460888743400574,0.4617302417755127,0.46783775091171265,-0.464339017868042,-0.44673311710357666,-0.4402253031730652,0.4766133427619934,-0.4763892889022827,0.4033486843109131,0.4782046675682068,0.46314573287963867,-0.4551866948604584,-0.3873431384563446,-0.4655980169773102,-0.4754585921764374,0.0
1,-0.6108196973800659,-0.6315446496009827,0.6449980139732361,0.6853132247924805,-0.659865140914917,-0.6141388416290283,-0.5683330297470093,0.7274356484413147,-0.6926066875457764,0.5289894938468933,0.6859105825424194,0.7037994265556335,-0.6402836441993713,-0.4047877788543701,-0.7151578664779663,-0.7264893651008606,0.0
2,-0.6838343143463135,-0.7478163838386536,0.7292699217796326,0.810021162033081,-0.7774190306663513,-0.6872738599777222,-0.6239162087440491,0.881528377532959,-0.8075642585754395,0.6066168546676636,0.8098273277282715,0.8392630219459534,-0.7523256540298462,-0.348132461309433,-0.8684595823287964,-0.881363034248352,0.0
3,-0.6885179281234741,-0.8165768384933472,0.7438873648643494,0.8557983040809631,-0.8180102705955505,-0.7178466320037842,-0.649444043636322,0.9447399377822876,-0.8456411957740784,0.6392063498497009,0.8524246215820312,0.8869298696517944,-0.782923698425293,-0.32293465733528137,-0.9243183732032776,-0.9453370571136475,0.0
4,-0.6384612321853638,-0.8401448130607605,0.7053048610687256,0.8408818244934082,-0.7992004752159119,-0.7181654572486877,-0.654610276222229,0.9368512630462646,-0.8263593316078186,0.6370384693145752,0.830625057220459,0.8671422600746155,-0.7504044771194458,-0.33470579981803894,-0.903891384601593,-0.9378292560577393,0.0
5,-0.6146595478057861,-0.9165378212928772,0.7113332748413086,0.8848803043365479,-0.8421666026115417,-0.7475289106369019,-0.6814414858818054,1.0001133680343628,-0.8649086952209473,0.6766304969787598,0.8689729571342468,0.9127888679504395,-0.7798777222633362,-0.28854942321777344,-0.9570320844650269,-1.0015602111816406,0.0
6,-0.571578860282898,-0.9654073119163513,0.6818665862083435,0.8877699375152588,-0.8402559161186218,-0.7573096752166748,-0.692270040512085,1.0127739906311035,-0.8578903079032898,0.6830525398254395,0.8641148805618286,0.9106481075286865,-0.7624715566635132,-0.28584960103034973,-0.9581006765365601,-1.0147947072982788,0.0
7,-0.5127310752868652,-1.0142407417297363,0.6436523199081421,0.8847119808197021,-0.8328395485877991,-0.7739513516426086,-0.7085012197494507,1.022632122039795,-0.8477371335029602,0.6875177621841431,0.8515132069587708,0.9021776914596558,-0.7330238223075867,-0.2981204390525818,-0.9517032504081726,-1.0258511304855347,0.0
8,-0.45390087366104126,-1.059378981590271,0.60463547706604,0.8814164996147156,-0.8265816569328308,-0.7834256291389465,-0.7187660932540894,1.0294747352600098,-0.8342728018760681,0.6891576051712036,0.8387913703918457,0.8915454149246216,-0.7101395130157471,-0.29834237694740295,-0.9462656378746033,-1.0333307981491089,0.0
9,-0.38937535881996155,-1.1025251150131226,0.555182933807373,0.8695368766784668,-0.8122782707214355,-0.7911155223846436,-0.72781902551651,1.0281699895858765,-0.8119341135025024,0.6853414177894592,0.8168228268623352,0.8705028891563416,-0.6778232455253601,-0.3096131682395935,-0.9321830868721008,-1.0331226587295532,0.0
