epoch,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,param_21,param_22,param_23,phi
0,-0.43421152234077454,0.5554774403572083,0.6244235634803772,-0.4760753810405731,0.16718122363090515,-0.28901320695877075,0.5331401824951172,-0.6239561438560486,-0.40665721893310547,-0.3848746120929718,-0.34998831152915955,-0.44515812397003174,0.35758936405181885,-0.4711514413356781,-0.00836685299873352,0.5551456809043884,-0.47344380617141724,0.44754084944725037,0.39806488156318665,0.43179792165756226,-0.4628039002418518,0.5667827129364014,-0.44867372512817383,0.5773892998695374,0.0
1,-0.3146803677082062,0.27717605233192444,1.0534204244613647,-0.4523167610168457,-0.4657898247241974,-0.5920009016990662,0.6808531880378723,-0.9763212203979492,-0.15330781042575836,-0.0007977522909641266,-0.5258909463882446,-0.6303171515464783,0.478525310754776,-0.03282023221254349,-0.050215043127536774,0.273608535528183,-0.7915863394737244,0.7857242226600647,0.5040804147720337,0.8314914107322693,0.055769916623830795,1.108690619468689,-0.2779883146286011,1.0622137784957886,0.0
2,-0.4559161067008972,-0.021136144176125526,1.212674617767334,-0.2661220133304596,-0.5388367176055908,-0.9171463847160339,0.47689294815063477,-1.3242342472076416,0.09273450076580048,-0.068350650370121,-1.023568868637085,-0.8969688415527344,0.5627829432487488,0.029780736193060875,0.17440389096736908,0.21770329773426056,-0.9895718097686768,1.1905471086502075,0.6528894305229187,1.2190196514129639,0.31226834654808044,1.3912973403930664,-0.012322014197707176,1.4602465629577637,0.0
3,-0.39249902963638306,-0.03432886675000191,1.1720905303955078,-0.3746057152748108,-0.164627343416214,-1.2738314867019653,0.3412911891937256,-1.5259917974472046,0.20985233783721924,-0.20564958453178406,-1.1276261806488037,-1.1103326082229614,0.41038739681243896,0.016977956518530846,0.21464651823043823,0.23032407462596893,-0.9663786888122559,1.4422129392623901,0.6700196266174316,1.3678759336471558,0.29597875475883484,1.5951437950134277,0.03683381527662277,1.5555157661437988,0.0
4,-0.5215917229652405,-0.13657456636428833,1.2177445888519287,-0.45057201385498047,0.17934167385101318,-1.651302456855774,0.24914498627185822,-1.587290644645691,0.3384024500846863,-0.23481348156929016,-1.1998021602630615,-1.1557676792144775,0.3746509253978729,-0.01705005019903183,0.17686136066913605,0.22091250121593475,-0.8657433390617371,1.613551378250122,0.6755877733230591,1.459843397140503,0.2085975706577301,1.6667537689208984,0.01313425786793232,1.5445530414581299,0.0
5,-0.5132610201835632,-0.12198160588741302,1.226304531097412,-0.5478835105895996,0.47422873973846436,-1.9292192459106445,0.2159029245376587,-1.5986688137054443,0.35711872577667236,-0.3062247931957245,-1.17728590965271,-1.1748214960098267,0.4781525135040283,0.02599472738802433,0.16331768035888672,0.17748962342739105,-0.745417058467865,1.7151895761489868,0.6600351929664612,1.547347068786621,0.1856585592031479,1.6884080171585083,-0.0052679311484098434,1.5317418575286865,0.0
6,-0.6186410188674927,-0.13590005040168762,1.2772756814956665,-0.5154491066932678,0.6562510132789612,-2.085958242416382,0.23292478919029236,-1.598350167274475,0.34048593044281006,-0.2685975134372711,-1.192076325416565,-1.1195708513259888,0.5848380923271179,0.07725439965724945,0.12539111077785492,0.12312014400959015,-0.644213080406189,1.7673945426940918,0.617196798324585,1.5438446998596191,0.1417630910873413,1.6568495035171509,-0.021740691736340523,1.5342000722885132,0.0
7,-0.6067934632301331,-0.1330808401107788,1.22246515750885,-0.5707933306694031,0.7544748187065125,-2.2140605449676514,0.25089383125305176,-1.5831904411315918,0.3399136960506439,-0.27411970496177673,-1.1321548223495483,-1.0762560367584229,0.6876900792121887,0.1356872171163559,0.08848999440670013,0.07532083988189697,-0.6233078241348267,1.8613605499267578,0.639663577079773,1.5625100135803223,0.15046679973602295,1.6490342617034912,-0.03576408699154854,1.530971884727478,0.0
8,-0.6271503567695618,-0.16619378328323364,1.262270450592041,-0.5868823528289795,0.8141822814941406,-2.277134895324707,0.24183163046836853,-1.5812846422195435,0.31688451766967773,-0.21971070766448975,-1.1665536165237427,-1.0434861183166504,0.7339280247688293,0.1999489814043045,0.02929215133190155,0.027873873710632324,-0.5520052313804626,1.8756484985351562,0.5970173478126526,1.4958150386810303,0.14685308933258057,1.6368061304092407,-0.028992921113967896,1.5497184991836548,0.0
9,-0.6715654134750366,-0.12030944228172302,1.2630839347839355,-0.562180757522583,0.8523930907249451,-2.284959077835083,0.289676308631897,-1.578623652458191,0.32064691185951233,-0.2467844933271408,-1.1300464868545532,-1.0838606357574463,0.78160560131073,0.24591907858848572,-0.04207095876336098,-0.012679822742938995,-0.532318651676178,1.8729782104492188,0.5808075070381165,1.5348414182662964,0.15045130252838135,1.6461858749389648,-0.027894731611013412,1.529915690422058,0.0
