epoch,train_loss
0,0.6531938938653652
1,0.6396085558722786
2,0.6482947347927603
3,0.6334721295442
4,0.6342358051144971
5,0.627082705340971
6,0.6173834322339598
7,0.6170586763269823
8,0.5954984961451469
9,0.6191576091887393
10,0.6178986696844306
11,0.6123277632851428
12,0.5939816443627274
13,0.6552496073992063
14,0.5969964890179643
15,0.590666684360657
16,0.5869568853102997
17,0.6061657933865521
18,0.5791397152883357
19,0.6126357136625301
20,0.6270534364801613
21,0.6171074239856996
22,0.5814728854633049
23,0.5997119663646594
24,0.6162921009907176
25,0.5913482128095451
26,0.6461454449468773
27,0.6161102263579277
28,0.604287111608114
29,0.6160298822770228
30,0.6164492873796478
31,0.6139885930672135
32,0.6125686465162457
33,0.5999775318791575
34,0.6255166767463918
35,0.5912523804616993
36,0.5982941894227607
37,0.6351552961668948
38,0.6081236062913742
39,0.5982943801576239
40,0.6014291106150998
41,0.5981635241205168
42,0.6013928292678341
43,0.600910630671954
44,0.6069946227940368
45,0.6114416329524176
46,0.5861881463254301
47,0.6098739384080173
48,0.623725893937582
49,0.5878466038426394
50,0.6254940776453308
51,0.5968788383899039
52,0.6058722822343581
53,0.6043384431281817
54,0.5952289281787532
55,0.6192829249741161
56,0.610051113214568
57,0.5959131328761911
58,0.5983835755282758
59,0.6060098199521429
