epoch,train_loss
0,1.7137805223331077
1,1.041475379458874
2,0.8496118068628693
3,0.7705819189488291
4,0.7339015722217445
5,0.7157310485783928
6,0.7061758339349891
7,0.7008114337866392
8,0.6978848099654036
9,0.6962469875758137
10,0.6952285230105445
11,0.6946787476485341
12,0.6944312572424997
13,0.6943655252402419
14,0.6941145658438815
15,0.6940819740241185
16,0.6939658105319167
17,0.6939874947016859
18,0.693972766393962
19,0.6941352903788697
20,0.6942420601790551
21,0.6939063191359669
22,0.6940947174971714
23,0.6939649999087477
24,0.6938380181735193
25,0.6939126193469196
26,0.6938786923831137
27,0.6937541603987855
28,0.6938016712611356
29,0.6938752114718588
30,0.6939602374976303
31,0.6937241315787478
32,0.6938097596114314
33,0.6937260508483095
34,0.6937638223117034
35,0.6936595201438118
36,0.6940226316397806
37,0.6935660123770889
38,0.6935521364157853
39,0.6937785923426787
40,0.6935005724375906
41,0.6935974776690655
42,0.6932877004092414
43,0.6945497870390991
44,0.6936696052497077
45,0.693309241527863
46,0.6936428487246683
47,0.6931365728324145
48,0.6934218943064876
49,0.6945007562583072
50,0.6943611919825667
51,0.6936578214114357
52,0.693348550791092
53,0.6936276495402507
54,0.6933185398524478
55,0.6928278744166607
56,0.6928158760016675
57,0.6927739918177842
58,0.6930463790839411
59,0.692967098945926
60,0.6929241657202946
61,0.6930970668738577
62,0.6924211382811811
63,0.6927908062880752
64,0.6924987971728583
65,0.6924211978858259
66,0.692434942716911
67,0.6920729339068704
68,0.6919035971110649
69,0.6930511891787744
70,0.6921204805320074
71,0.6925916969722046
72,0.6918382048552824
73,0.6922631263678828
74,0.69202035068925
75,0.6926990330165153
76,0.693056213850329
77,0.6923486530726704
78,0.6917135536616645
79,0.6923237621730123
