epoch,train_loss,val_loss,train_acc,val_acc
0,0.7016001080163455,0.6957520158056845,0.2,0.15
1,0.6926201981930211,0.6905517083375404,0.55,0.9
2,0.6884505091783822,0.6897032980382118,0.8,0.9
3,0.6878502064537239,0.6894490273214415,0.8,0.95
4,0.6875752279561579,0.6892058839790053,0.85,0.95
5,0.6873288776757888,0.6889606200746362,0.85,0.95
6,0.6871048793089161,0.6887818013165817,0.85,0.95
7,0.6869157070500218,0.6886422784550831,0.85,0.9
8,0.6867914294228651,0.6885445044081144,0.8,0.9
9,0.6866760307262754,0.6885075087759627,0.85,0.9
10,0.6865841746849392,0.6884516791389381,0.85,0.9
11,0.6865035221337246,0.6884191265565344,0.85,0.85
12,0.6863913023754874,0.6883746935066352,0.8,0.85
13,0.6862738839842761,0.6883329967717373,0.8,0.85
14,0.6861081372240468,0.6882688042887939,0.8,0.85
15,0.685903340997738,0.6881700378875845,0.75,0.8
16,0.685600601062547,0.6879503784998487,0.75,0.8
17,0.6851673094515154,0.6876692175661213,0.75,0.75
18,0.6846945679351691,0.6872026129678417,0.75,0.7
19,0.6842724087683634,0.6867740961955825,0.8,0.8
20,0.6838795365935461,0.6862492701517298,0.7,0.9
21,0.6836150223234799,0.6858550694078025,0.7,0.9
22,0.6834504447236729,0.6855202426326729,0.7,0.9
23,0.6832846677359775,0.6853219596950254,0.75,0.9
24,0.6832555947537412,0.685118521345021,0.75,0.9
25,0.6831623966366623,0.6849618674062501,0.75,0.9
26,0.6830943982956054,0.6848006336886157,0.75,0.9
27,0.6830265987232098,0.6846634855827036,0.75,0.9
28,0.6829502213507438,0.684620213834935,0.75,0.9
29,0.6829861034495767,0.684493040779382,0.75,0.9
30,0.6828532374771299,0.684324819757638,0.75,0.9
31,0.682792485352102,0.6842636108035235,0.75,0.9
32,0.6827807018003651,0.6841748707598849,0.75,0.9
33,0.682675695921381,0.684115413007189,0.8,0.9
34,0.6826366604772004,0.6840138083284064,0.8,0.85
35,0.6825486004403846,0.6839415491319517,0.8,0.85
36,0.6825200521452669,0.6838538648765567,0.8,0.85
37,0.6824363854081057,0.6837896201448553,0.8,0.85
38,0.682376899437801,0.683726041019538,0.8,0.85
39,0.6823340107768667,0.683633774135292,0.8,0.85
