dataset,N,seed,p_err,non_equivariance,reps,val_acc,val_aug_acc,training_time,epoch_time,convergence_epoch
mnist,320,8,0.05,4,2,0.8749999999726562,0.8749999999726562,68973.21296358109,1149.553549393018,16
mnist,320,9,0,4,2,0.8968749999719726,0.8968749999719726,3162.931909799576,52.71553182999293,9
mnist,320,9,0.001,4,2,0.8968749999719726,0.8968749999719726,67763.73939299583,1129.3956565499307,9
mnist,320,9,0.005,4,2,0.8968749999719726,0.8968749999719726,67537.42289185524,1125.623714864254,9
mnist,320,9,0.01,4,2,0.8968749999719726,0.8968749999719726,71542.27757573128,1192.3712929288547,19
mnist,320,9,0.015,4,2,0.8937499999720703,0.8937499999720703,68941.95314502716,1149.0325524171194,24
mnist,320,9,0.02,4,2,0.8874999999722656,0.8874999999722656,68921.04371762276,1148.6840619603793,24
mnist,320,9,0.025,4,2,0.8874999999722656,0.8874999999722656,70270.61095499992,1171.1768492499987,37
mnist,320,9,0.03,4,2,0.8749999999726562,0.8749999999726562,66633.12927937508,1110.5521546562513,24
mnist,320,9,0.035,4,2,0.8781249999725586,0.8781249999725586,69293.99430203438,1154.8999050339064,24
mnist,320,9,0.04,4,2,0.8749999999726562,0.8749999999726562,70224.55304598808,1170.4092174331347,24
mnist,320,9,0.045,4,2,0.8781249999725586,0.8781249999725586,66600.27112102509,1110.0045186837515,19
mnist,320,9,0.05,4,2,0.8749999999726562,0.8749999999726562,68259.27461886406,1137.6545769810677,19
mnist,320,10,0,4,2,0.8968749999719726,0.8968749999719726,3636.417624235153,60.60696040391922,19
mnist,320,10,0.001,4,2,0.8968749999719726,0.8968749999719726,60772.87594771385,1012.8812657952309,19
mnist,320,10,0.005,4,2,0.8968749999719726,0.8968749999719726,66492.44637084007,1108.2074395140012,19
mnist,320,10,0.01,4,2,0.8968749999719726,0.8968749999719726,68692.22023797035,1144.8703372995058,19
mnist,320,10,0.015,4,2,0.8968749999719726,0.8968749999719726,68702.98770427704,1145.049795071284,19
mnist,320,10,0.02,4,2,0.8718749999727539,0.8718749999727539,70177.39183950424,1169.6231973250708,19
mnist,320,10,0.025,4,2,0.8718749999727539,0.8718749999727539,68288.46076893806,1138.1410128156344,9
mnist,320,10,0.03,4,2,0.8749999999726562,0.8749999999726562,69680.85321807861,1161.3475536346436,9
mnist,320,10,0.035,4,2,0.8781249999725586,0.8781249999725586,66957.81305527687,1115.9635509212812,9
mnist,320,10,0.04,4,2,0.8749999999726562,0.8749999999726562,68816.42508482933,1146.9404180804888,19
mnist,320,10,0.045,4,2,0.8781249999725586,0.8781249999725586,68842.53722286224,1147.3756203810374,16
mnist,320,10,0.05,4,2,0.8749999999726562,0.8749999999726562,69341.3676636219,1155.6894610603651,16
