dataset,N,seed,p_err,non_equivariance,reps,val_acc,val_aug_acc,training_time,epoch_time,convergence_epoch
mnist,1280,5,0,4,3,0.8921874999930298,0.8921874999930298,27819.48908519745,463.6581514199575,18
mnist,320,6,0,3,3,0.9749999999695312,0.6468749999797851,4962.686213970184,82.71143689950307,12
mnist,320,6,0,4,1,0.6124999999808594,0.6124999999808594,6458.279897928238,107.63799829880396,19
mnist,5120,3,0,4,2,0.8719879518028515,0.8719879518028515,94492.14518690109,1574.8690864483515,17
mnist,320,6,0,4,2,0.8687499999728515,0.8687499999728515,6154.72713637352,102.57878560622534,19
mnist,5120,4,0,3,3,0.9718875501959243,0.6691767068239499,58055.72100901604,967.5953501502673,9
mnist,320,6,0,4,3,0.8468749999735351,0.8468749999735351,6282.39221906662,104.70653698444366,19
mnist,2560,5,0,3,2,0.9603413654570264,0.6094377510009567,30567.073565006256,509.4512260834376,16
mnist,2560,5,0,3,3,0.9779116465814363,0.6731927710809579,32360.20600247383,539.3367667078971,16
mnist,640,6,0,3,1,0.9484374999851807,0.6624999999896485,8802.110315084457,146.70183858474095,12
mnist,640,6,0,3,3,0.9593749999850097,0.6703124999895264,8585.826597690582,143.09710996150972,14
mnist,5120,4,0,3,2,0.9226907630475769,0.7008032128478876,67071.59548854828,1117.859924809138,11
mnist,640,6,0,3,2,0.7249999999886718,0.6015624999906006,11374.944216012955,189.5824036002159,18
mnist,640,6,0,4,1,0.5968749999906738,0.5968749999906738,11279.457335472107,187.99095559120178,18
mnist,640,6,0,4,2,0.9078124999858154,0.9078124999858154,12459.904330968857,207.66507218281427,12
mnist,2560,5,0,4,1,0.5983935742941848,0.5983935742941848,39921.51048207283,665.3585080345472,12
mnist,2560,5,0,3,1,0.9618473895534044,0.6772088353379658,43233.40911102295,720.5568185170491,21
mnist,640,6,0,4,3,0.8562499999866211,0.8562499999866211,14270.232380867004,237.8372063477834,20
mnist,1280,6,0,3,2,0.8085937499936829,0.6437499999949707,14085.549629926682,234.75916049877802,12
mnist,5120,4,0,3,1,0.9457831325253726,0.6752008032094619,76795.19047641754,1279.9198412736257,17
mnist,1280,6,0,3,1,0.9664062499924501,0.6562499999948731,15880.04905629158,264.66748427152635,21
mnist,1280,6,0,3,3,0.9843749999923097,0.6695312499947693,19968.3692650795,332.80615441799165,11
mnist,5120,3,0,4,3,0.7058232931691475,0.7058232931691475,115990.11240124702,1933.1685400207837,37
mnist,20,7,0,3,1,0.8499999995749999,0.549999999725,321.4343762397766,5.357239603996277,13
mnist,20,7,0,3,2,0.8499999995749999,0.49999999975,311.4528548717499,5.190880914529164,13
mnist,2560,5,0,4,2,0.8805220883489934,0.8805220883489934,52275.654030799866,871.2609005133311,32
mnist,20,7,0,3,3,0.8499999995749999,0.49999999975,317.3414783477783,5.2890246391296385,13
mnist,20,7,0,4,1,0.549999999725,0.549999999725,315.1735956668854,5.252893261114756,47
mnist,20,7,0,4,2,0.649999999675,0.649999999675,402.0246014595032,6.700410024325053,13
mnist,20,7,0,4,3,0.749999999625,0.749999999625,346.63934230804443,5.77732237180074,28
mnist,40,7,0,3,1,0.92499999976875,0.6499999998375,511.17747139930725,8.519624523321788,13
mnist,40,7,0,3,2,0.59999999985,0.62499999984375,479.4283347129822,7.9904722452163695,13
mnist,40,7,0,3,3,0.92499999976875,0.72499999981875,520.0601568222046,8.667669280370076,24
mnist,40,7,0,4,1,0.6999999998249999,0.6999999998249999,621.8929600715637,10.364882667859396,48
mnist,1280,6,0,4,1,0.6007812499953065,0.6007812499953065,24674.310228586197,411.23850380976995,15
mnist,40,7,0,4,2,0.8499999997875,0.8499999997875,735.6767792701721,12.261279654502868,13
mnist,40,7,0,4,3,0.72499999981875,0.72499999981875,689.222249507904,11.4870374917984,59
mnist,2560,5,0,4,3,0.8463855421644259,0.8463855421644259,53041.6178290844,884.0269638180732,9
mnist,80,7,0,3,1,0.9624999998796876,0.724999999909375,1275.0520639419556,21.250867732365926,8
mnist,80,7,0,3,2,0.5999999999250001,0.54999999993125,1014.6724271774292,16.91120711962382,17
mnist,80,7,0,3,3,0.9499999998812501,0.7499999999062501,975.6083137989044,16.260138563315074,37
mnist,80,7,0,4,1,0.6124999999234375,0.6124999999234375,1228.7878637313843,20.479797728856404,25
mnist,80,7,0,4,2,0.974999999878125,0.974999999878125,1577.932214975357,26.298870249589285,17
mnist,80,7,0,4,3,0.874999999890625,0.874999999890625,1484.9348537921906,24.748914229869843,33
mnist,1280,6,0,4,3,0.8554687499933167,0.8554687499933167,25444.456715345383,424.0742785890897,18
mnist,160,7,0,3,1,0.9624999999398437,0.6687499999582031,1958.4482471942902,32.640804119904836,21
mnist,160,7,0,3,2,0.69999999995625,0.5812499999636719,1945.5939736366272,32.42656622727712,32
mnist,160,7,0,3,3,0.9812499999386718,0.7312499999542968,2646.198737859726,44.1033122976621,17
mnist,160,7,0,4,1,0.6124999999617187,0.6124999999617187,2942.0340490341187,49.03390081723531,21
mnist,160,7,0,4,2,0.9062499999433593,0.9062499999433593,3232.9704411029816,53.88284068504969,21
mnist,160,7,0,4,3,0.9437499999410156,0.9437499999410156,2966.7604529857635,49.446007549762726,27
mnist,1280,6,0,4,2,0.9054687499929261,0.9054687499929261,30780.326179504395,513.0054363250732,12
mnist,320,7,0,3,1,0.9656249999698242,0.6312499999802734,4127.766517877579,68.79610863129298,24
mnist,320,7,0,3,2,0.9218749999711914,0.5468749999829101,3949.2732598781586,65.8212209979693,19
mnist,320,7,0,3,3,0.9812499999693359,0.6687499999791016,5561.396465778351,92.68994109630584,9
mnist,320,7,0,4,1,0.6124999999808594,0.6124999999808594,6482.858080625534,108.04763467709223,19
mnist,2560,6,0,3,2,0.9603413654570264,0.6094377510009567,33157.40373110771,552.6233955184618,16
mnist,320,7,0,4,2,0.7749999999757813,0.7749999999757813,6326.786084651947,105.44643474419912,37
mnist,2560,6,0,3,1,0.9618473895534044,0.6772088353379658,36623.568053007126,610.3928008834521,21
mnist,320,7,0,4,3,0.8562499999732421,0.8562499999732421,7493.971482038498,124.89952470064163,32
mnist,640,7,0,3,1,0.9484374999851807,0.6624999999896485,8618.968214988708,143.6494702498118,12
mnist,5120,4,0,4,1,0.585843373491035,0.585843373491035,101390.85060691833,1689.8475101153056,17
mnist,640,7,0,3,2,0.9156249999856934,0.7031249999890137,8745.607845306396,145.76013075510662,31
mnist,5120,4,0,4,3,0.7670682730885188,0.7670682730885188,99091.9054479599,1651.5317574659982,22
mnist,5120,5,0,3,1,0.9452811244932466,0.6752008032094619,69004.91566896439,1150.0819278160732,17
mnist,5120,4,0,4,2,0.9031124497946631,0.9031124497946631,100782.87973546982,1679.7146622578302,17
mnist,5120,5,0,3,2,0.9558232931678925,0.6089357429688307,68213.54513502121,1136.8924189170202,17
mnist,640,7,0,3,3,0.9578124999850341,0.671874999989502,8599.971523284912,143.3328587214152,14
mnist,640,7,0,4,1,0.5968749999906738,0.5968749999906738,11742.91810464859,195.71530174414318,18
mnist,2560,6,0,4,1,0.5983935742941848,0.5983935742941848,43771.82301688194,729.5303836146991,16
mnist,640,7,0,4,2,0.8765624999863036,0.8765624999863036,13042.254214525223,217.37090357542039,27
mnist,640,7,0,4,3,0.8703124999864014,0.8703124999864014,13130.800565242767,218.84667608737945,46
mnist,2560,6,0,3,3,0.9774096385493103,0.673694779113084,47744.090242147446,795.7348373691241,16
mnist,5120,5,0,3,3,0.9533132530072626,0.6470883534104063,77461.77921772003,1291.0296536286671,17
mnist,1280,7,0,3,2,0.9414062499926453,0.5578124999956421,15310.19538283348,255.16992304722467,18
mnist,1280,7,0,3,1,0.9664062499924501,0.6562499999948731,15870.609214544296,264.5101535757383,21
mnist,2560,6,0,4,3,0.8855421686702534,0.8855421686702534,47793.57875585556,796.559645930926,16
mnist,20,8,0,3,1,0.8499999995749999,0.549999999725,195.73362827301025,3.2622271378835044,13
mnist,20,8,0,3,2,0.8499999995749999,0.49999999975,200.10644102096558,3.335107350349426,13
mnist,20,8,0,3,3,0.749999999625,0.549999999725,206.1017246246338,3.4350287437438967,32
mnist,20,8,0,4,1,0.549999999725,0.549999999725,273.23086500167847,4.553847750027974,60
mnist,20,8,0,4,2,0.6999999996499999,0.6999999996499999,288.2952902317047,4.804921503861745,32
mnist,20,8,0,4,3,0.549999999725,0.549999999725,301.9849991798401,5.0330833196640015,29
mnist,1280,7,0,3,3,0.9757812499923768,0.649218749994928,17202.669695854187,286.7111615975698,12
mnist,2560,6,0,4,2,0.9016064256982852,0.9016064256982852,50191.86695146561,836.5311158577601,7
mnist,40,8,0,3,1,0.97499999975625,0.62499999984375,403.7003130912781,6.7283385515213014,13
mnist,40,8,0,3,2,0.7499999998125,0.59999999985,412.7463011741638,6.879105019569397,13
mnist,40,8,0,3,3,0.92499999976875,0.72499999981875,458.95956778526306,7.649326129754384,24
mnist,40,8,0,4,1,0.6999999998249999,0.6999999998249999,538.1622233390808,8.96937038898468,48
mnist,40,8,0,4,2,0.77499999980625,0.77499999980625,565.4465756416321,9.424109594027202,13
mnist,40,8,0,4,3,0.9499999997624999,0.9499999997624999,671.0573432445526,11.184289054075878,13
mnist,80,8,0,3,1,0.9624999998796876,0.724999999909375,821.0253512859344,13.683755854765574,8
mnist,80,8,0,3,2,0.8999999998875001,0.6749999999156251,823.565798997879,13.726096649964651,17
mnist,80,8,0,3,3,0.9624999998796876,0.6999999999125001,925.2802393436432,15.421337322394054,17
mnist,5120,5,0,4,1,0.5853413654589089,0.5853413654589089,83483.44723153114,1391.3907871921858,11
mnist,80,8,0,4,1,0.6124999999234375,0.6124999999234375,1092.0264296531677,18.20044049421946,25
mnist,80,8,0,4,2,0.9374999998828126,0.9374999998828126,1448.6975960731506,24.14495993455251,36
mnist,80,8,0,4,3,0.7749999999031251,0.7749999999031251,1376.7153408527374,22.945255680878958,22
mnist,160,8,0,3,2,0.8624999999460937,0.6374999999601563,1628.8532917499542,27.147554862499238,21
mnist,160,8,0,3,1,0.9624999999398437,0.6687499999582031,2327.894470691681,38.79824117819468,21
mnist,160,8,0,3,3,0.9874999999382812,0.7062499999558594,1817.177447795868,30.2862907965978,17
mnist,1280,7,0,4,1,0.6007812499953065,0.6007812499953065,21803.713447332382,363.39522412220634,15
mnist,160,8,0,4,1,0.6124999999617187,0.6124999999617187,2765.783971786499,46.096399529774985,21
mnist,160,8,0,4,2,0.9062499999433593,0.9062499999433593,2279.7340455055237,37.99556742509206,21
mnist,160,8,0,4,3,0.9124999999429687,0.9124999999429687,3615.8146398067474,60.263577330112454,49
mnist,320,8,0,3,1,0.9656249999698242,0.6312499999802734,3331.313136577606,55.52188560962677,16
mnist,5120,6,0,3,2,0.9226907630475769,0.7008032128478876,58754.50963759422,979.2418272932371,11
mnist,1280,7,0,4,3,0.8578124999932984,0.8578124999932984,25202.079043149948,420.0346507191658,37
mnist,320,8,0,3,2,0.8937499999720703,0.6374999999800781,5105.636242389679,85.09393737316131,19
mnist,320,8,0,4,1,0.6124999999808594,0.6124999999808594,4346.902396440506,72.44837327400843,19
mnist,320,8,0,3,3,0.9781249999694336,0.6437499999798828,4818.660571098328,80.31100951830545,24
mnist,5120,6,0,3,3,0.9718875501959243,0.6691767068239499,58872.32990336418,981.205498389403,11
mnist,1280,7,0,4,2,0.9054687499929261,0.9054687499929261,28584.44330596924,476.40738843282065,12
mnist,2560,7,0,3,1,0.9618473895534044,0.6772088353379658,27952.217987775803,465.8702997962634,21
mnist,320,8,0,4,3,0.8562499999732421,0.8562499999732421,4985.9651074409485,83.09941845734915,31
mnist,320,8,0,4,2,0.899999999971875,0.899999999971875,6780.141633987427,113.00236056645711,24
mnist,640,8,0,3,1,0.9484374999851807,0.6624999999896485,6760.118678569794,112.66864464282989,12
mnist,2560,7,0,3,2,0.9603413654570264,0.6094377510009567,32355.622248649597,539.2603708108267,16
mnist,640,8,0,3,2,0.9156249999856934,0.7031249999890137,8789.952120780945,146.49920201301575,14
mnist,640,8,0,3,3,0.9515624999851319,0.6578124999897217,8411.187155485153,140.18645259141923,22
mnist,5120,5,0,4,3,0.7926706827269445,0.7926706827269445,101461.83983111382,1691.0306638518969,11
mnist,640,8,0,4,1,0.5968749999906738,0.5968749999906738,8987.156575202942,149.78594292004902,18
mnist,640,8,0,4,3,0.8624999999865234,0.8624999999865234,10815.785630702972,180.26309384504955,20
mnist,640,8,0,4,2,0.9078124999858154,0.9078124999858154,12308.475680828094,205.1412613471349,20
mnist,5120,5,0,4,2,0.9026104417625371,0.9026104417625371,106677.38319778442,1777.9563866297403,17
mnist,2560,7,0,3,3,0.9774096385493103,0.673694779113084,40230.206634521484,670.5034439086915,16
mnist,1280,8,0,3,2,0.8085937499936829,0.6437499999949707,15303.052246332169,255.0508707722028,12
mnist,1280,8,0,3,1,0.9664062499924501,0.6562499999948731,16879.280844449997,281.32134740749996,12
mnist,1280,8,0,3,3,0.9749999999923828,0.6617187499948304,17443.700300216675,290.7283383369446,23
mnist,5120,6,0,3,1,0.9457831325253726,0.6752008032094619,82108.89041614532,1368.4815069357553,17
mnist,1280,8,0,4,1,0.6007812499953065,0.6007812499953065,19728.750165224075,328.8125027537346,12
mnist,20,9,0,3,1,0.9499999995249999,0.549999999725,228.47960567474365,3.807993427912394,13
mnist,20,9,0,3,2,0.6999999996499999,0.549999999725,234.6776704788208,3.9112945079803465,32
mnist,20,9,0,3,3,0.749999999625,0.549999999725,233.06365036964417,3.884394172827403,32
mnist,20,9,0,4,1,0.449999999775,0.449999999775,299.0554633140564,4.98425772190094,60
mnist,20,9,0,4,2,0.6999999996499999,0.6999999996499999,314.6170461177826,5.243617435296376,13
mnist,20,9,0,4,3,0.749999999625,0.749999999625,334.75670409202576,5.579278401533762,28
mnist,40,9,0,3,1,0.92499999976875,0.67499999983125,459.0715491771698,7.651192486286163,24
mnist,40,9,0,3,2,0.59999999985,0.62499999984375,464.33702278137207,7.738950379689535,13
mnist,2560,7,0,4,1,0.5983935742941848,0.5983935742941848,51861.354398965836,864.3559066494306,16
mnist,40,9,0,3,3,0.99999999975,0.6499999998375,466.98414421081543,7.783069070180257,24
mnist,40,9,0,4,1,0.6999999998249999,0.6999999998249999,628.7552478313446,10.47925413052241,53
mnist,40,9,0,4,2,0.9499999997624999,0.9499999997624999,631.4361910820007,10.523936518033345,13
mnist,40,9,0,4,3,0.7499999998125,0.7499999998125,704.5624816417694,11.742708027362823,42
mnist,1280,8,0,4,2,0.9054687499929261,0.9054687499929261,22317.305679559708,371.95509465932844,12
mnist,80,9,0,3,1,0.9124999998859376,0.5624999999296876,924.1843910217285,15.403073183695476,17
mnist,80,9,0,3,2,0.5999999999250001,0.54999999993125,982.4833736419678,16.374722894032796,17
mnist,80,9,0,3,3,0.9499999998812501,0.7499999999062501,919.770836353302,15.3295139392217,37
mnist,2560,7,0,4,2,0.8925702811200172,0.8925702811200172,49945.460946798325,832.4243491133054,9
mnist,80,9,0,4,1,0.6124999999234375,0.6124999999234375,1210.5972340106964,20.17662056684494,26
mnist,80,9,0,4,2,0.9374999998828126,0.9374999998828126,1419.4532401561737,23.657554002602897,17
mnist,80,9,0,4,3,0.8124999998984376,0.8124999998984376,1225.5566112995148,20.425943521658578,35
mnist,160,9,0,3,1,0.9624999999398437,0.6687499999582031,1724.2951741218567,28.738252902030943,21
mnist,160,9,0,3,2,0.8624999999460937,0.6374999999601563,1915.0112500190735,31.916854166984557,21
mnist,160,9,0,3,3,0.9749999999390625,0.69999999995625,2836.444744825363,47.274079080422716,32
mnist,160,9,0,4,1,0.6124999999617187,0.6124999999617187,3076.147438764572,51.269123979409535,21
mnist,160,9,0,4,2,0.9062499999433593,0.9062499999433593,3047.899820327759,50.79833033879598,21
mnist,1280,8,0,4,3,0.8570312499933045,0.8570312499933045,27627.988825321198,460.46648042201997,18
mnist,160,9,0,4,3,0.9374999999414062,0.9374999999414062,3619.2823300361633,60.32137216726939,21
mnist,2560,7,0,4,3,0.8514056224856857,0.8514056224856857,56250.41310834885,937.5068851391475,26
mnist,5120,6,0,4,1,0.585843373491035,0.585843373491035,94521.11656451225,1575.351942741871,15
mnist,320,9,0,3,1,0.9406249999706054,0.5718749999821289,4090.3412573337555,68.17235428889593,16
mnist,320,9,0,3,2,0.9218749999711914,0.5468749999829101,4869.953589439392,81.1658931573232,19
mnist,320,9,0,3,3,0.9812499999693359,0.6312499999802734,4318.611448287964,71.97685747146606,38
mnist,5120,6,0,4,2,0.8719879518028515,0.8719879518028515,96552.48414349556,1609.2080690582593,9
mnist,2560,8,0,3,1,0.9618473895534044,0.6772088353379658,31458.733149766922,524.3122191627821,13
mnist,2560,8,0,3,2,0.9011044176661591,0.6992971887515096,32187.37228536606,536.456204756101,15
mnist,320,9,0,4,1,0.6124999999808594,0.6124999999808594,5672.104533672333,94.53507556120555,19
mnist,2560,8,0,3,3,0.9623493975855304,0.665662650599068,31573.00874519348,526.2168124198913,16
mnist,320,9,0,4,2,0.8968749999719726,0.8968749999719726,5453.54626750946,90.89243779182434,9
mnist,320,9,0,4,3,0.8562499999732421,0.8562499999732421,6573.273982524872,109.55456637541452,22
mnist,640,9,0,3,1,0.9515624999851319,0.6203124999903076,7590.624691963196,126.51041153271993,12
mnist,640,9,0,3,3,0.9718749999848144,0.664062499989624,7804.9018087387085,130.0816968123118,47
mnist,640,9,0,3,2,0.9531249999851074,0.5859374999908448,10092.097968816757,168.20163281361263,20
mnist,640,9,0,4,2,0.917187499985669,0.917187499985669,9658.215885162354,160.9702647527059,20
mnist,5120,7,0,3,1,0.9457831325253726,0.6752008032094619,69432.23023176193,1157.2038371960323,17
mnist,640,9,0,4,1,0.5968749999906738,0.5968749999906738,12241.397645711899,204.0232940951983,18
mnist,640,9,0,4,3,0.818749999987207,0.818749999987207,11684.987399101257,194.74978998502095,20
mnist,5120,7,0,3,2,0.9558232931678925,0.6089357429688307,72382.4392926693,1206.373988211155,17
mnist,2560,8,0,4,2,0.8925702811200172,0.8925702811200172,43609.30041861534,726.8216736435891,16
mnist,2560,8,0,4,1,0.5983935742941848,0.5983935742941848,46352.301396369934,772.5383566061656,13
mnist,1280,9,0,3,1,0.9421874999926393,0.5992187499953187,15070.666181087494,251.17776968479157,12
mnist,1280,9,0,3,3,0.9749999999923828,0.6617187499948304,15240.240639448166,254.00401065746942,12
mnist,1280,9,0,3,2,0.9414062499926453,0.5578124999956421,16503.9330534935,275.0655508915583,18
mnist,2560,8,0,4,3,0.8855421686702534,0.8855421686702534,46634.84619832039,777.2474366386731,57
mnist,20,10,0,3,1,0.7999999996,0.549999999725,313.7181227207184,5.22863537867864,13
mnist,20,10,0,3,2,0.6999999996499999,0.549999999725,245.59930038452148,4.093321673075358,32
mnist,20,10,0,3,3,0.8499999995749999,0.549999999725,279.9830186367035,4.666383643945058,13
mnist,20,10,0,4,1,0.549999999725,0.549999999725,351.87763595581055,5.864627265930176,60
mnist,20,10,0,4,2,0.649999999675,0.649999999675,370.78775811195374,6.179795968532562,29
mnist,5120,7,0,3,3,0.9718875501959243,0.6912650602374937,78786.936804533,1313.1156134088835,9
mnist,20,10,0,4,3,0.6999999996499999,0.6999999996499999,370.6447424888611,6.1774123748143515,32
mnist,40,10,0,3,1,0.92499999976875,0.6499999998375,517.3657958507538,8.62276326417923,13
mnist,40,10,0,3,2,0.7499999998125,0.6499999998375,570.3054802417755,9.505091337362925,23
mnist,40,10,0,3,3,0.9499999997624999,0.72499999981875,524.2591779232025,8.737652965386708,23
mnist,40,10,0,4,1,0.6999999998249999,0.6999999998249999,685.0968308448792,11.418280514081319,53
mnist,40,10,0,4,2,0.899999999775,0.899999999775,693.9035658836365,11.56505943139394,13
mnist,40,10,0,4,3,0.77499999980625,0.77499999980625,767.676807641983,12.794613460699717,23
mnist,80,10,0,3,1,0.9499999998812501,0.7374999999078126,867.8282494544983,14.463804157574971,44
mnist,80,10,0,3,2,0.8999999998875001,0.6624999999171876,1068.7498569488525,17.81249761581421,26
mnist,80,10,0,3,3,0.974999999878125,0.7374999999078126,891.0109264850616,14.850182108084361,8
mnist,80,10,0,4,1,0.6124999999234375,0.6124999999234375,1364.8793008327484,22.747988347212473,35
mnist,1280,9,0,4,1,0.6007812499953065,0.6007812499953065,24638.512034893036,410.64186724821724,12
mnist,80,10,0,4,2,0.9249999998843751,0.9249999998843751,1412.548318862915,23.542471981048585,17
mnist,80,10,0,4,3,0.7749999999031251,0.7749999999031251,1436.6150679588318,23.94358446598053,22
mnist,160,10,0,3,2,0.8624999999460937,0.6374999999601563,2035.5898706912994,33.92649784485499,17
mnist,160,10,0,3,1,0.9624999999398437,0.6687499999582031,2473.4311017990112,41.223851696650186,32
mnist,160,10,0,3,3,0.9874999999382812,0.7062499999558594,1706.242970943451,28.437382849057517,17
mnist,5120,6,0,4,3,0.8664658634494656,0.8664658634494656,121450.5779414177,2024.1762990236282,44
mnist,160,10,0,4,1,0.6124999999617187,0.6124999999617187,2605.5931446552277,43.42655241092046,21
mnist,1280,9,0,4,3,0.8578124999932984,0.8578124999932984,25787.950890302658,429.7991815050443,37
mnist,1280,9,0,4,2,0.9054687499929261,0.9054687499929261,29482.950999498367,491.38251665830614,18
mnist,160,10,0,4,3,0.8624999999460937,0.8624999999460937,2789.130556344986,46.48550927241643,39
mnist,160,10,0,4,2,0.9062499999433593,0.9062499999433593,3415.9034390449524,56.93172398408254,21
mnist,320,10,0,3,1,0.9656249999698242,0.6312499999802734,4468.292184114456,74.4715364019076,24
mnist,2560,9,0,3,1,0.9563253012000185,0.6260040160611144,27733.181265830994,462.2196877638499,13
mnist,320,10,0,3,2,0.8968749999719726,0.6374999999800781,3703.572035551071,61.726200592517856,24
mnist,320,10,0,3,3,0.9874999999691406,0.6437499999798828,4428.8273384571075,73.81378897428513,24
mnist,320,10,0,4,2,0.8968749999719726,0.8968749999719726,5109.675932645798,85.16126554409662,19
mnist,320,10,0,4,3,0.8468749999735351,0.8468749999735351,6775.5337862968445,112.92556310494741,28
mnist,320,10,0,4,1,0.6124999999808594,0.6124999999808594,7424.242470026016,123.7373745004336,19
mnist,5120,8,0,3,1,0.9452811244932466,0.6752008032094619,66354.76999926567,1105.9128333210945,11
mnist,640,10,0,3,2,0.917187499985669,0.7031249999890137,6595.984431505203,109.93307385842006,14
mnist,5120,7,0,4,1,0.585843373491035,0.585843373491035,97981.56205892563,1633.026034315427,15
mnist,640,10,0,3,3,0.9593749999850097,0.6703124999895264,7061.488263845444,117.69147106409073,14
mnist,2560,9,0,3,3,0.9653614457782864,0.6596385542135561,32245.097766160965,537.4182961026828,26
mnist,640,10,0,3,1,0.9484374999851807,0.6624999999896485,8961.4780626297,149.357967710495,20
mnist,2560,9,0,3,2,0.9603413654570264,0.6094377510009567,35793.802662849426,596.5633777141571,16
s




mnist,5120,8,0,3,3,0.9568273092321445,0.6636546184705641,67826.95012879372,1130.4491688132287,17
mnist,640,10,0,4,1,0.5968749999906738,0.5968749999906738,10203.791726589203,170.06319544315338,18
mnist,5120,7,0,4,3,0.8785140562204894,0.8785140562204894,101043.94563150406,1684.0657605250676,28
mnist,5120,7,0,4,2,0.8719879518028515,0.8719879518028515,101864.87617516518,1697.7479362527529,9
mnist,640,10,0,4,2,0.8765624999863036,0.8765624999863036,10168.041534900665,169.4673589150111,27
s




mnist,2560,9,0,4,1,0.5978915662620589,0.5978915662620589,38683.65749359131,644.7276248931885,15
mnist,5120,8,0,3,2,0.9226907630475769,0.7008032128478876,74143.460490942,1235.7243415157,11
mnist,640,10,0,4,3,0.8140624999872803,0.8140624999872803,10268.512508392334,171.14187513987224,20
mnist,1280,10,0,3,1,0.9664062499924501,0.6562499999948731,13518.084678888321,225.30141131480534,21
mnist,1280,10,0,3,2,0.8085937499936829,0.6437499999949707,13903.949226856232,231.73248711427053,15
mnist,1280,10,0,3,3,0.9851562499923036,0.6695312499947693,13260.911224842072,221.0151870807012,11
mnist,2560,9,0,4,2,0.9016064256982852,0.9016064256982852,43339.861731767654,722.3310288627943,16
mnist,2560,9,0,4,3,0.8709839357385996,0.8709839357385996,47452.83819770813,790.8806366284688,16
mnist,1280,10,0,4,1,0.6007812499953065,0.6007812499953065,17951.37374830246,299.1895624717077,15
mnist,1280,10,0,4,2,0.9054687499929261,0.9054687499929261,19844.55611562729,330.7426019271215,12
mnist,5120,8,0,4,1,0.585843373491035,0.585843373491035,85588.01542592049,1426.4669237653413,11
mnist,1280,10,0,4,3,0.9187499999928224,0.9187499999928224,23851.675060272217,397.5279176712036,29
mnist,5120,8,0,4,2,0.9031124497946631,0.9031124497946631,89507.71206641197,1491.7952011068662,17
mnist,2560,10,0,3,1,0.9618473895534044,0.6772088353379658,28148.55736064911,469.1426226774851,21
mnist,2560,10,0,3,3,0.9703815260995463,0.657128514052926,27366.30899786949,456.10514996449155,30
mnist,5120,9,0,3,2,0.9558232931678925,0.6089357429688307,57486.787771463394,958.1131295243899,17
mnist,2560,10,0,3,2,0.9011044176661591,0.6992971887515096,33545.62173867226,559.0936956445377,15
mnist,5120,9,0,3,1,0.9618473895534044,0.6531124497959181,66356.27598023415,1105.9379330039023,11
mnist,5120,8,0,4,3,0.8664658634494656,0.8664658634494656,97309.51710939407,1621.8252851565678,46
mnist,5120,9,0,3,3,0.9718875501959243,0.6691767068239499,64540.143637657166,1075.6690606276195,17
mnist,2560,10,0,4,2,0.8920682730878913,0.8920682730878913,40300.13152933121,671.6688588221867,9
mnist,2560,10,0,4,1,0.5983935742941848,0.5983935742941848,40963.74945998192,682.7291576663653,16
mnist,2560,10,0,4,3,0.8885542168630093,0.8885542168630093,44411.93011879921,740.1988353133202,17
mnist,5120,9,0,4,1,0.585843373491035,0.585843373491035,81075.50176334381,1351.258362722397,11
mnist,5120,9,0,4,2,0.8734939758992295,0.8734939758992295,81166.83027219772,1352.7805045366288,17
mnist,5120,10,0,3,1,0.9457831325253726,0.6752008032094619,55155.18655538559,919.2531092564265,17
mnist,5120,9,0,4,3,0.8785140562204894,0.8785140562204894,90281.0346930027,1504.683911550045,17
mnist,5120,10,0,3,2,0.9226907630475769,0.7008032128478876,59760.97959399223,996.0163265665373,11
mnist,5120,10,0,3,3,0.9718875501959243,0.669678714856076,61818.919091939926,1030.3153181989987,9
mnist,5120,10,0,4,1,0.585843373491035,0.585843373491035,70998.79250407219,1183.3132084012032,15
mnist,5120,10,0,4,2,0.8719879518028515,0.8719879518028515,75740.15211987495,1262.3358686645827,9
mnist,5120,10,0,4,3,0.8664658634494656,0.8664658634494656,79797.05234599113,1329.9508724331856,46
