epoch,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,phi
0,-0.2876836657524109,-0.011460959911346436,-0.1744854748249054,0.08879221230745316,0.24600042402744293,-0.3748573660850525,0.046907201409339905,0.14677897095680237,-0.44559141993522644,0.19077850878238678,0.4003567397594452,0.06490456312894821,0.22004389762878418,-0.08295127004384995,0.01637393981218338,0.06788589060306549,0.0
1,-0.4691508710384369,0.18769468367099762,-0.4195592999458313,0.3754355311393738,0.14641740918159485,-0.5103529095649719,0.06453931331634521,0.3270486891269684,-0.7007978558540344,0.1291036605834961,0.5790754556655884,0.3557889759540558,0.3033422827720642,-0.240727037191391,-0.1495080590248108,0.058543283492326736,0.0
2,-0.6434578895568848,0.17170460522174835,-0.568780779838562,0.7116480469703674,0.1283567100763321,-0.6181456446647644,0.343088835477829,0.4451349377632141,-0.9020152688026428,0.18751421570777893,0.8425555229187012,0.5358941555023193,0.6294428706169128,-0.48688220977783203,-0.38311564922332764,0.1546960026025772,0.0
3,-0.6778038740158081,0.26899808645248413,-0.6637481451034546,0.8245524764060974,0.2526628375053406,-0.6879110336303711,0.601633608341217,0.576282262802124,-1.000527262687683,0.2262217253446579,0.8482028841972351,0.5683818459510803,0.612709641456604,-0.6748864054679871,-0.5891311168670654,0.045028068125247955,0.0
4,-0.6092435121536255,0.3736620545387268,-0.7452499270439148,0.8256043195724487,0.3859979212284088,-0.744212806224823,0.5839239358901978,0.5853794813156128,-1.0088008642196655,0.20401549339294434,0.8479012846946716,0.6979833245277405,0.5950225591659546,-0.604200005531311,-0.5400991439819336,0.03963279724121094,0.0
5,-0.6365118622779846,0.5022860765457153,-0.8453946113586426,0.9229165315628052,0.5198304653167725,-0.8745304942131042,0.6852303147315979,0.6567375063896179,-1.2844765186309814,0.18714945018291473,0.8962698578834534,0.702553927898407,0.6700310707092285,-0.8355871438980103,-0.598100483417511,-0.09091527760028839,0.0
6,-0.6923920512199402,0.5295203924179077,-0.794688880443573,1.0244455337524414,0.5626037120819092,-0.9842348098754883,0.798790454864502,0.8216814398765564,-1.498639464378357,0.25923237204551697,0.9045038223266602,0.7024915814399719,0.6485086679458618,-1.0201771259307861,-0.6926171183586121,-0.3711850047111511,0.0
7,-0.4512827396392822,0.6927534341812134,-0.837314784526825,0.9495366215705872,0.48075056076049805,-0.881391704082489,0.807167649269104,0.835629940032959,-1.468377947807312,0.09677807986736298,0.7563116550445557,0.6999207139015198,0.6260426044464111,-1.0077959299087524,-0.6736906170845032,-0.41671326756477356,0.0
8,-0.32580485939979553,0.5807890892028809,-0.8728373646736145,1.0101195573806763,0.5515345335006714,-1.0003594160079956,0.7804263234138489,0.9171372652053833,-1.5093002319335938,0.15592512488365173,0.7487154006958008,0.7539705634117126,0.6260432600975037,-1.019816279411316,-0.6293870210647583,-0.5307044982910156,0.0
9,-0.3320263922214508,0.6796848773956299,-0.9544690251350403,1.066193699836731,0.6026976704597473,-0.9347106218338013,0.773260235786438,0.9211016297340393,-1.538008451461792,0.1653449833393097,0.629318118095398,0.7625659704208374,0.7042189240455627,-0.9662162065505981,-0.6196909546852112,-0.5909609794616699,0.0
10,-0.1658681184053421,0.7382524013519287,-0.7885798811912537,1.0582369565963745,0.5559796690940857,-0.8111479878425598,0.7239986062049866,0.8730010986328125,-1.7211487293243408,-0.0371699333190918,0.4839155972003937,0.8213863372802734,0.6073486804962158,-0.6682587265968323,-0.5677650570869446,-0.6399960517883301,0.0
11,-0.11687149107456207,0.5789397954940796,-0.8774296045303345,1.1925221681594849,0.4279986023902893,-0.7753291130065918,0.7576324939727783,0.9465723037719727,-1.741187572479248,-0.05298474431037903,0.5441169142723083,0.8407332897186279,0.5204209685325623,-0.804307222366333,-0.5584936141967773,-0.7724616527557373,0.0
12,-0.284973680973053,0.3460604250431061,-0.8392292857170105,1.2026135921478271,0.38417500257492065,-0.6756754517555237,0.7287280559539795,0.9077902436256409,-1.714025855064392,-0.004762740805745125,0.4394599497318268,0.8152870535850525,0.38875675201416016,-0.9065325260162354,-0.4840189516544342,-0.7410498261451721,0.0
13,-0.4143654406070709,0.3771176338195801,-1.1214216947555542,1.447697639465332,0.3957531750202179,-0.7539047598838806,0.8164684176445007,0.9878872036933899,-1.8024561405181885,-0.06230159103870392,0.49732744693756104,1.0010738372802734,0.43026086688041687,-1.0951341390609741,-0.5313185453414917,-0.8803644776344299,0.0
14,-0.2714657485485077,0.41382020711898804,-1.2831034660339355,1.4891990423202515,0.4706171154975891,-0.8454633355140686,0.7950831055641174,1.0019361972808838,-1.6589910984039307,-0.12331309169530869,0.5263137221336365,1.0339024066925049,0.5603845715522766,-1.058519721031189,-0.49981075525283813,-0.9385558366775513,0.0
15,-0.2287251204252243,0.5496507287025452,-1.3113889694213867,1.3012830018997192,0.42604026198387146,-0.9285479187965393,0.7841349840164185,0.9548390507698059,-1.5576649904251099,0.02034914493560791,0.3907060921192169,0.9321835041046143,0.48836588859558105,-0.9398205280303955,-0.41735711693763733,-0.8785732984542847,0.0
16,-0.09176753461360931,0.41265544295310974,-1.345245122909546,1.3729543685913086,0.3967573940753937,-0.7876124978065491,0.8160877227783203,0.9219801425933838,-1.5880324840545654,-0.019634269177913666,0.37947070598602295,0.9846956729888916,0.5495930910110474,-0.9159476161003113,-0.41668713092803955,-0.9381176829338074,0.0
17,-0.10611619055271149,0.3282250165939331,-1.2995210886001587,1.3513656854629517,0.34564703702926636,-0.703237771987915,0.780316948890686,0.8774755001068115,-1.5967687368392944,0.01169472374022007,0.33839866518974304,0.9526093602180481,0.464798241853714,-0.9474276304244995,-0.36784762144088745,-0.9203535914421082,0.0
18,-0.05105320364236832,0.1940569132566452,-1.2401155233383179,1.4464555978775024,0.37574416399002075,-0.6419254541397095,0.8368290066719055,0.8782539963722229,-1.6934983730316162,-0.10397734493017197,0.325512170791626,1.066954493522644,0.6995239853858948,-1.1821248531341553,-0.431045800447464,-1.0177959203720093,0.0
19,0.1741001307964325,0.1371726393699646,-1.0688579082489014,1.612373948097229,0.25927361845970154,-0.5312871932983398,0.8299355506896973,0.9143117070198059,-1.7786870002746582,-0.1030847504734993,0.30321452021598816,1.1960290670394897,0.6726990342140198,-1.2645014524459839,-0.4484144449234009,-1.0719988346099854,0.0
20,0.10067293047904968,0.09780819714069366,-1.1050946712493896,1.5116156339645386,0.32993364334106445,-0.575955867767334,0.8602326512336731,0.9087951183319092,-1.658545970916748,0.022935595363378525,0.20968562364578247,1.2868781089782715,0.7507522106170654,-1.4832149744033813,-0.4350697100162506,-1.0807243585586548,0.0
21,0.27950844168663025,0.30321308970451355,-1.1315897703170776,1.6022803783416748,0.26212558150291443,-0.5089514255523682,0.8930027484893799,0.936575710773468,-1.7028149366378784,-0.17353329062461853,0.19406470656394958,1.3239856958389282,0.6796892881393433,-1.5338072776794434,-0.4766395390033722,-1.118707299232483,0.0
22,0.20160314440727234,0.23250174522399902,-1.1864702701568604,1.6454787254333496,0.3182988464832306,-0.4503689408302307,0.8942219018936157,0.9726899266242981,-1.708398461341858,-0.16404148936271667,0.18106627464294434,1.3473846912384033,0.49988773465156555,-1.4284999370574951,-0.5109372138977051,-1.1378633975982666,0.0
23,0.17398902773857117,0.14355117082595825,-1.1283906698226929,1.6507149934768677,0.5262714624404907,-0.2770167887210846,0.8932111859321594,1.0038158893585205,-1.7241665124893188,-0.1507977992296219,0.0875580832362175,1.4335007667541504,0.6162998676300049,-1.5455591678619385,-0.527050256729126,-1.1569055318832397,0.0
24,0.131817027926445,0.295929491519928,-1.2464144229888916,1.5117782354354858,0.43244215846061707,-0.3647390604019165,0.9410514831542969,1.078970193862915,-1.6850453615188599,-0.13105463981628418,0.05867285653948784,1.4732306003570557,0.4388592541217804,-1.696489930152893,-0.5986188054084778,-1.2644175291061401,0.0
25,0.10122998803853989,0.32873931527137756,-1.5569347143173218,1.445090651512146,0.5278315544128418,-0.4657142758369446,0.9205635786056519,1.0842794179916382,-1.5680153369903564,0.06457370519638062,0.0058443909510970116,1.4281142950057983,0.420988529920578,-1.844192385673523,-0.5766507387161255,-1.2455122470855713,0.0
26,0.06298092007637024,0.3421681523323059,-1.410879373550415,1.641283631324768,0.5022797584533691,-0.5190669894218445,0.9571393132209778,1.1085724830627441,-1.5119450092315674,0.052789509296417236,0.03380787372589111,1.3918582201004028,0.6926121115684509,-1.8588595390319824,-0.644008219242096,-1.262861728668213,0.0
27,0.10893996059894562,0.2472222000360489,-1.4399663209915161,1.6474124193191528,0.4648618996143341,-0.3736572265625,0.9871981143951416,1.12448251247406,-1.5124651193618774,4.471093416213989e-05,0.01912347786128521,1.4943383932113647,0.8083034157752991,-1.7793020009994507,-0.6469019055366516,-1.288111686706543,0.0
