N,seed,non_equivariance,p_err,max_val_acc,max_epoch
20,1234,1,0.1,0.45,1
20,1234,2,0.0,1.0,10
20,1234,2,0.01,0.9,9
20,1234,2,0.02,0.85,10
20,1234,2,0.03,0.85,11
20,1234,2,0.04,0.7,11
20,1234,2,0.05,0.7,18
20,1234,2,0.06,0.65,18
20,1234,2,0.07,0.6,18
20,1234,2,0.08,0.55,31
20,1234,2,0.09,0.5,37
20,1234,2,0.1,0.55,37
20,1234,3,0.0,0.55,31
20,1234,3,0.01,0.7,39
20,1234,3,0.02,0.75,39
20,1234,3,0.03,0.75,39
20,1234,3,0.04,0.75,39
20,1234,3,0.05,0.75,37
20,1234,3,0.06,0.75,39
20,1234,3,0.07,0.75,39
20,1234,3,0.08,0.7,39
20,1234,3,0.09,0.65,35
20,1234,3,0.1,0.65,37
20,1234,4,0.0,0.89999999955,17
20,1234,4,0.01,0.89999999955,11
20,1234,4,0.03,0.89999999955,6
20,1234,4,0.04,0.89999999955,32
20,1234,4,0.05,0.89999999955,33
20,1234,4,0.06,0.89999999955,33
20,1234,4,0.07,0.89999999955,35
20,1234,4,0.08,0.89999999955,36
20,1234,4,0.09,0.89999999955,37
20,1234,4,0.1,0.89999999955,38
40,1234,0,0.0,0.72499999981875,7
40,1234,0,0.01,0.72499999981875,6
40,1234,0,0.02,0.72499999981875,5
40,1234,0,0.03,0.72499999981875,5
40,1234,0,0.04,0.72499999981875,5
40,1234,0,0.05,0.72499999981875,9
40,1234,0,0.06,0.6999999998249999,9
40,1234,0,0.07,0.6999999998249999,19
40,1234,0,0.08,0.67499999983125,31
40,1234,0,0.09,0.67499999983125,35
40,1234,0,0.1,0.6499999998375,35
40,1234,1,0.0,0.8249999997937499,11
40,1234,1,0.01,0.7999999998,11
40,1234,1,0.02,0.7499999998125,10
40,1234,1,0.03,0.72499999981875,11
40,1234,1,0.04,0.67499999983125,11
40,1234,1,0.05,0.5749999998562499,11
40,1234,1,0.06,0.5499999998625,14
40,1234,1,0.07,0.4749999998812499,15
40,1234,1,0.08,0.72499999981875,30
40,1234,1,0.09,0.72499999981875,35
40,1234,1,0.1,0.6499999998375,25
40,1234,2,0.0,0.8249999997937499,11
40,1234,2,0.01,0.77499999980625,9
40,1234,2,0.02,0.7499999998125,10
40,1234,2,0.03,0.7499999998125,11
40,1234,2,0.04,0.6499999998375,11
40,1234,2,0.05,0.5749999998562499,11
40,1234,2,0.06,0.4749999998812499,14
40,1234,2,0.07,0.77499999980625,19
40,1234,2,0.08,0.72499999981875,20
40,1234,2,0.09,0.72499999981875,36
40,1234,2,0.1,0.67499999983125,38
40,1234,3,0.0,0.7499999998125,29
40,1234,3,0.01,0.7499999998125,19
40,1234,3,0.02,0.7499999998125,17
40,1234,3,0.03,0.7499999998125,16
40,1234,3,0.04,0.7999999998,37
40,1234,3,0.05,0.7999999998,34
40,1234,3,0.06,0.7999999998,37
40,1234,3,0.07,0.7999999998,15
40,1234,3,0.08,0.6499999998375,10
40,1234,3,0.09,0.62499999984375,10
40,1234,3,0.1,0.62499999984375,9
40,1234,4,0.01,0.92499999976875,10
40,1234,4,0.02,0.92499999976875,9
40,1234,4,0.03,0.92499999976875,7
40,1234,4,0.04,0.92499999976875,7
40,1234,4,0.05,0.92499999976875,6
40,1234,4,0.06,0.92499999976875,6
40,1234,4,0.07,0.899999999775,6
40,1234,4,0.08,0.899999999775,6
40,1234,4,0.09,0.899999999775,6
40,1234,4,0.1,0.899999999775,6
80,1234,0,0.0,0.7999999999,17
80,1234,0,0.01,0.7874999999015626,14
80,1234,0,0.02,0.7749999999031251,13
80,1234,0,0.03,0.7749999999031251,21
80,1234,0,0.04,0.7874999999015626,26
80,1234,0,0.05,0.7874999999015626,21
80,1234,0,0.06,0.7874999999015626,23
80,1234,0,0.07,0.7874999999015626,26
80,1234,0,0.08,0.7874999999015626,19
80,1234,0,0.09,0.7999999999,26
80,1234,0,0.1,0.8124999998984376,6
80,1234,1,0.0,0.8249999998968751,15
80,1234,1,0.01,0.7999999999,8
80,1234,1,0.02,0.7749999999031251,9
80,1234,1,0.03,0.7499999999062501,8
80,1234,1,0.04,0.7124999999109376,7
80,1234,1,0.05,0.6874999999140625,15
80,1234,1,0.06,0.6624999999171876,13
80,1234,1,0.07,0.624999999921875,1
80,1234,1,0.08,0.5374999999328125,1
80,1234,1,0.09,0.54999999993125,1
80,1234,1,0.1,0.5249999999343751,8
80,1234,2,0.0,0.8249999998968751,15
80,1234,2,0.01,0.7999999999,12
80,1234,2,0.02,0.7624999999046875,9
80,1234,2,0.03,0.7374999999078126,15
80,1234,2,0.04,0.6999999999125001,8
80,1234,2,0.05,0.6749999999156251,9
80,1234,2,0.06,0.6374999999203126,26
80,1234,2,0.07,0.5999999999250001,1
80,1234,2,0.08,0.54999999993125,1
80,1234,2,0.09,0.54999999993125,1
80,1234,2,0.1,0.5249999999343751,10
80,1234,3,0.0,0.9124999998859376,33
80,1234,3,0.01,0.8999999998875001,30
80,1234,3,0.02,0.8874999998890626,32
80,1234,3,0.03,0.8874999998890626,34
80,1234,3,0.04,0.874999999890625,30
80,1234,3,0.05,0.8874999998890626,37
80,1234,3,0.06,0.8624999998921876,38
80,1234,3,0.07,0.8499999998937501,39
80,1234,3,0.08,0.8249999998968751,38
80,1234,3,0.09,0.8124999998984376,38
80,1234,3,0.1,0.7874999999015626,32
80,1234,4,0.01,0.8874999998890626,17
80,1234,4,0.02,0.8874999998890626,15
80,1234,4,0.03,0.874999999890625,15
80,1234,4,0.04,0.8874999998890626,13
80,1234,4,0.05,0.8874999998890626,17
80,1234,4,0.06,0.8874999998890626,17
80,1234,4,0.07,0.8874999998890626,15
80,1234,4,0.08,0.8874999998890626,9
80,1234,4,0.09,0.8874999998890626,33
80,1234,4,0.1,0.8874999998890626,19
160,1234,0,0.0,0.7999999999499999,11
160,1234,0,0.01,0.7999999999499999,9
160,1234,0,0.02,0.7937499999503906,11
160,1234,0,0.03,0.7874999999507812,26
160,1234,0,0.04,0.7937499999503906,7
160,1234,0,0.05,0.8062499999496093,6
160,1234,0,0.06,0.7999999999499999,7
160,1234,0,0.07,0.7999999999499999,6
160,1234,0,0.08,0.8124999999492187,24
160,1234,0,0.09,0.8249999999484374,28
160,1234,0,0.1,0.8437499999472656,27
160,1234,1,0.0,0.8249999999484374,29
160,1234,1,0.01,0.7999999999499999,16
160,1234,1,0.02,0.7749999999515624,16
160,1234,1,0.03,0.7624999999523437,7
160,1234,1,0.04,0.7374999999539062,11
160,1234,1,0.05,0.7124999999554688,10
160,1234,1,0.06,0.6812499999574219,11
160,1234,1,0.07,0.6249999999609375,1
160,1234,1,0.08,0.6187499999613281,1
160,1234,1,0.09,0.5999999999625,1
160,1234,1,0.1,0.5562499999652344,1
160,1234,2,0.0,0.8249999999484374,11
160,1234,2,0.01,0.7999999999499999,7
160,1234,2,0.02,0.7624999999523437,7
160,1234,2,0.03,0.7624999999523437,7
160,1234,2,0.04,0.7312499999542968,7
160,1234,2,0.05,0.7062499999558594,9
160,1234,2,0.06,0.6687499999582031,16
160,1234,2,0.07,0.6374999999601563,1
160,1234,2,0.08,0.6187499999613281,1
160,1234,2,0.09,0.5999999999625,1
160,1234,2,0.1,0.5812499999636719,1
160,1234,3,0.0,0.8874999999445312,30
160,1234,3,0.01,0.8874999999445312,30
160,1234,3,0.02,0.8874999999445312,30
160,1234,3,0.03,0.8874999999445312,30
160,1234,3,0.04,0.8749999999453124,31
160,1234,3,0.05,0.8687499999457031,35
160,1234,3,0.06,0.8749999999453124,20
160,1234,3,0.07,0.8749999999453124,22
160,1234,3,0.08,0.8624999999460937,24
160,1234,3,0.09,0.8687499999457031,24
160,1234,3,0.1,0.8687499999457031,25
320,1234,4,0.01,0.828124999974121,3
320,1234,4,0.02,0.8718749999727539,2
320,1234,4,0.03,0.8343749999739257,6
20,5678,0,0.0,0.9,21
20,5678,0,0.01,0.9,19
20,5678,0,0.02,0.9,18
20,5678,0,0.03,0.9,17
20,5678,0,0.04,0.9,18
20,5678,0,0.05,0.9,18
20,5678,0,0.06,0.9,19
20,5678,0,0.07,0.9,19
20,5678,0,0.08,0.9,20
20,5678,0,0.09,0.9,23
20,5678,0,0.1,0.65,24
20,5678,1,0.0,0.95,15
20,5678,1,0.01,0.9,15
20,5678,1,0.02,0.85,13
20,5678,1,0.03,0.8,13
20,5678,1,0.04,0.8,16
20,5678,1,0.05,0.75,22
20,5678,1,0.06,0.7,22
20,5678,1,0.07,0.65,33
20,5678,1,0.08,0.45,1
20,5678,1,0.09,0.45,1
20,5678,1,0.1,0.5,1
20,5678,2,0.0,0.95,15
20,5678,2,0.01,0.95,33
20,5678,2,0.02,0.9,34
20,5678,2,0.03,0.85,14
20,5678,2,0.04,0.8,15
20,5678,2,0.05,0.75,18
20,5678,2,0.06,0.75,22
20,5678,2,0.07,0.7,31
20,5678,2,0.08,0.65,26
20,5678,2,0.09,0.5,10
20,5678,2,0.1,0.5,2
20,5678,3,0.0,0.8,38
20,5678,3,0.01,0.85,38
20,5678,3,0.02,0.8,38
20,5678,3,0.03,0.75,36
20,5678,3,0.04,0.75,36
20,5678,3,0.05,0.75,38
20,5678,3,0.06,0.75,38
20,5678,3,0.07,0.7,36
20,5678,3,0.08,0.7,38
20,5678,3,0.09,0.65,10
20,5678,3,0.1,0.65,8
20,5678,4,0.0,0.89999999955,7
20,5678,4,0.01,0.89999999955,6
20,5678,4,0.02,0.949999999525,6
20,5678,4,0.03,0.949999999525,5
20,5678,4,0.04,0.949999999525,21
20,5678,4,0.05,0.949999999525,21
20,5678,4,0.06,0.949999999525,21
20,5678,4,0.07,0.949999999525,21
20,5678,4,0.08,0.949999999525,21
20,5678,4,0.09,0.949999999525,21
20,5678,4,0.1,0.949999999525,21
40,5678,0,0.0,0.6999999998249999,19
40,5678,0,0.01,0.6999999998249999,19
40,5678,0,0.02,0.67499999983125,9
40,5678,0,0.03,0.67499999983125,14
40,5678,0,0.04,0.67499999983125,14
40,5678,0,0.05,0.67499999983125,14
40,5678,0,0.06,0.67499999983125,15
40,5678,0,0.07,0.6999999998249999,15
40,5678,0,0.08,0.6999999998249999,16
40,5678,0,0.09,0.6999999998249999,18
40,5678,0,0.1,0.5749999998562499,18
40,5678,1,0.0,0.8499999997875,21
40,5678,1,0.01,0.8249999997937499,15
40,5678,1,0.02,0.77499999980625,21
40,5678,1,0.03,0.7499999998125,11
40,5678,1,0.04,0.72499999981875,39
40,5678,1,0.05,0.6999999998249999,20
40,5678,1,0.06,0.67499999983125,36
40,5678,1,0.07,0.62499999984375,29
40,5678,1,0.08,0.52499999986875,1
40,5678,1,0.09,0.5499999998625,13
40,5678,1,0.1,0.499999999875,8
40,5678,2,0.0,0.8499999997875,19
40,5678,2,0.01,0.8249999997937499,13
40,5678,2,0.02,0.7999999998,21
40,5678,2,0.03,0.7999999998,39
40,5678,2,0.04,0.77499999980625,37
40,5678,2,0.05,0.7499999998125,37
40,5678,2,0.06,0.6999999998249999,23
40,5678,2,0.07,0.6499999998375,30
40,5678,2,0.08,0.59999999985,17
40,5678,2,0.09,0.59999999985,23
40,5678,2,0.1,0.52499999986875,17
40,5678,3,0.0,0.67499999983125,8
40,5678,3,0.01,0.62499999984375,6
40,5678,3,0.02,0.62499999984375,6
40,5678,3,0.03,0.59999999985,5
40,5678,3,0.04,0.62499999984375,5
40,5678,3,0.05,0.62499999984375,5
40,5678,3,0.06,0.59999999985,5
40,5678,3,0.07,0.59999999985,5
40,5678,3,0.08,0.5749999998562499,5
40,5678,3,0.09,0.5749999998562499,4
40,5678,3,0.1,0.5749999998562499,4
40,5678,4,0.01,0.9499999997625,6
40,5678,4,0.02,0.92499999976875,6
40,5678,4,0.03,0.92499999976875,6
40,5678,4,0.04,0.92499999976875,21
40,5678,4,0.05,0.92499999976875,7
40,5678,4,0.06,0.92499999976875,7
40,5678,4,0.07,0.92499999976875,6
40,5678,4,0.08,0.92499999976875,7
40,5678,4,0.09,0.899999999775,5
40,5678,4,0.1,0.899999999775,5
80,5678,0,0.0,0.7749999999031251,13
80,5678,0,0.01,0.7749999999031251,19
80,5678,0,0.02,0.7749999999031251,18
80,5678,0,0.03,0.7749999999031251,18
80,5678,0,0.04,0.7874999999015626,22
80,5678,0,0.05,0.7874999999015626,22
80,5678,0,0.06,0.7874999999015626,22
80,5678,0,0.07,0.7874999999015626,28
80,5678,0,0.08,0.7874999999015626,31
80,5678,0,0.09,0.7999999999,28
80,5678,0,0.1,0.7999999999,22
80,5678,1,0.0,0.8374999998953125,23
80,5678,1,0.01,0.8249999998968751,23
80,5678,1,0.02,0.7874999999015626,11
80,5678,1,0.03,0.7749999999031251,15
80,5678,1,0.04,0.7499999999062501,39
80,5678,1,0.05,0.724999999909375,39
80,5678,1,0.06,0.7124999999109376,33
80,5678,1,0.07,0.54999999993125,1
80,5678,1,0.08,0.5374999999328125,1
80,5678,1,0.09,0.5249999999343751,11
80,5678,1,0.1,0.5249999999343751,9
80,5678,2,0.0,0.8249999998968751,16
80,5678,2,0.01,0.8124999998984376,22
80,5678,2,0.02,0.7874999999015626,39
80,5678,2,0.03,0.7624999999046875,33
80,5678,2,0.04,0.7749999999031251,39
80,5678,2,0.05,0.724999999909375,11
80,5678,2,0.06,0.7124999999109376,26
80,5678,2,0.07,0.5624999999296876,1
80,5678,2,0.08,0.5374999999328125,1
80,5678,2,0.09,0.5249999999343751,8
80,5678,2,0.1,0.5249999999343751,8
80,5678,3,0.0,0.6999999999125001,38
80,5678,3,0.01,0.6874999999140625,38
80,5678,3,0.02,0.6749999999156251,4
80,5678,3,0.03,0.6749999999156251,4
80,5678,3,0.04,0.6624999999171876,4
80,5678,3,0.05,0.6624999999171876,4
80,5678,3,0.06,0.6624999999171876,4
80,5678,3,0.07,0.7874999999015626,38
80,5678,3,0.08,0.7874999999015626,38
80,5678,3,0.09,0.7874999999015626,38
80,5678,3,0.1,0.7749999999031251,38
80,5678,4,0.01,0.9249999998843752,4
80,5678,4,0.02,0.9249999998843752,4
80,5678,4,0.03,0.9249999998843752,4
80,5678,4,0.04,0.9374999998828126,4
80,5678,4,0.05,0.9374999998828126,4
80,5678,4,0.06,0.9249999998843752,4
80,5678,4,0.07,0.9124999998859376,6
80,5678,4,0.08,0.9249999998843752,6
80,5678,4,0.09,0.9249999998843752,6
80,5678,4,0.1,0.9249999998843752,3
160,5678,0,0.0,0.768749999951953,16
160,5678,0,0.01,0.7812499999511718,17
160,5678,0,0.02,0.7749999999515624,17
160,5678,0,0.03,0.7812499999511718,19
160,5678,0,0.04,0.7937499999503906,21
160,5678,0,0.05,0.7874999999507812,18
160,5678,0,0.06,0.7874999999507812,20
160,5678,0,0.07,0.7937499999503906,19
160,5678,0,0.08,0.7937499999503906,19
160,5678,0,0.09,0.8124999999492187,23
160,5678,0,0.1,0.8374999999476562,39
160,5678,1,0.0,0.8374999999476562,35
160,5678,1,0.01,0.8124999999492187,18
160,5678,1,0.02,0.7812499999511718,18
160,5678,1,0.03,0.7874999999507812,37
160,5678,1,0.04,0.7624999999523437,26
160,5678,1,0.05,0.7374999999539062,17
160,5678,1,0.06,0.7124999999554688,18
160,5678,1,0.07,0.6062499999621094,1
160,5678,1,0.08,0.5999999999625,1
160,5678,1,0.09,0.5749999999640625,23
160,5678,1,0.1,0.5749999999640625,5
160,5678,2,0.0,0.8374999999476562,35
160,5678,2,0.01,0.8187499999488281,35
160,5678,2,0.02,0.7999999999499999,31
160,5678,2,0.03,0.7874999999507812,33
160,5678,2,0.04,0.7749999999515624,29
160,5678,2,0.05,0.7499999999531249,21
160,5678,2,0.06,0.7374999999539062,21
160,5678,2,0.07,0.5937499999628906,2
160,5678,2,0.08,0.5937499999628906,1
160,5678,2,0.09,0.5687499999644531,23
160,5678,2,0.1,0.5812499999636719,5
160,5678,3,0.0,0.8749999999453124,20
160,5678,3,0.01,0.8749999999453124,22
160,5678,3,0.02,0.8749999999453124,21
160,5678,3,0.03,0.8749999999453124,22
160,5678,3,0.04,0.8749999999453124,23
160,5678,3,0.05,0.8749999999453124,22
160,5678,3,0.06,0.8749999999453124,23
160,5678,3,0.07,0.8749999999453124,23
160,5678,3,0.08,0.8749999999453124,24
160,5678,3,0.09,0.8687499999457031,25
160,5678,3,0.1,0.8687499999457031,26
320,5678,4,0.01,0.5937499999814453,39
320,5678,4,0.02,0.5874999999816406,1
320,5678,4,0.03,0.5749999999820312,1
320,5678,4,0.04,0.5624999999824218,0
320,5678,4,0.05,0.6156249999807617,2
320,5678,4,0.06,0.7906249999752929,2
320,5678,4,0.07,0.6656249999791992,3
320,5678,4,0.08,0.818749999974414,27
320,5678,4,0.09,0.8687499999728515,3
320,5678,4,0.1,0.8124999999746093,25
