seed,N,non_equivariance,p_err,max_val_acc,max_epoch
101,80,1,0.14,0.5374999999328125,11
101,80,1,0.15,0.5374999999328125,11
101,80,1,0.16,0.5249999999343751,5
101,80,1,0.17,0.5249999999343751,5
101,80,1,0.18,0.5249999999343751,6
101,80,1,0.19,0.5249999999343751,8
101,80,1,0.2,0.5249999999343751,11
101,80,2,0.11,0.5374999999328125,7
101,80,2,0.12,0.5374999999328125,21
101,80,2,0.13,0.5374999999328125,11
101,80,2,0.14,0.54999999993125,11
101,80,2,0.15,0.5374999999328125,19
101,80,2,0.16,0.5249999999343751,5
101,80,2,0.17,0.5249999999343751,6
101,80,2,0.18,0.5249999999343751,6
101,80,2,0.19,0.5249999999343751,8
101,80,2,0.2,0.5249999999343751,11
101,80,3,0.11,0.7874999999015626,36
101,80,3,0.12,0.7749999999031251,39
101,80,3,0.13,0.7749999999031251,39
101,80,3,0.14,0.7749999999031251,39
101,80,3,0.15,0.7499999999062501,39
101,80,3,0.16,0.7374999999078126,39
101,80,3,0.17,0.724999999909375,39
101,80,3,0.18,0.724999999909375,38
101,80,3,0.19,0.7124999999109376,37
101,80,3,0.2,0.7124999999109376,36
101,80,4,0.01,0.8874999998890626,18
101,80,4,0.02,0.8874999998890626,16
101,80,4,0.03,0.8874999998890626,13
101,80,4,0.04,0.8874999998890626,24
101,80,4,0.05,0.8874999998890626,9
101,80,4,0.06,0.8874999998890626,9
101,80,4,0.07,0.8874999998890626,9
101,80,4,0.08,0.8874999998890626,10
101,80,4,0.09,0.8874999998890626,23
101,80,4,0.1,0.8874999998890626,20
101,160,0,0.11,0.8499999999468749,21
101,160,0,0.12,0.8749999999453124,35
101,160,0,0.13,0.8749999999453124,35
101,160,0,0.14,0.8437499999472656,5
101,160,0,0.15,0.8437499999472656,4
101,160,0,0.16,0.8562499999464843,3
101,160,0,0.17,0.8624999999460937,3
101,160,0,0.18,0.8562499999464843,2
101,160,0,0.19,0.8624999999460937,2
101,160,0,0.2,0.8687499999457031,2
101,160,1,0.11,0.5624999999648437,29
101,160,1,0.12,0.5687499999644531,17
101,160,1,0.13,0.5437499999660156,2
101,160,1,0.14,0.5437499999660156,6
101,160,1,0.15,0.549999999965625,3
101,160,1,0.16,0.549999999965625,3
101,160,1,0.17,0.549999999965625,5
101,160,1,0.18,0.5437499999660156,3
101,160,1,0.19,0.549999999965625,4
101,160,1,0.2,0.5437499999660156,4
101,160,2,0.11,0.5624999999648437,29
101,160,2,0.12,0.5687499999644531,17
101,160,2,0.13,0.5437499999660156,7
101,160,2,0.14,0.5437499999660156,9
101,160,2,0.15,0.5437499999660156,3
101,160,2,0.16,0.549999999965625,3
101,160,2,0.17,0.549999999965625,5
101,160,2,0.18,0.5437499999660156,3
101,160,2,0.19,0.549999999965625,4
101,160,2,0.2,0.5437499999660156,4
101,160,3,0.11,0.8624999999460937,27
101,160,3,0.12,0.8624999999460937,27
101,160,3,0.13,0.8624999999460937,29
101,160,3,0.14,0.8687499999457031,29
101,160,3,0.15,0.8562499999464843,29
101,160,3,0.16,0.8624999999460937,30
101,160,3,0.17,0.8562499999464843,30
101,160,3,0.18,0.8499999999468749,30
101,160,3,0.19,0.8624999999460937,31
101,160,3,0.2,0.8687499999457031,31
101,160,4,0.01,0.8749999999453124,6
101,160,4,0.02,0.8749999999453124,9
101,160,4,0.03,0.8749999999453124,4
101,160,4,0.04,0.8812499999449218,4
101,160,4,0.05,0.8812499999449218,3
101,160,4,0.06,0.8812499999449218,3
101,160,4,0.07,0.8874999999445312,3
101,160,4,0.08,0.8812499999449218,3
101,160,4,0.09,0.8874999999445312,3
101,160,4,0.1,0.8812499999449218,3
104,40,0,0.0,0.72499999981875,6
104,40,0,0.01,0.72499999981875,4
104,40,0,0.02,0.72499999981875,3
104,40,0,0.03,0.72499999981875,2
104,40,0,0.04,0.72499999981875,2
104,40,0,0.05,0.72499999981875,2
104,40,0,0.06,0.72499999981875,3
104,40,0,0.07,0.72499999981875,3
104,40,0,0.08,0.7499999998125,6
104,40,0,0.09,0.7499999998125,5
104,40,0,0.1,0.77499999980625,5
104,40,1,0.0,0.8249999997937499,9
104,40,1,0.01,0.77499999980625,7
104,40,1,0.02,0.7499999998125,7
104,40,1,0.03,0.72499999981875,8
104,40,1,0.04,0.6499999998375,10
104,40,1,0.05,0.5749999998562499,8
104,40,1,0.06,0.5499999998625,0
104,40,1,0.07,0.5499999998625,1
104,40,1,0.08,0.5749999998562499,1
104,40,1,0.09,0.5499999998625,3
104,40,1,0.1,0.5499999998625,7
104,40,2,0.0,0.8249999997937499,9
104,40,2,0.01,0.77499999980625,7
104,40,2,0.02,0.7499999998125,7
104,40,2,0.03,0.72499999981875,8
104,40,2,0.04,0.6499999998375,10
104,40,2,0.05,0.5749999998562499,8
104,40,2,0.06,0.5499999998625,0
104,40,2,0.07,0.5499999998625,1
104,40,2,0.08,0.5499999998625,1
104,40,2,0.09,0.5499999998625,3
104,40,2,0.1,0.5499999998625,7
104,40,3,0.0,0.67499999983125,4
104,40,3,0.01,0.6499999998375,4
104,40,3,0.02,0.59999999985,4
104,40,3,0.03,0.5749999998562499,3
104,40,3,0.04,0.5749999998562499,3
104,40,3,0.05,0.5749999998562499,3
104,40,3,0.06,0.5749999998562499,3
104,40,3,0.07,0.5749999998562499,2
104,40,3,0.08,0.5749999998562499,2
104,40,3,0.09,0.5749999998562499,4
104,40,3,0.1,0.5749999998562499,4
104,80,0,0.0,0.7874999999015626,14
104,80,0,0.01,0.7874999999015626,19
104,80,0,0.02,0.7749999999031251,19
104,80,0,0.03,0.7749999999031251,19
104,80,0,0.04,0.7874999999015626,24
104,80,0,0.05,0.7874999999015626,21
104,80,0,0.06,0.7874999999015626,23
104,80,0,0.07,0.7874999999015626,27
104,80,0,0.08,0.7874999999015626,5
104,80,0,0.09,0.8124999998984376,4
104,80,0,0.1,0.8249999998968751,3
104,80,1,0.0,0.8374999998953125,8
104,80,1,0.01,0.8124999998984376,8
104,80,1,0.02,0.7749999999031251,8
104,80,1,0.03,0.7624999999046875,8
104,80,1,0.04,0.724999999909375,8
104,80,1,0.05,0.6874999999140625,8
104,80,1,0.06,0.64999999991875,8
104,80,1,0.07,0.574999999928125,1
104,80,1,0.08,0.54999999993125,1
104,80,1,0.09,0.54999999993125,1
104,80,1,0.1,0.54999999993125,1
104,80,2,0.0,0.8374999998953125,8
104,80,2,0.01,0.8124999998984376,8
104,80,2,0.02,0.7749999999031251,8
104,80,2,0.03,0.7624999999046875,8
104,80,2,0.04,0.724999999909375,8
104,80,2,0.05,0.6874999999140625,8
104,80,2,0.06,0.64999999991875,10
104,80,2,0.07,0.5874999999265625,1
104,80,2,0.08,0.54999999993125,1
104,80,2,0.09,0.54999999993125,1
104,80,2,0.1,0.54999999993125,1
104,80,3,0.0,0.8874999998890626,39
104,80,3,0.01,0.8624999998921876,38
104,80,3,0.02,0.8624999998921876,38
104,80,3,0.03,0.874999999890625,39
104,80,3,0.04,0.8499999998937501,39
104,80,3,0.05,0.8374999998953125,39
104,80,3,0.06,0.7999999999,39
104,80,3,0.07,0.8124999998984376,39
104,80,3,0.08,0.8124999998984376,39
104,80,3,0.09,0.7999999999,35
104,80,3,0.1,0.7999999999,36
104,160,0,0.0,0.7874999999507812,13
104,160,0,0.0,0.7874999999507812,13
104,160,0,0.01,0.7874999999507812,12
104,160,0,0.01,0.7874999999507812,12
104,160,0,0.02,0.7812499999511718,6
104,160,0,0.02,0.7812499999511718,6
104,160,0,0.03,0.7874999999507812,22
104,160,0,0.03,0.7874999999507812,22
104,160,0,0.04,0.7937499999503906,25
104,160,0,0.04,0.7937499999503906,25
104,160,0,0.05,0.7874999999507812,19
104,160,0,0.05,0.7874999999507812,19
104,160,0,0.06,0.7937499999503906,25
104,160,0,0.06,0.7937499999503906,25
104,160,0,0.07,0.7999999999499999,5
104,160,0,0.07,0.7999999999499999,5
104,160,0,0.08,0.8124999999492187,24
104,160,0,0.08,0.8124999999492187,24
104,160,0,0.09,0.8249999999484374,25
104,160,0,0.09,0.8249999999484374,25
104,160,0,0.1,0.8437499999472656,20
104,160,0,0.1,0.8437499999472656,20
104,160,1,0.0,0.8249999999484374,21
104,160,1,0.0,0.8249999999484374,21
104,160,1,0.01,0.8062499999496093,14
104,160,1,0.01,0.8062499999496093,14
104,160,1,0.02,0.7749999999515624,13
104,160,1,0.02,0.7749999999515624,13
104,160,1,0.03,0.7624999999523437,13
104,160,1,0.03,0.7624999999523437,13
104,160,1,0.04,0.7374999999539062,13
104,160,1,0.04,0.7374999999539062,13
104,160,1,0.05,0.69999999995625,10
104,160,1,0.05,0.69999999995625,10
104,160,1,0.06,0.6812499999574219,12
104,160,1,0.06,0.6812499999574219,12
104,160,1,0.07,0.5874999999632812,26
104,160,1,0.07,0.5874999999632812,26
104,160,1,0.08,0.549999999965625,1
104,160,1,0.08,0.549999999965625,1
104,160,1,0.09,0.5687499999644531,33
104,160,1,0.09,0.5687499999644531,33
104,160,1,0.1,0.5562499999652344,17
104,160,1,0.1,0.5562499999652344,17
104,160,2,0.0,0.8249999999484374,39
104,160,2,0.0,0.8249999999484374,39
999,20,0,0.0,0.9,14
999,20,0,0.01,0.9,17
999,20,0,0.02,0.9,16
999,20,0,0.03,0.9,15
999,20,0,0.04,0.9,16
999,20,0,0.05,0.9,17
999,20,0,0.06,0.9,17
999,20,0,0.07,0.9,18
999,20,0,0.08,0.9,18
999,20,0,0.09,0.9,19
999,20,0,0.1,0.9,19
999,20,0,0.11,0.89999999955,20
999,20,0,0.11,0.9,21
999,20,0,0.12,0.89999999955,23
999,20,0,0.12,0.9,24
999,20,0,0.13,0.9999999995,34
999,20,0,0.13,1.0,35
999,20,0,0.14,0.549999999725,23
999,20,0,0.14,0.55,24
999,20,0,0.15,0.549999999725,24
999,20,0,0.15,0.55,25
999,20,0,0.16,0.549999999725,35
999,20,0,0.16,0.55,36
999,20,0,0.17,0.9999999995,19
999,20,0,0.17,1.0,20
999,20,0,0.18,0.9999999995,12
999,20,0,0.18,1.0,13
999,20,0,0.19,0.949999999525,9
999,20,0,0.19,0.95,10
999,20,0,0.2,0.9999999995,7
999,20,0,0.2,1.0,8
999,20,1,0.0,0.95,13
999,20,1,0.01,0.9,12
999,20,1,0.02,0.85,11
999,20,1,0.03,0.85,13
999,20,1,0.04,0.7,12
999,20,1,0.05,0.65,12
999,20,1,0.06,0.6,13
999,20,1,0.07,0.6,5
999,20,1,0.08,0.6,5
999,20,1,0.09,0.65,5
999,20,1,0.1,0.6,1
999,20,1,0.11,0.649999999675,3
999,20,1,0.11,0.65,4
999,20,1,0.12,0.649999999675,3
999,20,1,0.12,0.65,4
999,20,1,0.13,0.6999999996499999,4
999,20,1,0.13,0.7,5
999,20,1,0.14,0.749999999625,12
999,20,1,0.14,0.75,13
999,20,1,0.15,0.5999999997,25
999,20,1,0.15,0.6,26
999,20,1,0.16,0.49999999975,0
999,20,1,0.16,0.5,1
999,20,1,0.17,0.5999999997,0
999,20,1,0.17,0.6,1
999,20,1,0.18,0.5999999997,0
999,20,1,0.18,0.6,1
999,20,1,0.19,0.649999999675,0
999,20,1,0.19,0.65,1
999,20,1,0.2,0.649999999675,0
999,20,1,0.2,0.65,1
999,20,2,0.0,0.95,14
999,20,2,0.01,0.9,12
999,20,2,0.02,0.85,11
999,20,2,0.03,0.85,12
999,20,2,0.04,0.7,13
999,20,2,0.05,0.65,13
999,20,2,0.06,0.6,19
999,20,2,0.07,0.6,13
999,20,2,0.08,0.6,4
999,20,2,0.09,0.65,2
999,20,2,0.1,0.7,2
999,20,2,0.11,0.6999999996499999,2
999,20,2,0.11,0.7,3
999,20,2,0.12,0.749999999625,3
999,20,2,0.12,0.75,4
999,20,2,0.13,0.6999999996499999,4
999,20,2,0.13,0.7,5
999,20,2,0.14,0.749999999625,11
999,20,2,0.14,0.75,12
999,20,2,0.15,0.6999999996499999,19
999,20,2,0.15,0.7,20
999,20,2,0.16,0.49999999975,0
999,20,2,0.16,0.5,1
999,20,2,0.17,0.5999999997,0
999,20,2,0.17,0.6,1
999,20,2,0.18,0.5999999997,0
999,20,2,0.18,0.6,1
999,20,2,0.19,0.5999999997,0
999,20,2,0.19,0.6,1
999,20,2,0.2,0.649999999675,0
999,20,2,0.2,0.65,1
999,20,3,0.0,0.85,37
999,20,3,0.01,0.85,39
999,20,3,0.02,0.75,33
999,20,3,0.03,0.75,35
999,20,3,0.04,0.75,35
999,20,3,0.05,0.75,37
999,20,3,0.06,0.75,39
999,20,3,0.07,0.7,37
999,20,3,0.08,0.65,7
999,20,3,0.09,0.65,7
999,20,3,0.1,0.65,7
999,20,3,0.11,0.649999999675,7
999,20,3,0.11,0.65,8
999,20,3,0.12,0.649999999675,7
999,20,3,0.12,0.65,8
999,20,3,0.13,0.649999999675,7
999,20,3,0.13,0.65,8
999,20,3,0.14,0.649999999675,7
999,20,3,0.14,0.65,8
999,20,3,0.15,0.649999999675,7
999,20,3,0.15,0.65,8
999,20,3,0.16,0.649999999675,7
999,20,3,0.16,0.65,8
999,20,3,0.17,0.649999999675,7
999,20,3,0.17,0.65,8
999,20,3,0.18,0.649999999675,7
999,20,3,0.18,0.65,8
999,20,3,0.19,0.649999999675,7
999,20,3,0.19,0.65,8
999,20,3,0.2,0.649999999675,7
999,20,3,0.2,0.65,8
999,20,4,0.0,0.949999999525,6
999,20,4,0.01,0.949999999525,5
999,20,4,0.02,0.949999999525,5
999,20,4,0.03,0.949999999525,4
999,20,4,0.04,0.549999999725,38
999,20,4,0.05,0.749999999625,36
999,20,4,0.06,0.749999999625,35
999,20,4,0.07,0.749999999625,36
999,20,4,0.08,0.749999999625,36
999,20,4,0.09,0.749999999625,37
999,20,4,0.1,0.749999999625,38
999,40,0,0.0,0.72499999981875,8
999,40,0,0.01,0.72499999981875,8
999,40,0,0.02,0.72499999981875,7
999,40,0,0.03,0.72499999981875,7
999,40,0,0.04,0.72499999981875,8
999,40,0,0.05,0.6999999998249999,4
999,40,0,0.06,0.6999999998249999,3
999,40,0,0.07,0.6999999998249999,15
999,40,0,0.08,0.6999999998249999,15
999,40,0,0.09,0.6999999998249999,16
999,40,0,0.1,0.72499999981875,25
999,40,0,0.11,0.72499999981875,18
999,40,0,0.12,0.7999999998,37
999,40,0,0.13,0.8499999997875,39
999,40,0,0.14,0.87499999978125,30
999,40,0,0.15,0.899999999775,26
999,40,0,0.16,0.72499999981875,38
999,40,0,0.17,0.8499999997875,16
999,40,0,0.18,0.8499999997875,11
999,40,0,0.19,0.8499999997875,8
999,40,0,0.2,0.8499999997875,6
999,40,1,0.0,0.8249999997937499,13
999,40,1,0.01,0.77499999980625,10
999,40,1,0.02,0.7499999998125,11
999,40,1,0.03,0.72499999981875,13
999,40,1,0.04,0.6499999998375,13
999,40,1,0.05,0.5749999998562499,13
999,40,1,0.06,0.499999999875,3
999,40,1,0.07,0.52499999986875,3
999,40,1,0.08,0.62499999984375,1
999,40,1,0.09,0.5499999998625,5
999,40,1,0.1,0.62499999984375,1
999,40,1,0.11,0.59999999985,1
999,40,1,0.12,0.62499999984375,2
999,40,1,0.13,0.62499999984375,4
999,40,1,0.14,0.5749999998562499,2
999,40,1,0.15,0.59999999985,5
999,40,1,0.16,0.59999999985,5
999,40,1,0.17,0.59999999985,0
999,40,1,0.18,0.5749999998562499,0
999,40,1,0.19,0.59999999985,0
999,40,1,0.2,0.59999999985,0
999,40,2,0.0,0.8249999997937499,13
999,40,2,0.01,0.77499999980625,11
999,40,2,0.02,0.7499999998125,13
999,40,2,0.03,0.72499999981875,13
999,40,2,0.04,0.5749999998562499,11
999,40,2,0.05,0.52499999986875,1
999,40,2,0.06,0.52499999986875,2
999,40,2,0.07,0.5499999998625,2
999,40,2,0.08,0.59999999985,1
999,40,2,0.09,0.5499999998625,1
999,40,2,0.1,0.59999999985,1
999,40,2,0.11,0.62499999984375,1
999,40,2,0.12,0.62499999984375,2
999,40,2,0.13,0.59999999985,2
999,40,2,0.14,0.59999999985,4
999,40,2,0.15,0.59999999985,4
999,40,2,0.16,0.59999999985,5
999,40,2,0.17,0.59999999985,0
999,40,2,0.18,0.5749999998562499,0
999,40,2,0.19,0.59999999985,0
999,40,2,0.2,0.59999999985,0
999,40,3,0.0,0.72499999981875,36
999,40,3,0.01,0.6499999998375,39
999,40,3,0.02,0.62499999984375,6
999,40,3,0.03,0.5749999998562499,6
999,40,3,0.04,0.59999999985,6
999,40,3,0.05,0.59999999985,6
999,40,3,0.06,0.59999999985,6
999,40,3,0.07,0.5749999998562499,4
999,40,3,0.08,0.59999999985,5
999,40,3,0.09,0.59999999985,4
999,40,3,0.1,0.59999999985,4
999,40,3,0.11,0.59999999985,4
999,40,3,0.12,0.59999999985,4
999,40,3,0.13,0.59999999985,4
999,40,3,0.14,0.5749999998562499,4
999,40,3,0.15,0.5749999998562499,4
999,40,3,0.16,0.5749999998562499,5
999,40,3,0.17,0.5749999998562499,5
999,40,3,0.18,0.5749999998562499,5
999,40,3,0.19,0.5749999998562499,5
999,40,3,0.2,0.5749999998562499,5
999,40,4,0.01,0.97499999975625,4
999,40,4,0.02,0.97499999975625,4
999,40,4,0.03,0.97499999975625,4
999,40,4,0.04,0.9499999997625,2
999,40,4,0.05,0.9499999997625,2
999,40,4,0.06,0.9499999997625,4
999,40,4,0.07,0.9499999997625,5
999,40,4,0.08,0.9499999997625,5
999,40,4,0.09,0.92499999976875,6
999,40,4,0.1,0.899999999775,2
999,80,0,0.0,0.7749999999031251,11
999,80,0,0.01,0.7749999999031251,11
999,80,0,0.02,0.7749999999031251,17
999,80,0,0.03,0.7749999999031251,18
999,80,0,0.04,0.7749999999031251,18
999,80,0,0.05,0.7874999999015626,21
999,80,0,0.06,0.7874999999015626,22
999,80,0,0.07,0.7874999999015626,26
999,80,0,0.08,0.7874999999015626,34
999,80,0,0.09,0.7999999999,27
999,80,0,0.1,0.8124999998984376,22
999,80,0,0.11,0.8374999998953125,21
999,80,0,0.12,0.874999999890625,23
999,80,0,0.13,0.8874999998890626,18
999,80,0,0.14,0.9124999998859376,23
999,80,0,0.15,0.8374999998953125,35
999,80,0,0.16,0.8374999998953125,33
999,80,0,0.17,0.8374999998953125,6
999,80,0,0.18,0.8374999998953125,5
999,80,0,0.19,0.8374999998953125,4
999,80,0,0.2,0.874999999890625,4
999,80,1,0.0,0.8374999998953125,11
999,80,1,0.01,0.7999999999,9
999,80,1,0.02,0.7749999999031251,9
999,80,1,0.03,0.7624999999046875,11
999,80,1,0.04,0.724999999909375,11
999,80,1,0.05,0.6874999999140625,9
999,80,1,0.06,0.64999999991875,11
999,80,1,0.07,0.5999999999250001,1
999,80,1,0.08,0.5624999999296876,2
999,80,1,0.09,0.54999999993125,1
999,80,1,0.1,0.574999999928125,1
999,80,1,0.11,0.54999999993125,1
999,80,1,0.12,0.5249999999343751,1
999,80,1,0.13,0.5374999999328125,18
999,80,1,0.14,0.54999999993125,14
999,80,1,0.15,0.5124999999359375,11
999,80,1,0.16,0.5374999999328125,25
999,80,1,0.17,0.5374999999328125,25
999,80,1,0.18,0.5249999999343751,8
999,80,1,0.19,0.5249999999343751,11
999,80,1,0.2,0.5124999999359375,27
999,80,2,0.0,0.8374999998953125,11
999,80,2,0.01,0.7999999999,9
999,80,2,0.02,0.7874999999015626,11
999,80,2,0.03,0.7374999999078126,11
999,80,2,0.04,0.6874999999140625,6
999,80,2,0.05,0.6624999999171876,9
999,80,2,0.06,0.5999999999250001,1
999,80,2,0.07,0.5999999999250001,1
999,80,2,0.08,0.574999999928125,1
999,80,2,0.09,0.54999999993125,1
999,80,2,0.1,0.5874999999265625,1
999,80,2,0.11,0.574999999928125,1
999,80,2,0.12,0.5249999999343751,1
999,80,2,0.13,0.5374999999328125,16
999,80,2,0.14,0.5374999999328125,10
999,80,2,0.15,0.5249999999343751,11
999,80,2,0.16,0.5374999999328125,25
999,80,2,0.17,0.5374999999328125,29
999,80,2,0.18,0.5249999999343751,8
999,80,2,0.19,0.5249999999343751,11
999,80,2,0.2,0.5249999999343751,34
999,80,3,0.0,0.6999999999125001,39
999,80,3,0.01,0.6999999999125001,39
999,80,3,0.02,0.6874999999140625,39
999,80,3,0.03,0.6874999999140625,39
999,80,3,0.04,0.7999999999,39
999,80,3,0.05,0.7874999999015626,39
999,80,3,0.06,0.7874999999015626,39
999,80,3,0.07,0.7749999999031251,37
999,80,3,0.08,0.7749999999031251,39
999,80,3,0.09,0.7749999999031251,39
999,80,3,0.1,0.7749999999031251,39
999,80,3,0.11,0.7624999999046875,39
999,80,3,0.12,0.7624999999046875,39
999,80,3,0.13,0.7624999999046875,39
999,80,3,0.14,0.7499999999062501,39
999,80,3,0.15,0.7374999999078126,39
999,80,3,0.16,0.724999999909375,39
999,80,3,0.17,0.724999999909375,39
999,80,3,0.18,0.7124999999109376,35
999,80,3,0.19,0.7124999999109376,37
999,80,3,0.2,0.7124999999109376,39
999,80,4,0.01,0.8874999998890626,6
999,80,4,0.02,0.8874999998890626,6
999,80,4,0.03,0.8874999998890626,7
999,80,4,0.04,0.8874999998890626,12
999,80,4,0.05,0.8874999998890626,6
999,80,4,0.06,0.8874999998890626,6
999,80,4,0.07,0.8874999998890626,6
999,80,4,0.08,0.8874999998890626,6
999,80,4,0.09,0.8874999998890626,22
999,80,4,0.1,0.8874999998890626,12
999,160,0,0.0,0.768749999951953,14
999,160,0,0.0,0.768749999951953,14
999,160,0,0.01,0.7812499999511718,16
999,160,0,0.01,0.7812499999511718,16
999,160,0,0.02,0.7812499999511718,10
999,160,0,0.02,0.7812499999511718,10
999,160,0,0.03,0.7812499999511718,19
999,160,0,0.03,0.7812499999511718,19
999,160,0,0.04,0.7874999999507812,19
999,160,0,0.04,0.7874999999507812,19
999,160,0,0.05,0.7874999999507812,19
999,160,0,0.05,0.7874999999507812,19
999,160,0,0.06,0.7874999999507812,22
999,160,0,0.06,0.7874999999507812,22
999,160,0,0.07,0.7937499999503906,19
999,160,0,0.07,0.7937499999503906,19
999,160,0,0.08,0.8062499999496093,17
999,160,0,0.08,0.8062499999496093,17
999,160,0,0.09,0.8187499999488281,21
999,160,0,0.09,0.8187499999488281,21
999,160,0,0.1,0.8437499999472656,26
999,160,0,0.1,0.8437499999472656,26
999,160,0,0.11,0.8499999999468749,24
999,160,0,0.12,0.8624999999460937,24
999,160,0,0.13,0.8687499999457031,18
999,160,0,0.14,0.8187499999488281,37
999,160,0,0.15,0.8312499999480468,8
999,160,0,0.16,0.8312499999480468,6
999,160,0,0.17,0.8312499999480468,5
999,160,0,0.18,0.8437499999472656,4
999,160,0,0.19,0.8437499999472656,4
999,160,0,0.2,0.8187499999488281,4
999,160,1,0.0,0.8312499999480468,24
999,160,1,0.0,0.8312499999480468,24
999,160,1,0.01,0.8062499999496093,15
999,160,1,0.01,0.8062499999496093,15
999,160,1,0.02,0.7749999999515624,14
999,160,1,0.02,0.7749999999515624,14
999,160,1,0.03,0.7562499999527343,8
999,160,1,0.03,0.7562499999527343,8
999,160,1,0.04,0.7437499999535155,8
999,160,1,0.04,0.7437499999535155,8
999,160,1,0.05,0.7062499999558594,8
999,160,1,0.05,0.7062499999558594,8
999,160,1,0.06,0.6749999999578125,12
999,160,1,0.06,0.6749999999578125,12
999,160,1,0.07,0.6187499999613281,1
999,160,1,0.07,0.6187499999613281,1
999,160,1,0.08,0.6124999999617187,1
999,160,1,0.08,0.6124999999617187,1
999,160,1,0.09,0.6187499999613281,1
999,160,1,0.09,0.6187499999613281,1
999,160,1,0.1,0.5874999999632812,1
999,160,1,0.1,0.5874999999632812,1
999,160,1,0.11,0.5687499999644531,1
999,160,1,0.12,0.5624999999648437,18
999,160,1,0.13,0.5624999999648437,2
999,160,1,0.14,0.5437499999660156,2
999,160,1,0.15,0.5562499999652344,2
999,160,1,0.16,0.5562499999652344,2
999,160,1,0.17,0.5374999999664062,4
999,160,1,0.18,0.549999999965625,4
999,160,1,0.19,0.5562499999652344,4
999,160,1,0.2,0.549999999965625,4
999,160,2,0.0,0.8249999999484374,17
999,160,2,0.0,0.8249999999484374,17
999,160,2,0.11,0.5749999999640625,1
999,160,2,0.12,0.5624999999648437,3
999,160,2,0.13,0.5624999999648437,2
999,160,2,0.14,0.5437499999660156,2
999,160,2,0.15,0.5624999999648437,2
999,160,2,0.16,0.5562499999652344,2
999,160,2,0.17,0.5437499999660156,10
999,160,2,0.18,0.549999999965625,4
999,160,2,0.19,0.5562499999652344,4
999,160,2,0.2,0.549999999965625,4
999,160,3,0.11,0.8687499999457031,32
999,160,3,0.12,0.8624999999460937,31
999,160,3,0.13,0.8624999999460937,32
999,160,3,0.14,0.8624999999460937,32
999,160,3,0.15,0.8562499999464843,32
999,160,3,0.16,0.8499999999468749,32
999,160,3,0.17,0.8562499999464843,33
999,160,3,0.18,0.8624999999460937,33
999,160,3,0.19,0.8624999999460937,33
999,160,3,0.2,0.8687499999457031,33
999,160,4,0.01,0.8749999999453124,8
999,160,4,0.02,0.8812499999449218,8
999,160,4,0.03,0.8749999999453124,8
999,160,4,0.04,0.8749999999453124,8
999,160,4,0.05,0.8749999999453124,8
999,160,4,0.06,0.8687499999457031,7
999,160,4,0.07,0.8687499999457031,7
999,160,4,0.08,0.8749999999453124,6
999,160,4,0.09,0.8749999999453124,6
999,160,4,0.1,0.8749999999453124,6
1234,20,0,0.0,0.95,8
1234,20,0,0.01,0.95,8
1234,20,0,0.02,0.95,19
1234,20,0,0.03,0.9,17
1234,20,0,0.04,0.9,19
1234,20,0,0.05,0.9,20
1234,20,0,0.06,0.9,20
1234,20,0,0.07,0.9,21
1234,20,0,0.08,0.9,22
1234,20,0,0.11,0.5999999997,20
1234,20,0,0.11,0.6,21
1234,20,0,0.12,0.5999999997,21
1234,20,0,0.12,0.6,22
1234,20,0,0.13,0.5999999997,33
1234,20,0,0.13,0.6,34
1234,20,0,0.14,0.549999999725,17
1234,20,0,0.14,0.55,18
1234,20,0,0.15,0.549999999725,17
1234,20,0,0.15,0.55,18
1234,20,0,0.16,0.5999999997,35
1234,20,0,0.16,0.6,36
1234,20,0,0.17,0.6999999996499999,38
1234,20,0,0.17,0.7,39
1234,20,0,0.18,0.749999999625,36
1234,20,0,0.18,0.75,37
1234,20,0,0.19,0.949999999525,19
1234,20,0,0.19,0.95,20
1234,20,0,0.2,0.949999999525,12
1234,20,0,0.2,0.95,13
1234,20,1,0.0,0.95,9
1234,20,1,0.01,0.9,11
1234,20,1,0.02,0.85,10
1234,20,1,0.03,0.85,11
1234,20,1,0.04,0.75,11
1234,20,1,0.05,0.7,18
1234,20,1,0.06,0.7,18
1234,20,1,0.07,0.65,18
1234,20,1,0.08,0.55,36
1234,20,1,0.09,0.5,38
1234,20,1,0.1,0.45,1
1234,20,1,0.11,0.6999999996499999,37
1234,20,1,0.11,0.7,38
1234,20,1,0.12,0.649999999675,37
1234,20,1,0.12,0.65,38
1234,20,1,0.13,0.649999999675,37
1234,20,1,0.13,0.65,38
1234,20,1,0.14,0.649999999675,32
1234,20,1,0.14,0.65,33
1234,20,1,0.15,0.649999999675,32
1234,20,1,0.15,0.65,33
1234,20,1,0.16,0.5999999997,36
1234,20,1,0.16,0.6,37
1234,20,1,0.17,0.5999999997,38
1234,20,1,0.17,0.6,39
1234,20,1,0.18,0.5999999997,36
1234,20,1,0.18,0.6,37
1234,20,1,0.19,0.5999999997,37
1234,20,1,0.19,0.6,38
1234,20,1,0.2,0.5999999997,38
1234,20,1,0.2,0.6,39
1234,20,2,0.0,1.0,10
1234,20,2,0.01,0.9,9
1234,20,2,0.02,0.85,10
1234,20,2,0.03,0.85,11
1234,20,2,0.04,0.7,11
1234,20,2,0.05,0.7,18
1234,20,2,0.06,0.65,18
1234,20,2,0.07,0.6,18
1234,20,2,0.08,0.55,31
