epoch,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,phi
0,-0.462889164686203,-0.47141364216804504,-0.4824579954147339,-0.5128442049026489,0.3525850474834442,-0.5061442255973816,0.4791235327720642,0.5170935392379761,0.0
1,-0.6490713357925415,-0.68692547082901,-0.7513173818588257,-0.7537635564804077,0.6636064052581787,-0.7405223846435547,0.7393911480903625,0.8259347677230835,0.0
2,-0.7642569541931152,-0.8223865628242493,-0.920434296131134,-0.8993328809738159,0.8826866745948792,-0.8826293349266052,0.8935946822166443,1.0307672023773193,0.0
3,-0.8435206413269043,-0.9077632427215576,-1.0259190797805786,-0.9820265173912048,1.0312429666519165,-0.9647237658500671,0.9804691076278687,1.1666450500488281,0.0
4,-0.9211678504943848,-0.9893895387649536,-1.1302762031555176,-1.062652349472046,1.1720192432403564,-1.0502713918685913,1.057510495185852,1.3072227239608765,0.0
5,-0.9771308898925781,-1.0440235137939453,-1.1970582008361816,-1.1094768047332764,1.2673674821853638,-1.1038826704025269,1.1021414995193481,1.4037286043167114,0.0
6,-1.019526481628418,-1.088644027709961,-1.2518857717514038,-1.1437163352966309,1.343428134918213,-1.147287368774414,1.1291626691818237,1.4874948263168335,0.0
7,-1.0544236898422241,-1.11798095703125,-1.283449649810791,-1.1620761156082153,1.3898591995239258,-1.1750068664550781,1.141037940979004,1.539541482925415,0.0
8,-1.0864806175231934,-1.141783356666565,-1.3176382780075073,-1.1830073595046997,1.4302493333816528,-1.2076623439788818,1.1488957405090332,1.5928024053573608,0.0
9,-1.1051654815673828,-1.1545997858047485,-1.3328697681427002,-1.1947221755981445,1.4488341808319092,-1.2297450304031372,1.1442874670028687,1.6226558685302734,0.0
10,-1.1448287963867188,-1.1873995065689087,-1.3797297477722168,-1.2205055952072144,1.5034217834472656,-1.2766876220703125,1.1487901210784912,1.7076104879379272,0.0
11,-1.165304183959961,-1.2002021074295044,-1.3931400775909424,-1.2233617305755615,1.5228370428085327,-1.2918227910995483,1.1430779695510864,1.7401697635650635,0.0
12,-1.1806901693344116,-1.2050058841705322,-1.4044806957244873,-1.230960488319397,1.5236212015151978,-1.3104517459869385,1.1325609683990479,1.758760690689087,0.0
13,-1.1885260343551636,-1.2050204277038574,-1.3976577520370483,-1.2375162839889526,1.5237635374069214,-1.3212708234786987,1.1327344179153442,1.754158854484558,0.0
14,-1.194301724433899,-1.2097784280776978,-1.399230718612671,-1.2422832250595093,1.520389437675476,-1.3386030197143555,1.1165164709091187,1.7631605863571167,0.0
