epoch,train_loss
0,0.7453865110815944
1,0.6799044907039931
2,0.666754025215662
3,0.6560166776129016
4,0.6510738313147225
5,0.645484393830025
6,0.643345558638315
7,0.6370984494636354
8,0.6366198360870217
9,0.6363604366729613
10,0.6377613484809642
11,0.6342983782241858
12,0.6356315076301507
13,0.6363084077785371
14,0.6368714332530812
15,0.6384554386089037
16,0.6349961519191725
17,0.637787610287452
18,0.6363990485618464
19,0.635046714539335
20,0.637551259989526
21,0.6363239645908234
22,0.6378995895335907
23,0.6363758325527066
24,0.6371988773296167
25,0.6371401429126554
26,0.6373531460712232
27,0.6384936988303848
28,0.6390156924674656
29,0.63842650651433
30,0.6383660674045282
31,0.6377125680396803
32,0.6402791440436887
33,0.6352674364994011
34,0.6357436418483658
35,0.6356000125358516
36,0.6374639868686466
37,0.6349818468044265
38,0.6388421475837389
39,0.6350555837104775
40,0.6357954561660687
41,0.6394209742496128
42,0.6380671799133043
43,0.638769322628753
44,0.6347667097995758
45,0.6408401250789169
46,0.6403147518584772
47,0.6347751200149536
48,0.63531113862495
49,0.6360791683147329
50,0.6386949896762542
51,0.6392185091922412
52,0.638018530602239
53,0.637796884770179
54,0.6387432932803797
55,0.6361642718265424
56,0.6341898620079086
57,0.6346779107997902
58,0.6392412781665453
59,0.6359520494888213
