epoch,train_loss,val_loss,train_acc,val_acc
0,0.6931751919879072,0.6931576902275067,0.3,0.25
1,0.6931429894095138,0.6931435954970261,0.55,0.4
2,0.6931326881933779,0.6931426205049591,0.7,0.4
3,0.6931322701690495,0.6931424647960887,0.7,0.4
4,0.693132120401619,0.6931423892710751,0.75,0.45
5,0.6931320830546532,0.6931423909896213,0.65,0.45
6,0.6931311331372327,0.6931422449523674,0.7,0.45
7,0.6931311762753871,0.693142204099425,0.7,0.45
8,0.693130971328988,0.6931417138761121,0.7,0.45
9,0.6931310018757012,0.6931420332941428,0.7,0.45
10,0.6931302184975411,0.6931416468779183,0.7,0.45
11,0.693131085258838,0.6931417824061497,0.65,0.45
12,0.6931304155252456,0.6931419392621254,0.7,0.4
13,0.6931299583651924,0.6931418957978667,0.7,0.4
14,0.6931303652800811,0.69314147344466,0.65,0.4
15,0.6931320748179894,0.693141495400142,0.65,0.4
16,0.6931296346848808,0.6931420385788793,0.7,0.45
17,0.6931298333684486,0.6931413303277673,0.6,0.45
18,0.6931330217059515,0.6931406770626163,0.7,0.45
19,0.6931300060019476,0.6931416657120718,0.7,0.45
20,0.6931302012942744,0.6931411701445782,0.65,0.45
21,0.6931315687129233,0.6931413495349161,0.65,0.45
22,0.6931287128613304,0.6931414726500665,0.7,0.45
23,0.693130312312954,0.6931413062661773,0.6,0.45
24,0.6931294864504051,0.693141270480435,0.65,0.45
25,0.6931288792824621,0.6931417086392706,0.6,0.45
26,0.6931283295979149,0.6931408964352823,0.65,0.45
27,0.693131185529201,0.6931405500584613,0.7,0.5
28,0.6931293312604337,0.6931423485129022,0.65,0.45
29,0.6931284406146594,0.6931410907903224,0.65,0.45
30,0.6931297138354264,0.693142961549104,0.65,0.5
31,0.6931294603480374,0.6931418958710241,0.65,0.55
32,0.6931286830011663,0.6931409043075631,0.75,0.55
33,0.6931273113074304,0.6931412848403464,0.65,0.55
34,0.6931280595419416,0.6931415253220445,0.65,0.55
35,0.6931274218473866,0.693141970290523,0.65,0.55
36,0.6931289638112389,0.693142333984475,0.65,0.5
37,0.6931267477059894,0.6931430394879965,0.65,0.55
38,0.6931263604245498,0.6931434796514353,0.65,0.55
39,0.6931282653776567,0.69314490042806,0.65,0.55
