epoch,train_loss
0,2.105068893415075
1,1.6428662172816384
2,1.340122230836509
3,1.1547393719259038
4,1.0330876755628327
5,0.9492990223487584
6,0.8889394354746174
7,0.8456605410505396
8,0.8134983801773945
9,0.7890731724037536
10,0.7699027983283417
11,0.7549486390686702
12,0.7432499821918858
13,0.7341771133679562
14,0.7271760193446279
15,0.7213081717431041
16,0.7163903895954197
17,0.7123577109913274
18,0.7090978860796011
19,0.7063238032600035
20,0.7042952815632939
21,0.7023725366533877
22,0.701096448892473
23,0.6999492200157329
24,0.6989562376281985
25,0.6980091452540405
26,0.6972617212873211
27,0.6966467046679617
28,0.6961416602076693
29,0.6955197310389734
30,0.6950892670891377
31,0.6948024535121239
32,0.6945465063990889
33,0.6943260741175966
34,0.6940599862676639
35,0.6938180414777795
36,0.6936784283262303
37,0.6935290058396084
38,0.6934389662684829
39,0.6933577307007549
40,0.6933038147232773
41,0.693249712779308
42,0.6932066623312086
43,0.6931739536863419
44,0.6931271521192647
45,0.6930853470108768
46,0.6930044722499318
47,0.6929171156825498
48,0.6928926976464069
49,0.6928397885900618
50,0.6928326257012171
51,0.6928364348353824
52,0.6927797166448718
53,0.6927734470309701
54,0.6927660981756336
55,0.6927432918490856
56,0.6927504030805716
57,0.6926868979078425
58,0.6926806696198279
59,0.6926647591533159
