epoch,train_loss,val_loss,train_acc,val_acc
0,0.6936057890847461,0.6931425267043038,0.14999999998125002,0.44999999994375006
1,0.6929960810147014,0.6930299408202586,0.624999999921875,0.5624999999296876
2,0.6929025790409014,0.6930019561507945,0.64999999991875,0.574999999928125
3,0.6928943835491778,0.6930468532138233,0.64999999991875,0.574999999928125
4,0.6928818204969508,0.6930069733798045,0.6374999999203126,0.5374999999328125
5,0.6928731673691193,0.692906768614211,0.64999999991875,0.6999999999125001
6,0.6928624223960551,0.6929995148427648,0.6624999999171876,0.5624999999296876
7,0.6928581712296722,0.6929462266161832,0.6624999999171876,0.6374999999203126
8,0.6928549020773166,0.6929903865710882,0.64999999991875,0.5249999999343751
9,0.6928489910672088,0.6930169692134569,0.64999999991875,0.5874999999265625
10,0.692846544198169,0.6930008695477935,0.64999999991875,0.574999999928125
11,0.6928467366949863,0.6929257439547197,0.64999999991875,0.5874999999265625
12,0.6928440790367896,0.6929380911974302,0.6374999999203126,0.624999999921875
13,0.6928410725266891,0.6930278955295184,0.64999999991875,0.54999999993125
14,0.6928474878825792,0.6930275557711274,0.6374999999203126,0.5874999999265625
15,0.6928479047547605,0.6930091797086714,0.6624999999171876,0.5624999999296876
16,0.6928359763974212,0.6928829660271583,0.6374999999203126,0.624999999921875
17,0.6928402403475412,0.6929361233591204,0.624999999921875,0.5624999999296876
18,0.6928315590673253,0.6930395813257043,0.64999999991875,0.47499999994062503
19,0.692835217962893,0.6929989565190222,0.6624999999171876,0.54999999993125
20,0.6928317955624476,0.6928973191256926,0.624999999921875,0.5999999999250001
21,0.6928249872438804,0.6930730023469515,0.624999999921875,0.44999999994375006
22,0.6928239133014645,0.6930087047062483,0.624999999921875,0.4874999999390625
23,0.6928360643786692,0.6930035724384273,0.6124999999234375,0.5249999999343751
24,0.6928229490603808,0.6930753556598209,0.6124999999234375,0.49999999993750005
25,0.6928187214064934,0.6930405464948476,0.624999999921875,0.49999999993750005
26,0.6928252065515471,0.6930766695261685,0.6374999999203126,0.4374999999453125
27,0.6928123194362812,0.6930314771416972,0.624999999921875,0.4874999999390625
28,0.6928092811837869,0.6929322316747051,0.5999999999250001,0.5874999999265625
29,0.6928145290062997,0.6930043071513082,0.6124999999234375,0.46249999994218755
30,0.6928031671260496,0.6929641281576358,0.624999999921875,0.5249999999343751
31,0.6927988179150494,0.6930839658107777,0.574999999928125,0.42499999994687504
32,0.6927956047454056,0.692964019683046,0.6124999999234375,0.47499999994062503
33,0.6927904463654613,0.6929978464699483,0.5874999999265625,0.44999999994375006
34,0.6927808985311448,0.6930354924672857,0.574999999928125,0.44999999994375006
35,0.6927810178545754,0.6931040215111824,0.574999999928125,0.39999999995
36,0.6927758103886704,0.6930455094539633,0.5624999999296876,0.4374999999453125
37,0.6927491366940475,0.6929715477515863,0.5624999999296876,0.46249999994218755
38,0.6927357315075008,0.6929901578192477,0.54999999993125,0.44999999994375006
39,0.6927100595575153,0.6929322920248971,0.54999999993125,0.44999999994375006
