epoch,train_loss,val_loss,train_acc,val_acc
0,0.7015205302750462,0.7027829481030606,0.35,0.3
1,0.6999066637092562,0.702110539763679,0.45,0.35
2,0.6989188986615968,0.7016005551671896,0.5,0.35
3,0.6977648818283048,0.7013091949436653,0.5,0.35
4,0.6969734101033325,0.7009617281237575,0.5,0.35
5,0.6960087493277178,0.7005850649245173,0.5,0.35
6,0.6952392048474635,0.7000645400348466,0.5,0.35
7,0.6947842079715392,0.6995269689060033,0.5,0.35
8,0.6937748787747129,0.6987535173733033,0.5,0.4
9,0.6926632711169682,0.6974817449686921,0.5,0.4
10,0.6914768708317023,0.6956342540074465,0.6,0.45
11,0.6883539567861663,0.6935787129387784,0.65,0.5
12,0.6853385243367016,0.6909000370633624,0.65,0.65
13,0.6816393435244932,0.6880768480034951,0.7,0.65
14,0.6767217746795673,0.6854259533461818,0.75,0.55
15,0.6722713156580947,0.6830815974374602,0.8,0.65
16,0.6676927132468456,0.6812626873895916,0.8,0.65
17,0.6639484532451541,0.6800259188820051,0.8,0.65
18,0.6609890263766479,0.6791371158915706,0.85,0.65
19,0.6584605294570435,0.6785636366723151,0.85,0.65
20,0.6570285929203653,0.6781869838430705,0.85,0.65
21,0.655849758673826,0.6778453161677513,0.85,0.6
22,0.6547965854219387,0.6777591398227834,0.85,0.6
23,0.6541407856025195,0.6776071697619729,0.85,0.6
24,0.6537480100577278,0.6772747832262391,0.85,0.6
25,0.653363215623017,0.6767927085117902,0.85,0.6
26,0.652608906724078,0.6766710532821307,0.85,0.6
27,0.6528361869968624,0.676212600107879,0.85,0.6
28,0.6525847901939853,0.676032584242056,0.85,0.6
29,0.6524178697951808,0.6759621849467379,0.85,0.6
30,0.6518486275754608,0.6752972155978106,0.85,0.6
31,0.6515928216439567,0.6747054499645337,0.85,0.65
32,0.6518007324876012,0.674693484907479,0.85,0.6
33,0.651093457650197,0.6738301623964349,0.85,0.65
34,0.651264005332076,0.6737482507415251,0.85,0.65
35,0.6509860618324692,0.6731159347088016,0.85,0.65
36,0.6513106078986829,0.6730489455193485,0.85,0.65
37,0.651012678087267,0.6724452601512168,0.85,0.65
38,0.6504250333080283,0.6721861632713878,0.85,0.7
39,0.6515491547908348,0.6715123110427949,0.8,0.75
