epoch,train_loss
0,0.7279079317136685
1,0.7051403879237899
2,0.6827416180710905
3,0.6704167007561943
4,0.666225880301167
5,0.6542317389624105
6,0.6547724603788163
7,0.6446951269297586
8,0.6415877162608202
9,0.6413129865321558
10,0.6357142626444585
11,0.6383926152384993
12,0.6318200885459767
13,0.6318399607345424
14,0.6304361640618968
15,0.6311352609799156
16,0.6316101431057106
17,0.6309065877602633
18,0.6331563948793516
19,0.6320619522735161
20,0.6280871748139147
21,0.6320878326102743
22,0.6302193223642311
23,0.6317999302551163
24,0.6305167078183718
25,0.6286860047985048
26,0.6342587470215478
27,0.6321138321563221
28,0.6326618909044989
29,0.6310614525482994
30,0.6310979663536842
31,0.6287580250907778
32,0.635926401535652
33,0.6303768276380304
34,0.6309760092900245
35,0.6285748004127613
36,0.6302997528718809
37,0.6312823592827383
38,0.6316644786998811
39,0.6293220638442169
40,0.6316864370510136
41,0.629682248752085
42,0.6358394264380067
43,0.6306645332978608
44,0.6297236799406633
45,0.6320853947803033
46,0.6319459079906175
47,0.630713766734439
48,0.6322269856139496
49,0.6294126211810128
50,0.6290480612922187
51,0.629919218938289
52,0.6324569284125353
53,0.6297675251173546
54,0.6290966986823493
55,0.6285957812477195
56,0.6295204102206111
57,0.6308161794350793
58,0.629026251952698
59,0.6280143558194017
60,0.6295957326102044
61,0.6279742240120795
62,0.6290660022902937
63,0.6316254913017384
64,0.63215110890116
65,0.6329508601827983
66,0.6304307817624742
67,0.6283603011776349
68,0.6284047841240251
69,0.6280900239159346
70,0.6282835244347093
71,0.6301949440645209
72,0.6331932841939985
73,0.6327127515478793
74,0.6283140837360818
75,0.6290991186309268
76,0.6283703684021361
77,0.6318892060920497
78,0.6284905492473817
79,0.6280621051003253
