run_dir,run_name,architecture,N,seed,dataset,readout,augment_train,device,num_qubits,reps,img_size,epochs_configured,epochs_completed,train_accuracy,val_accuracy,val_aug_accuracy,p4m_is_invariant
"results_def/multirun/2026-08-25/09-26-33/DATA.N=40,DATA.augment_train=True,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=1,config7,40,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.67499999983125,0.47499999988124997,0.6499999998375,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=40,DATA.augment_train=True,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=2,config7,40,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7499999998125,0.7499999998125,0.8499999997875,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=40,DATA.augment_train=True,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=3,config7,40,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7499999998125,0.72499999981875,0.7499999998125,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=640,DATA.augment_train=False,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=1,config7,640,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8093749999873535,0.7796874999878174,0.7468749999883301,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=640,DATA.augment_train=False,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=2,config7,640,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7781249999878418,0.8171874999872314,0.8031249999874511,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=640,DATA.augment_train=False,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=3,config7,640,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9312499999854492,0.9593749999850097,0.5874999999908203,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=640,DATA.augment_train=True,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=1,config7,640,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7343749999885254,0.6171874999903565,0.6984374999890869,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=640,DATA.augment_train=True,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=2,config7,640,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.6734374999894776,0.47031249999265134,0.6609374999896729,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=640,DATA.augment_train=True,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=3,config7,640,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7406249999884277,0.7421874999884033,0.7656249999880371,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=80,DATA.augment_train=False,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=1,config7,80,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9624999998796876,0.9499999998812501,0.5999999999250001,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=80,DATA.augment_train=False,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=2,config7,80,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8249999998968751,0.8624999998921876,0.7374999999078126,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=80,DATA.augment_train=False,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=3,config7,80,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9499999998812501,0.9249999998843751,0.6124999999234375,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=80,DATA.augment_train=True,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=1,config7,80,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7124999999109376,0.5874999999265625,0.5999999999250001,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=80,DATA.augment_train=True,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=2,config7,80,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7499999999062501,0.7874999999015626,0.7499999999062501,False
"results_def/multirun/2026-08-25/09-26-33/DATA.N=80,DATA.augment_train=True,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=3,config7,80,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.6999999999125001,0.49999999993750005,0.6624999999171876,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=160,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=1,config6,160,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9187499999425781,0.8624999999460937,0.8624999999460937,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=160,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=160_seed=1,config7,160,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8374999999476562,0.718749999955078,0.7437499999535155,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=160,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=2,config6,160,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9249999999421874,0.8937499999441406,0.8937499999441406,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=160,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=160_seed=2,config7,160,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8062499999496093,0.7499999999531249,0.7874999999507812,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=160,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=3,config6,160,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8999999999437499,0.8874999999445312,0.8874999999445312,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=160,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=160_seed=3,config7,160,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8062499999496093,0.8312499999480468,0.8499999999468749,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=320,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=320_seed=1,config6,320,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.899999999971875,0.8968749999719726,0.8968749999719726,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=320,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=320_seed=1,config7,320,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.6687499999791016,0.5343749999833007,0.6281249999803711,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=320,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=320_seed=2,config6,320,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9062499999716797,0.8937499999720703,0.8937499999720703,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=320,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=320_seed=2,config7,320,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7531249999764649,0.8031249999749023,0.7281249999772461,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=320,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=320_seed=3,config6,320,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9031249999717773,0.8906249999721679,0.8906249999721679,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=320,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=320_seed=3,config7,320,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8249999999742187,0.7968749999750976,0.7874999999753906,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=40,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=1,config6,40,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7999999998,0.8249999997937499,0.8249999997937499,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=40,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=1,config7,40,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.6999999998249999,0.52499999986875,0.62499999984375,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=40,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=2,config6,40,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.77499999980625,0.87499999978125,0.87499999978125,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=40,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=2,config7,40,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.5499999998625,0.3999999999,0.59999999985,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=40,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=3,config6,40,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.899999999775,0.9499999997624999,0.9499999997624999,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=40,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=3,config7,40,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.77499999980625,0.8249999997937499,0.72499999981875,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=640,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=640_seed=1,config6,640,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9109374999857666,0.8953124999860107,0.8953124999860107,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=640,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=1,config7,640,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8124999999873047,0.8249999999871094,0.8124999999873047,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=640,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=640_seed=2,config6,640,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8140624999872803,0.837499999986914,0.837499999986914,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=640,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=2,config7,640,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7031249999890137,0.464062499992749,0.690624999989209,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=640,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=640_seed=3,config6,640,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8890624999861084,0.9078124999858154,0.9078124999858154,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=640,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=3,config7,640,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7171874999887939,0.5234374999918213,0.7343749999885254,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=80,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=1,config6,80,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8999999998875001,0.874999999890625,0.874999999890625,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=80,DATA.augment_train=once,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=1,config7,80,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7374999999078126,0.8249999998968751,0.7874999999015626,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=80,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=2,config6,80,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9249999998843751,0.9124999998859376,0.9124999998859376,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=80,DATA.augment_train=once,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=2,config7,80,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7499999999062501,0.724999999909375,0.7874999999015626,False
"results_def/multirun/2026-08-25/12-57-47/DATA.N=80,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=3,config6,80,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9124999998859376,0.8624999998921876,0.8624999998921876,True
"results_def/multirun/2026-08-25/12-57-47/DATA.N=80,DATA.augment_train=once,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=3,config7,80,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7874999999015626,0.624999999921875,0.7499999999062501,False
"results_def/multirun/2026-08-25/14-52-59/DATA.N=640,DATA.augment_train=none,GENERAL.seed=1,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=1,config7,640,1,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8093749999873535,0.7796874999878174,0.7468749999883301,False
"results_def/multirun/2026-08-25/14-52-59/DATA.N=640,DATA.augment_train=none,GENERAL.seed=2,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=2,config7,640,2,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7781249999878418,0.8171874999872314,0.8031249999874511,False
"results_def/multirun/2026-08-25/14-52-59/DATA.N=640,DATA.augment_train=none,GENERAL.seed=3,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=3,config7,640,3,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9312499999854492,0.9593749999850097,0.5874999999908203,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=4,config6,160,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8749999999453124,0.9062499999433593,0.9062499999433593,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=160_seed=4,config7,160,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9687499999394531,0.9437499999410156,0.6062499999621094,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=5,config6,160,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9062499999433593,0.9187499999425781,0.9187499999425781,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=160_seed=5,config7,160,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7499999999531249,0.7562499999527343,0.6249999999609375,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=none,GENERAL.seed=6,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=6,config6,160,6,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9437499999410156,0.8687499999457031,0.8687499999457031,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=4,config6,160,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8749999999453124,0.9062499999433593,0.9062499999433593,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=160_seed=4,config7,160,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7499999999531249,0.718749999955078,0.7562499999527343,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=5,config6,160,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9062499999433593,0.9187499999425781,0.9187499999425781,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=160_seed=5,config7,160,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7874999999507812,0.7937499999503906,0.7749999999515624,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=4,config6,160,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8749999999453124,0.9062499999433593,0.9062499999433593,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=160_seed=4,config7,160,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7749999999515624,0.6812499999574219,0.7374999999539062,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=online,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=160_seed=5,config6,160,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9062499999433593,0.9187499999425781,0.9187499999425781,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=160,DATA.augment_train=online,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=160_seed=5,config7,160,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.6687499999582031,0.5874999999632812,0.7437499999535155,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=320_seed=4,config6,320,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8374999999738281,0.8343749999739257,0.8343749999739257,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=320_seed=4,config7,320,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9624999999699219,0.9624999999699219,0.6218749999805664,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=320_seed=5,config6,320,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9249999999710937,0.8781249999725586,0.8781249999725586,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=320_seed=5,config7,320,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9687499999697265,0.9624999999699219,0.59999999998125,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=320_seed=4,config6,320,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8374999999738281,0.8343749999739257,0.8343749999739257,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=320_seed=4,config7,320,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7062499999779297,0.7312499999771485,0.7187499999775391,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=320_seed=5,config6,320,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9249999999710937,0.8781249999725586,0.8781249999725586,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=320_seed=5,config7,320,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7593749999762696,0.6687499999791016,0.7312499999771485,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=320_seed=4,config6,320,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8374999999738281,0.8343749999739257,0.8343749999739257,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=320_seed=4,config7,320,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7312499999771485,0.7156249999776367,0.7031249999780274,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=online,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=320_seed=5,config6,320,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9249999999710937,0.8781249999725586,0.8781249999725586,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=320,DATA.augment_train=online,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=320_seed=5,config7,320,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7062499999779297,0.46874999998535155,0.6687499999791016,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=4,config6,40,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7499999998125,0.7999999998,0.7999999998,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=4,config7,40,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7999999998,0.899999999775,0.6499999998375,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=5,config6,40,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8499999997875,0.8249999997937499,0.8249999997937499,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=5,config7,40,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.92499999976875,0.99999999975,0.59999999985,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=none,GENERAL.seed=6,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=6,config6,40,6,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.87499999978125,0.87499999978125,0.87499999978125,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=4,config6,40,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7499999998125,0.7999999998,0.7999999998,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=4,config7,40,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7999999998,0.7499999998125,0.77499999980625,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=5,config6,40,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8499999997875,0.8249999997937499,0.8249999997937499,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=5,config7,40,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.77499999980625,0.67499999983125,0.72499999981875,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=once,GENERAL.seed=6,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=6,config6,40,6,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.87499999978125,0.87499999978125,0.87499999978125,True
