epoch,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,phi
0,0.5255951285362244,0.5006089210510254,0.5204466581344604,-0.5452828407287598,0.5157039761543274,0.5723292827606201,0.5234533548355103,-0.5298798084259033,0.0
1,0.8356157541275024,0.7612652778625488,0.7665625810623169,-0.8375305533409119,0.8534400463104248,0.8993304967880249,0.7729141712188721,-0.7925297021865845,0.0
2,1.0167609453201294,0.914077639579773,0.9056925177574158,-0.9955235123634338,1.0401502847671509,1.0784357786178589,0.9050394892692566,-0.9613727927207947,0.0
3,1.1390889883041382,1.018765926361084,1.0006680488586426,-1.0959362983703613,1.1625902652740479,1.1936463117599487,0.9868937134742737,-1.0950125455856323,0.0
4,1.2237486839294434,1.0932995080947876,1.067812204360962,-1.1609187126159668,1.2464464902877808,1.2693339586257935,1.0375398397445679,-1.1992796659469604,0.0
5,1.2755054235458374,1.1424609422683716,1.1105246543884277,-1.1963297128677368,1.3008174896240234,1.3132010698318481,1.063198208808899,-1.2763161659240723,0.0
6,1.323299765586853,1.18852698802948,1.1503303050994873,-1.2267720699310303,1.3515777587890625,1.353617787361145,1.0860000848770142,-1.3526686429977417,0.0
7,1.3453599214553833,1.2158671617507935,1.1735084056854248,-1.237099051475525,1.3805949687957764,1.3690706491470337,1.0945816040039062,-1.400302767753601,0.0
8,1.3599817752838135,1.2366881370544434,1.1901694536209106,-1.2397558689117432,1.4046425819396973,1.3773367404937744,1.0966947078704834,-1.43846595287323,0.0
9,1.3641185760498047,1.252016544342041,1.1999367475509644,-1.2336081266403198,1.4200661182403564,1.3773378133773804,1.0938524007797241,-1.4659583568572998,0.0
10,1.3742125034332275,1.2708231210708618,1.2146128416061401,-1.2328763008117676,1.4407708644866943,1.3820743560791016,1.0948712825775146,-1.5031706094741821,0.0
11,1.372178554534912,1.2809700965881348,1.2193427085876465,-1.219467043876648,1.4500911235809326,1.3735952377319336,1.087735891342163,-1.5201562643051147,0.0
12,1.381791114807129,1.2998744249343872,1.2365361452102661,-1.2175471782684326,1.4707562923431396,1.3783142566680908,1.0860953330993652,-1.5575402975082397,0.0
13,1.3910231590270996,1.3208791017532349,1.2528479099273682,-1.214486002922058,1.490671992301941,1.3830535411834717,1.0863970518112183,-1.5989335775375366,0.0
14,1.372431755065918,1.3158469200134277,1.2411854267120361,-1.189283013343811,1.4810898303985596,1.3549362421035767,1.0792118310928345,-1.574826717376709,0.0
15,1.3773647546768188,1.3328251838684082,1.254455327987671,-1.180677056312561,1.4988136291503906,1.3558385372161865,1.0752164125442505,-1.6068799495697021,0.0
16,1.3657530546188354,1.3336098194122314,1.2510374784469604,-1.1557838916778564,1.4924978017807007,1.3359270095825195,1.0600532293319702,-1.6096501350402832,0.0
17,1.3693000078201294,1.3506426811218262,1.2664873600006104,-1.146246314048767,1.5101118087768555,1.3392094373703003,1.052701473236084,-1.646952509880066,0.0
18,1.3611416816711426,1.3515119552612305,1.2651234865188599,-1.1243467330932617,1.5047539472579956,1.3208708763122559,1.0419272184371948,-1.649401307106018,0.0
19,1.3408927917480469,1.3409639596939087,1.2456644773483276,-1.0898048877716064,1.4803452491760254,1.285545825958252,1.0253125429153442,-1.6177308559417725,0.0
20,1.3622169494628906,1.3777157068252563,1.2834606170654297,-1.0914738178253174,1.525214672088623,1.3091046810150146,1.02362859249115,-1.685004711151123,0.0
21,1.3342691659927368,1.3565006256103516,1.253544807434082,-1.054054856300354,1.4803701639175415,1.267600417137146,1.0031070709228516,-1.6487150192260742,0.0
22,1.3237046003341675,1.3498992919921875,1.2425405979156494,-1.0271369218826294,1.4559669494628906,1.2416183948516846,0.9880012273788452,-1.6388903856277466,0.0
23,1.333006501197815,1.3690739870071411,1.2648149728775024,-1.0132509469985962,1.4768173694610596,1.2482198476791382,0.9742236733436584,-1.6733354330062866,0.0
24,1.3389869928359985,1.3857989311218262,1.2830713987350464,-0.9972010850906372,1.497403860092163,1.2548996210098267,0.9586864113807678,-1.7120659351348877,0.0
25,1.3181054592132568,1.3683925867080688,1.2522618770599365,-0.9668262600898743,1.4442631006240845,1.2110639810562134,0.9488083124160767,-1.6764805316925049,0.0
26,1.3157798051834106,1.3697313070297241,1.245819330215454,-0.9384641647338867,1.43626868724823,1.190536379814148,0.9286320209503174,-1.6711407899856567,0.0
27,1.3389201164245605,1.4043601751327515,1.2827479839324951,-0.9400830268859863,1.4770337343215942,1.2229149341583252,0.9208165407180786,-1.7194889783859253,0.0
28,1.3354685306549072,1.4068677425384521,1.2851552963256836,-0.9152634143829346,1.4663106203079224,1.2084846496582031,0.8996695876121521,-1.7311378717422485,0.0
29,1.3165127038955688,1.3907731771469116,1.2686262130737305,-0.8747454285621643,1.4367352724075317,1.1770784854888916,0.8615208864212036,-1.7193175554275513,0.0
30,1.3056527376174927,1.3809452056884766,1.2570747137069702,-0.8379261493682861,1.4101001024246216,1.1497300863265991,0.8251365423202515,-1.7094148397445679,0.0
31,1.32302725315094,1.4085043668746948,1.2897541522979736,-0.826339602470398,1.4466171264648438,1.179795503616333,0.7994139194488525,-1.7606287002563477,0.0
32,1.3706157207489014,1.4597349166870117,1.3289318084716797,-0.8314975500106812,1.4936703443527222,1.2114711999893188,0.8018693327903748,-1.8020533323287964,0.0
33,1.3652900457382202,1.4516453742980957,1.3101043701171875,-0.8029983639717102,1.4547533988952637,1.1756988763809204,0.7779864072799683,-1.7814093828201294,0.0
