epoch,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,phi
0,-0.4616926312446594,0.4951157569885254,0.485338032245636,-0.38164007663726807,0.2840963900089264,-0.41521450877189636,0.5371463298797607,0.5942761301994324,0.0
1,-0.9261623024940491,1.000519871711731,1.0305112600326538,-0.8403212428092957,-0.0995233952999115,-0.9378349184989929,1.0209866762161255,1.0805444717407227,0.0
2,-1.248612642288208,1.2220218181610107,1.2922999858856201,-0.9203969836235046,-0.35849711298942566,-1.1698566675186157,1.2104905843734741,1.3054156303405762,0.0
3,-1.4030067920684814,1.2622960805892944,1.4047532081604004,-0.9244806170463562,-0.44212061166763306,-1.1877671480178833,1.267038106918335,1.4488941431045532,0.0
4,-1.4486817121505737,1.2632861137390137,1.4268077611923218,-0.9331789016723633,-0.40656518936157227,-1.1547136306762695,1.2712182998657227,1.5236363410949707,0.0
5,-1.4626377820968628,1.2645187377929688,1.4391610622406006,-0.918114185333252,-0.42022788524627686,-1.1300126314163208,1.2512495517730713,1.6339508295059204,0.0
6,-1.4693492650985718,1.2496380805969238,1.4396837949752808,-0.9281285405158997,-0.40364089608192444,-1.1224701404571533,1.2319636344909668,1.7453217506408691,0.0
7,-1.4654743671417236,1.2618341445922852,1.416011929512024,-0.85768723487854,-0.3256251811981201,-1.0350141525268555,1.2259145975112915,1.820594072341919,0.0
8,-1.484645128250122,1.2523505687713623,1.3963018655776978,-0.8004944324493408,-0.253567099571228,-1.001004934310913,1.1927319765090942,1.875382423400879,0.0
9,-1.4530904293060303,1.271306037902832,1.427284598350525,-0.8256640434265137,-0.22022870182991028,-1.0329222679138184,1.161546230316162,1.9754211902618408,0.0
10,-1.4580671787261963,1.2672656774520874,1.4159830808639526,-0.7732480764389038,-0.154008150100708,-1.0005357265472412,1.1279304027557373,2.0469508171081543,0.0
11,-1.4681611061096191,1.3089256286621094,1.4552031755447388,-0.7872768640518188,-0.12956905364990234,-1.029187798500061,1.0667976140975952,2.146214008331299,0.0
12,-1.4260309934616089,1.2723814249038696,1.4007734060287476,-0.7896549701690674,-0.09883582592010498,-1.0061079263687134,1.0645791292190552,2.2525031566619873,0.0
13,-1.4481005668640137,1.2801885604858398,1.3951524496078491,-0.7427643537521362,-0.0496690459549427,-0.9753420948982239,1.0605448484420776,2.34070086479187,0.0
14,-1.4467915296554565,1.2874938249588013,1.459492802619934,-0.7391170263290405,0.0031349393539130688,-0.9775163531303406,0.9602615237236023,2.4345288276672363,0.0
15,-1.4392331838607788,1.3021624088287354,1.3520867824554443,-0.6837243437767029,0.07223477959632874,-0.9074830412864685,1.016282558441162,2.5172061920166016,0.0
16,-1.4190537929534912,1.3414734601974487,1.351349949836731,-0.6479730606079102,0.11775758117437363,-0.8994023203849792,1.0110831260681152,2.6024019718170166,0.0
17,-1.452101469039917,1.282128095626831,1.3737553358078003,-0.6630337238311768,0.1644153594970703,-0.9070779085159302,0.9862886071205139,2.6803948879241943,0.0
18,-1.4697558879852295,1.233842372894287,1.4037530422210693,-0.6904579401016235,0.14573006331920624,-0.9390596747398376,0.9553489089012146,2.792762041091919,0.0
19,-1.4610443115234375,1.2640615701675415,1.3723338842391968,-0.6471601724624634,0.1843508630990982,-0.915520429611206,0.9763983488082886,2.878633499145508,0.0
20,-1.522952914237976,1.2615625858306885,1.363800287246704,-0.6271000504493713,0.21950773894786835,-0.9096866846084595,0.9925501346588135,2.9536330699920654,0.0
21,-1.4906946420669556,1.2626878023147583,1.3807953596115112,-0.6318109035491943,0.2429330199956894,-0.9137227535247803,0.9838369488716125,3.0521252155303955,0.0
22,-1.5111111402511597,1.2234493494033813,1.3735750913619995,-0.6116925477981567,0.26820307970046997,-0.9062862992286682,1.0020906925201416,3.141829013824463,0.0
23,-1.5150916576385498,1.2452476024627686,1.3810434341430664,-0.6388158202171326,0.2567724883556366,-0.9265739917755127,0.9809042811393738,3.223104476928711,0.0
24,-1.4482593536376953,1.3274128437042236,1.3208550214767456,-0.5857507586479187,0.30254483222961426,-0.868384838104248,1.0501097440719604,3.3202760219573975,0.0
25,-1.507203221321106,1.2384649515151978,1.3648122549057007,-0.6178900003433228,0.299513578414917,-0.9165682792663574,1.0295788049697876,3.3845465183258057,0.0
26,-1.4777495861053467,1.2814888954162598,1.421480655670166,-0.6102514266967773,0.28691622614860535,-0.9490931034088135,1.0271912813186646,3.4658713340759277,0.0
27,-1.4328410625457764,1.2831141948699951,1.405362606048584,-0.6700750589370728,0.24421267211437225,-0.9780846238136292,1.00477933883667,3.5114638805389404,0.0
28,-1.4895566701889038,1.258062481880188,1.3530770540237427,-0.6354255080223083,0.25340351462364197,-0.9582061171531677,1.04887056350708,3.5616841316223145,0.0
29,-1.4177179336547852,1.3309741020202637,1.4481738805770874,-0.6788734197616577,0.23205065727233887,-0.9808241724967957,1.0120762586593628,3.5736823081970215,0.0
30,-1.5291967391967773,1.2933390140533447,1.437925934791565,-0.6645148396492004,0.22926980257034302,-0.983961820602417,1.0331463813781738,3.615220308303833,0.0
31,-1.43967604637146,1.2442879676818848,1.3907932043075562,-0.6731083989143372,0.19832848012447357,-0.9934654831886292,1.0356799364089966,3.636333465576172,0.0
32,-1.5196516513824463,1.2731620073318481,1.4027382135391235,-0.6520373225212097,0.21668080985546112,-0.9777426719665527,1.060007929801941,3.707536220550537,0.0
33,-1.3627265691757202,1.33235764503479,1.3893251419067383,-0.6561503410339355,0.2235226333141327,-0.9652600288391113,1.0870294570922852,3.717853546142578,0.0
