epoch,train_loss
0,0.7314555346937217
1,0.637549245355023
2,0.6178479850268072
3,0.6084558427310064
4,0.6049461185908529
5,0.60414617061379
6,0.6025983273959463
7,0.59702185988193
8,0.5848664641357464
9,0.5374162495115269
10,0.5160313904265273
11,0.5142442584017693
12,0.5137940645197826
13,0.5142359316328943
14,0.5140505671481079
15,0.5142034769038142
16,0.513592892883202
17,0.5144596695879867
18,0.5138469576815561
19,0.5144807398299148
20,0.513931798932929
21,0.5139772891978214
22,0.5139258027056646
23,0.5142883479575096
24,0.5137700438479382
25,0.514129269121069
26,0.5142015933970393
27,0.5146152198294565
28,0.5137841701487499
29,0.5140268027762361
30,0.5140369653681703
31,0.5141210138777678
32,0.51403411626615
33,0.514236003158468
34,0.5140671730021423
35,0.5146155297736094
36,0.5141246080378477
37,0.5141638338545742
38,0.513989329336066
39,0.514189606902975
40,0.5140113413313815
41,0.5142154812792719
42,0.5143238961676534
43,0.514390683172124
44,0.5138662278632119
45,0.5140008926371523
46,0.5137822449187236
47,0.5142611503580986
48,0.5141792178133907
49,0.5138683915118172
50,0.5141213715056364
51,0.5138696789721443
52,0.5143799185732776
53,0.5140550136546082
54,0.5139721989611576
55,0.5142423093298851
56,0.5141196072081511
57,0.5139489531496952
58,0.5142735660056053
59,0.5138009309748607
